date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,49.0,40.0,41.0,41.0,69.41176470588235,39.0,64.0,21.0,48.0,0.0,78.72340425531915,69.0,32.0,21.0,41.0,16.0,51.0,39.0,69.41176470588235,19.0,55.34938437097427
2020-10-06,0.0,40.0,60.0,21.0,45.88235294117647,39.0,21.0,21.0,71.0,0.0,0.0,23.0,32.0,21.0,0.0,0.0,17.0,0.0,45.88235294117647,0.0,29.859273131601423
2020-10-07,17.0,40.0,60.0,40.0,89.41176470588233,39.0,62.0,0.0,24.0,20.0,77.65957446808511,0.0,32.0,42.0,21.0,49.0,0.0,76.0,23.529411764705888,58.0,50.26507723731884
2020-10-08,36.0,43.0,67.0,67.0,100.0,22.0,69.0,24.0,52.0,21.0,55.319148936170215,100.0,18.0,23.0,67.0,36.0,38.0,0.0,50.58823529411765,64.0,62.15665272840973
2020-10-09,19.0,23.0,24.0,24.0,25.882352941176467,0.0,25.0,25.0,28.0,23.0,59.57446808510638,26.0,19.0,0.0,0.0,38.0,0.0,22.0,54.11764705882353,45.0,31.347118111624713
2020-10-10,20.0,48.0,25.0,49.0,55.29411764705882,94.0,50.0,77.0,0.0,24.0,0.0,55.0,20.0,0.0,50.0,0.0,41.0,69.0,27.058823529411764,23.0,47.44409050016082
2020-10-11,19.0,22.0,23.0,0.0,0.0,22.0,0.0,24.0,27.0,0.0,0.0,76.0,0.0,0.0,46.0,37.0,19.0,22.0,0.0,0.0,21.981980952318764
2020-10-12,54.0,21.0,65.0,22.0,74.11764705882355,85.0,45.0,46.0,25.0,43.0,27.659574468085108,25.0,70.0,45.0,45.0,35.0,56.0,61.0,100.0,63.0,65.73572607651404
2020-10-13,53.0,42.0,0.0,22.0,48.235294117647065,21.0,22.0,23.0,51.0,0.0,55.319148936170215,73.0,17.0,23.0,22.0,0.0,55.0,0.0,49.411764705882355,0.0,37.634599967671534
2020-10-14,0.0,41.0,21.0,43.0,23.529411764705888,20.0,22.0,45.0,0.0,41.0,26.59574468085107,24.0,50.0,44.0,22.0,34.0,36.0,59.0,71.76470588235293,20.0,41.99992489342214
2020-10-15,55.0,22.0,22.0,22.0,0.0,22.0,47.0,0.0,26.0,0.0,27.659574468085108,76.0,18.0,0.0,0.0,18.0,38.0,63.0,24.705882352941174,22.0,32.83373852787843
2020-10-16,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,27.0,0.0,0.0,26.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.436041034315544
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.302300710410263
2020-10-18,0.0,51.0,51.0,26.0,88.23529411764706,25.0,81.0,0.0,61.0,25.0,0.0,88.0,21.0,28.0,53.0,42.0,67.0,75.0,88.23529411764706,100.0,63.302272953631494
2020-10-19,18.0,43.0,0.0,0.0,24.705882352941174,21.0,0.0,23.0,26.0,22.0,56.38297872340426,0.0,18.0,23.0,23.0,0.0,19.0,21.0,24.705882352941174,0.0,23.664531571703108
2020-10-20,69.0,0.0,42.0,64.0,24.705882352941174,62.0,89.0,45.0,100.0,41.0,26.59574468085107,49.0,34.0,0.0,22.0,17.0,18.0,20.0,49.411764705882355,61.0,54.38181571784746
2020-10-21,0.0,21.0,21.0,22.0,24.705882352941174,43.0,23.0,70.0,51.0,22.0,55.319148936170215,50.0,18.0,23.0,45.0,0.0,56.0,20.0,0.0,42.0,39.59528983791675
2020-10-22,18.0,21.0,0.0,0.0,24.705882352941174,0.0,23.0,0.0,26.0,0.0,82.97872340425532,25.0,18.0,0.0,45.0,18.0,0.0,21.0,24.705882352941174,43.0,25.464558675381213
2020-10-23,0.0,0.0,0.0,23.0,25.882352941176467,22.0,47.0,48.0,26.0,44.0,85.1063829787234,26.0,18.0,47.0,46.0,55.0,19.0,21.0,0.0,22.0,37.50561258394386
2020-10-24,20.0,0.0,50.0,25.0,56.470588235294116,24.0,26.0,0.0,30.0,0.0,64.8936170212766,0.0,0.0,0.0,50.0,20.0,21.0,70.0,84.70588235294117,48.0,38.48934547882894
