date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-04-04,42.0,0.0,100.0,31.0,47.0,0.0,97.0,54.0,49.0,29.0,60.26845637583892
2021-04-05,58.0,18.0,26.0,29.0,29.0,42.0,53.0,51.0,92.0,41.0,58.92617449664429
2021-04-06,0.0,15.0,22.0,0.0,36.0,34.0,15.0,41.0,19.0,34.0,28.993288590604028
2021-04-07,85.0,79.0,11.0,12.0,13.0,48.0,77.0,15.0,40.0,47.0,57.31543624161074
2021-04-08,69.0,32.0,34.0,0.0,13.0,36.0,16.0,60.0,61.0,37.0,48.05369127516778
2021-04-09,50.0,78.0,34.0,12.0,38.0,36.0,30.0,29.0,39.0,59.0,54.36241610738255
2021-04-10,56.0,18.0,13.0,28.0,14.0,40.0,0.0,33.0,44.0,13.0,34.76510067114094
2021-04-11,18.0,17.0,25.0,40.0,42.0,13.0,0.0,16.0,85.0,38.0,39.46308724832215
2021-04-12,18.0,0.0,0.0,0.0,0.0,13.0,0.0,15.0,0.0,12.0,7.785234899328859
2021-04-13,36.0,17.0,12.0,13.0,13.0,13.0,32.0,0.0,20.0,0.0,20.93959731543624
2021-04-14,36.0,34.0,37.0,67.0,14.0,52.0,0.0,31.0,83.0,13.0,49.26174496644296
2021-04-15,93.0,17.0,25.0,41.0,28.0,13.0,67.0,16.0,43.0,0.0,46.040268456375834
2021-04-16,0.0,89.0,50.0,28.0,42.0,40.0,52.0,48.0,87.0,26.0,62.013422818791945
2021-04-17,78.0,18.0,39.0,100.0,15.0,41.0,53.0,67.0,45.0,40.0,66.57718120805369
2021-04-18,40.0,58.0,41.0,15.0,61.0,29.0,75.0,87.0,48.0,43.0,66.71140939597315
2021-04-19,55.0,85.0,36.0,54.0,53.0,52.0,100.0,47.0,64.0,51.0,80.13422818791946
2021-04-20,36.0,100.0,36.0,39.0,27.0,38.0,32.0,77.0,42.0,74.0,67.24832214765101
2021-04-21,18.0,33.0,48.0,65.0,41.0,38.0,82.0,31.0,63.0,75.0,66.30872483221476
2021-04-22,37.0,18.0,12.0,14.0,14.0,26.0,17.0,48.0,22.0,13.0,29.664429530201343
2021-04-23,57.0,0.0,26.0,28.0,29.0,41.0,35.0,0.0,22.0,27.0,35.57046979865772
2021-04-24,62.0,96.0,41.0,45.0,46.0,29.0,94.0,17.0,94.0,100.0,83.75838926174497
2021-04-25,19.0,0.0,26.0,43.0,29.0,0.0,18.0,33.0,45.0,54.0,35.83892617449664
2021-04-26,33.0,31.0,11.0,49.0,12.0,23.0,60.0,28.0,0.0,23.0,36.241610738255034
2021-04-27,16.0,47.0,23.0,24.0,25.0,36.0,46.0,14.0,20.0,35.0,38.38926174496644
2021-04-28,100.0,94.0,56.0,74.0,100.0,59.0,76.0,100.0,39.0,47.0,100.0
2021-04-29,17.0,16.0,12.0,25.0,13.0,0.0,31.0,15.0,20.0,0.0,20.0
2021-04-30,34.0,31.0,46.0,25.0,51.0,0.0,31.0,43.0,39.0,12.0,41.87919463087248
2021-05-01,71.0,33.0,48.0,39.0,80.0,100.0,82.0,45.0,81.0,38.0,82.81879194630872
2021-05-02,76.0,54.0,65.0,28.0,15.0,27.0,53.0,17.0,23.0,26.0,51.54362416107382
2021-05-03,72.0,51.0,25.0,53.0,27.0,39.0,66.0,77.0,21.0,51.0,64.69798657718121
2021-05-04,0.0,16.0,12.0,13.0,13.0,12.0,16.0,0.0,0.0,36.0,15.838926174496644
2021-05-05,35.0,16.0,35.0,13.0,39.0,38.0,48.0,30.0,82.0,0.0,45.100671140939596
2021-05-06,52.0,65.0,23.0,52.0,39.0,24.0,31.0,0.0,40.0,24.0,46.97986577181208
2021-05-07,55.0,34.0,24.0,14.0,28.0,26.0,17.0,31.0,43.0,0.0,36.51006711409396
2021-05-08,41.0,20.0,28.0,15.0,32.0,15.0,38.0,18.0,98.0,29.0,44.83221476510067
2021-05-09,0.0,17.0,24.0,13.0,14.0,13.0,17.0,31.0,42.0,13.0,24.697986577181204
2021-05-10,86.0,80.0,35.0,25.0,78.0,37.0,0.0,30.0,100.0,59.0,71.14093959731544
2021-05-11,67.0,16.0,11.0,24.0,0.0,35.0,15.0,29.0,38.0,11.0,33.02013422818792
2021-05-12,66.0,47.0,33.0,37.0,25.0,24.0,61.0,28.0,39.0,46.0,54.49664429530201
2021-05-13,18.0,50.0,24.0,40.0,27.0,25.0,32.0,46.0,42.0,37.0,45.77181208053691
2021-05-14,18.0,17.0,25.0,13.0,14.0,39.0,34.0,16.0,0.0,13.0,25.36912751677852
2021-05-15,53.0,0.0,36.0,13.0,40.0,26.0,33.0,31.0,41.0,25.0,40.0
2021-05-16,35.0,33.0,24.0,39.0,67.0,0.0,49.0,15.0,41.0,13.0,42.41610738255034
2021-05-17,34.0,48.0,35.0,38.0,13.0,25.0,32.0,15.0,80.0,36.0,47.785234899328856
2021-05-18,17.0,16.0,11.0,25.0,13.0,12.0,16.0,29.0,40.0,24.0,27.248322147651006
2021-05-19,35.0,33.0,23.0,26.0,26.0,38.0,16.0,15.0,0.0,12.0,30.06711409395973
2021-05-20,19.0,0.0,12.0,14.0,28.0,0.0,0.0,32.0,22.0,13.0,18.79194630872483
2021-05-21,17.0,0.0,23.0,12.0,13.0,0.0,0.0,15.0,0.0,12.0,12.348993288590602
2021-05-22,36.0,34.0,24.0,27.0,14.0,39.0,33.0,31.0,21.0,51.0,41.61073825503356
2021-05-23,19.0,18.0,13.0,57.0,44.0,28.0,18.0,0.0,68.0,13.0,37.31543624161074
2021-05-24,34.0,48.0,23.0,12.0,13.0,24.0,16.0,29.0,20.0,12.0,31.006711409395972
2021-05-25,70.0,49.0,59.0,38.0,52.0,37.0,79.0,75.0,81.0,60.0,80.53691275167785
2021-05-26,0.0,16.0,12.0,13.0,0.0,0.0,0.0,15.0,20.0,12.0,11.812080536912752
2021-05-27,36.0,34.0,36.0,39.0,27.0,0.0,49.0,15.0,62.0,25.0,43.355704697986575
2021-05-28,73.0,17.0,24.0,27.0,0.0,26.0,17.0,46.0,42.0,0.0,36.51006711409396
2021-05-29,57.0,18.0,26.0,28.0,57.0,27.0,88.0,33.0,22.0,26.0,51.275167785234906
2021-05-30,0.0,54.0,13.0,14.0,15.0,14.0,18.0,34.0,23.0,14.0,26.711409395973153
2021-05-31,17.0,64.0,11.0,12.0,38.0,36.0,46.0,44.0,39.0,24.0,44.42953020134228
