date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,100.0,100.0,0.0,0.0,87.0,100.0,0.0,55.0,0.0,0.0,82.77153558052434
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,44.0,89.0,0.0,47.0,0.0,43.0,0.0,49.0,0.0,0.0,50.936329588014985
2021-04-21,47.0,0.0,0.0,0.0,82.0,46.0,0.0,0.0,0.0,0.0,32.77153558052434
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,48.0,0.0,0.0,100.0,0.0,49.0,48.0,55.0,0.0,100.0,74.90636704119851
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,50.0,0.0,48.0,49.0,86.0,48.0,0.0,0.0,0.0,0.0,52.62172284644195
2021-04-26,0.0,0.0,39.0,0.0,0.0,0.0,41.0,47.0,0.0,42.0,31.647940074906362
2021-04-27,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,76.0,0.0,22.471910112359552
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,89.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.344569288389515
2021-05-02,0.0,0.0,0.0,0.0,81.0,0.0,47.0,0.0,0.0,48.0,32.95880149812734
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,42.0,0.0,0.0,0.0,0.0,47.0,0.0,45.0,25.0936329588015
2021-05-06,0.0,88.0,42.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,38.57677902621723
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,54.0,0.0,0.0,0.0,88.0,53.0,53.0,58.0,0.0,0.0,57.30337078651686
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,45.0,87.0,0.0,0.0,0.0,44.0,0.0,48.0,76.0,45.0,64.60674157303372
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,48.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,82.0,0.0,33.146067415730336
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,0.0,91.0,0.0,45.0,80.0,45.0,0.0,100.0,81.0,92.0,100.0
2021-05-17,0.0,89.0,0.0,0.0,75.0,0.0,85.0,48.0,0.0,87.0,71.91011235955057
2021-05-18,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,22.471910112359552
2021-05-19,45.0,0.0,86.0,0.0,76.0,44.0,91.0,0.0,0.0,45.0,72.47191011235957
2021-05-20,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,15.917602996254683
2021-05-21,48.0,0.0,45.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,26.217228464419478
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,52.0,99.0,95.0,0.0,0.0,0.0,100.0,56.0,0.0,0.0,75.2808988764045
2021-05-24,0.0,0.0,0.0,0.0,0.0,43.0,43.0,50.0,78.0,0.0,40.0749063670412
2021-05-25,46.0,0.0,43.0,0.0,0.0,0.0,45.0,50.0,82.0,0.0,49.81273408239701
2021-05-26,0.0,0.0,46.0,47.0,0.0,0.0,0.0,52.0,81.0,0.0,42.32209737827716
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.0,0.0,100.0,0.0,89.0,52.0,0.0,0.0,0.0,0.0,45.1310861423221
2021-05-29,0.0,0.0,0.0,60.0,100.0,0.0,0.0,65.0,100.0,0.0,60.86142322097378
2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
