date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.41025641025641024
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0256410256410255
2020-02-13,3.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,1.435897435897436
2020-02-14,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.8205128205128205
2020-02-15,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6153846153846154
2020-02-16,1.0,2.0,0.0,5.0,5.0,2.0,3.0,2.0,0.0,3.0,2.3589743589743586
2020-02-17,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.717948717948718
2020-02-18,1.0,2.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,3.0,2.1538461538461537
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.41025641025641024
2020-02-21,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.9230769230769231
2020-02-22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.6153846153846154
2020-02-23,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.9230769230769231
