date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,11.0,9.0,10.0,10.0,17.0,17.0,13.0,10.0,16.0,14.0,12.7
2021-04-19,22.0,30.0,28.0,26.0,31.0,32.0,25.0,28.0,36.0,23.0,28.1
2021-04-20,22.0,22.0,27.0,21.0,29.0,29.0,28.0,26.0,34.0,21.0,25.9
2021-04-21,11.0,19.0,21.0,17.0,19.0,18.0,19.0,15.0,18.0,12.0,16.9
2021-04-22,18.0,20.0,19.0,12.0,20.0,19.0,13.0,13.0,16.0,11.0,16.1
2021-04-23,17.0,16.0,17.0,20.0,17.0,12.0,15.0,17.0,21.0,10.0,16.2
2021-04-24,15.0,16.0,17.0,14.0,16.0,14.0,18.0,16.0,15.0,12.0,15.3
2021-04-25,10.0,12.0,9.0,10.0,11.0,15.0,11.0,12.0,12.0,11.0,11.3
2021-04-26,15.0,18.0,19.0,12.0,14.0,21.0,16.0,17.0,21.0,13.0,16.6
2021-04-27,16.0,22.0,18.0,21.0,18.0,20.0,19.0,19.0,25.0,13.0,19.1
2021-04-28,17.0,20.0,20.0,16.0,27.0,25.0,18.0,12.0,21.0,14.0,19.0
2021-04-29,22.0,27.0,21.0,19.0,21.0,22.0,22.0,16.0,30.0,20.0,22.0
2021-04-30,24.0,25.0,27.0,23.0,29.0,33.0,28.0,27.0,31.0,20.0,26.7
2021-05-01,18.0,23.0,19.0,21.0,23.0,25.0,21.0,19.0,27.0,21.0,21.7
2021-05-02,15.0,14.0,16.0,17.0,19.0,18.0,15.0,19.0,17.0,19.0,16.9
2021-05-03,22.0,28.0,26.0,25.0,26.0,23.0,26.0,26.0,27.0,27.0,25.6
2021-05-04,17.0,21.0,16.0,20.0,18.0,24.0,28.0,18.0,22.0,19.0,20.3
2021-05-05,19.0,24.0,18.0,16.0,24.0,17.0,14.0,19.0,25.0,14.0,19.0
2021-05-06,30.0,33.0,32.0,22.0,33.0,28.0,29.0,28.0,30.0,26.0,29.1
2021-05-07,25.0,25.0,22.0,21.0,28.0,30.0,21.0,23.0,26.0,23.0,24.4
2021-05-08,19.0,16.0,14.0,14.0,17.0,22.0,13.0,12.0,17.0,13.0,15.7
2021-05-09,18.0,21.0,13.0,21.0,21.0,24.0,19.0,15.0,16.0,12.0,18.0
2021-05-10,27.0,31.0,29.0,32.0,29.0,34.0,32.0,38.0,34.0,22.0,30.8
2021-05-11,30.0,37.0,33.0,23.0,39.0,38.0,34.0,29.0,40.0,31.0,33.4
2021-05-12,38.0,37.0,37.0,29.0,39.0,38.0,32.0,37.0,42.0,32.0,36.1
2021-05-13,21.0,27.0,27.0,23.0,28.0,21.0,21.0,21.0,26.0,24.0,23.9
2021-05-14,24.0,23.0,25.0,18.0,26.0,27.0,27.0,24.0,26.0,24.0,24.4
2021-05-15,23.0,20.0,21.0,17.0,17.0,17.0,21.0,19.0,23.0,20.0,19.8
2021-05-16,18.0,22.0,20.0,20.0,20.0,25.0,26.0,19.0,20.0,16.0,20.6
2021-05-17,25.0,24.0,32.0,28.0,35.0,34.0,30.0,20.0,32.0,23.0,28.3
2021-05-18,17.0,16.0,26.0,19.0,27.0,22.0,26.0,18.0,25.0,20.0,21.6
2021-05-19,14.0,21.0,20.0,20.0,19.0,21.0,26.0,15.0,16.0,14.0,18.6
2021-05-20,27.0,29.0,25.0,28.0,34.0,37.0,29.0,28.0,29.0,26.0,29.2
2021-05-21,21.0,16.0,14.0,21.0,25.0,17.0,21.0,17.0,19.0,20.0,19.1
2021-05-22,16.0,23.0,14.0,24.0,21.0,19.0,21.0,16.0,18.0,16.0,18.8
2021-05-23,14.0,12.0,15.0,13.0,19.0,12.0,13.0,9.0,13.0,10.0,13.0
2021-05-24,18.0,13.0,18.0,18.0,12.0,16.0,20.0,19.0,17.0,17.0,16.8
2021-05-25,29.0,24.0,33.0,30.0,36.0,26.0,28.0,22.0,37.0,24.0,28.9
2021-05-26,17.0,27.0,23.0,23.0,24.0,31.0,26.0,20.0,27.0,19.0,23.7
2021-05-27,23.0,31.0,30.0,22.0,33.0,28.0,28.0,30.0,37.0,23.0,28.5
2021-05-28,17.0,25.0,27.0,22.0,25.0,25.0,26.0,27.0,28.0,22.0,24.4
2021-05-29,12.0,9.0,17.0,13.0,18.0,19.0,18.0,20.0,18.0,16.0,16.0
2021-05-30,15.0,17.0,15.0,18.0,15.0,14.0,17.0,13.0,21.0,19.0,16.4
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
