date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,22.0,18.0,0.0,0.0,46.0,41.0,23.0,85.0,0.0,28.0,35.78231292517007
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,16.0,0.0,0.0,0.0,0.0,21.0,26.0,22.0,0.0,11.564625850340136
2020-02-05,21.0,16.0,35.0,54.0,0.0,39.0,0.0,80.0,23.0,0.0,36.46258503401361
2020-02-06,43.0,17.0,0.0,36.0,44.0,20.0,44.0,27.0,24.0,81.0,45.714285714285715
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,20.0,18.0,20.0,0.0,0.0,0.0,7.891156462585034
2020-02-11,41.0,32.0,0.0,17.0,21.0,19.0,21.0,25.0,0.0,0.0,23.94557823129252
2020-02-12,41.0,16.0,33.0,17.0,41.0,37.0,41.0,51.0,44.0,25.0,47.074829931972786
2020-02-13,0.0,0.0,34.0,17.0,0.0,37.0,20.0,51.0,0.0,0.0,21.632653061224488
2020-02-14,0.0,0.0,36.0,18.0,0.0,0.0,22.0,27.0,0.0,0.0,14.013605442176871
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,22.0,17.0,0.0,0.0,22.0,0.0,0.0,0.0,24.0,27.0,15.238095238095237
2020-02-17,20.0,16.0,66.0,51.0,60.0,0.0,20.0,25.0,65.0,74.0,54.013605442176875
2020-02-18,20.0,0.0,67.0,0.0,20.0,18.0,40.0,0.0,22.0,25.0,28.843537414965986
2020-02-19,21.0,16.0,68.0,17.0,21.0,0.0,0.0,0.0,22.0,25.0,25.85034013605442
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,45.0,0.0,0.0,18.0,0.0,0.0,0.0,28.0,0.0,27.0,16.05442176870748
2020-02-22,0.0,0.0,0.0,0.0,24.0,22.0,24.0,29.0,25.0,0.0,16.87074829931973
2020-02-23,23.0,17.0,0.0,0.0,0.0,20.0,22.0,28.0,0.0,0.0,14.965986394557824
2020-02-24,0.0,0.0,34.0,0.0,41.0,0.0,0.0,0.0,44.0,0.0,16.19047619047619
2020-02-25,0.0,0.0,34.0,17.0,0.0,19.0,0.0,0.0,0.0,25.0,12.92517006802721
2020-02-26,0.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.8979591836734695
2020-02-27,0.0,15.0,0.0,0.0,20.0,18.0,0.0,25.0,0.0,25.0,14.013605442176871
2020-02-28,22.0,33.0,35.0,0.0,0.0,39.0,0.0,0.0,0.0,27.0,21.224489795918366
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,34.0,37.0,0.0,22.0,20.0,0.0,0.0,24.0,0.0,18.639455782312925
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,20.0,31.0,100.0,0.0,20.0,36.0,0.0,50.0,66.0,25.0,47.346938775510196
2020-03-04,0.0,31.0,66.0,17.0,60.0,0.0,20.0,0.0,22.0,25.0,32.7891156462585
