date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,13.0,19.0,0.0,19.0,0.0,16.0,20.0,37.0,22.0,0.0,18.622448979591834
2020-02-02,96.0,97.0,46.0,58.0,69.0,82.0,80.0,75.0,68.0,94.0,97.5765306122449
2020-02-03,46.0,100.0,39.0,100.0,15.0,28.0,86.0,63.0,38.0,32.0,69.7704081632653
2020-02-04,13.0,0.0,21.0,18.0,16.0,31.0,0.0,17.0,0.0,18.0,17.091836734693878
2020-02-05,38.0,36.0,21.0,0.0,0.0,46.0,54.0,52.0,21.0,34.0,38.5204081632653
2020-02-06,0.0,56.0,22.0,19.0,49.0,48.0,38.0,36.0,43.0,71.0,48.72448979591837
2020-02-07,0.0,39.0,45.0,19.0,34.0,16.0,20.0,56.0,22.0,37.0,36.73469387755102
2020-02-08,0.0,20.0,47.0,39.0,17.0,34.0,20.0,19.0,46.0,19.0,33.29081632653061
2020-02-09,55.0,39.0,69.0,58.0,17.0,33.0,60.0,38.0,22.0,75.0,59.438775510204074
2020-02-10,0.0,18.0,22.0,55.0,49.0,15.0,19.0,71.0,21.0,0.0,34.43877551020408
2020-02-11,13.0,36.0,21.0,0.0,47.0,0.0,0.0,35.0,42.0,34.0,29.081632653061224
2020-02-12,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,4.336734693877551
2020-02-13,13.0,37.0,66.0,18.0,49.0,47.0,76.0,53.0,0.0,54.0,52.67857142857142
2020-02-14,27.0,0.0,22.0,0.0,34.0,16.0,58.0,18.0,22.0,36.0,29.719387755102037
2020-02-15,44.0,42.0,24.0,0.0,18.0,0.0,43.0,20.0,48.0,20.0,33.035714285714285
2020-02-16,39.0,37.0,87.0,55.0,82.0,79.0,77.0,18.0,43.0,71.0,75.0
2020-02-17,12.0,52.0,41.0,17.0,46.0,44.0,36.0,67.0,0.0,17.0,42.3469387755102
2020-02-18,24.0,35.0,0.0,52.0,0.0,30.0,18.0,68.0,20.0,17.0,33.6734693877551
2020-02-19,0.0,18.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,6.25
2020-02-20,0.0,0.0,22.0,18.0,16.0,16.0,0.0,18.0,0.0,0.0,11.479591836734693
2020-02-21,26.0,37.0,0.0,37.0,16.0,0.0,0.0,36.0,22.0,0.0,22.193877551020403
2020-02-22,27.0,0.0,0.0,19.0,35.0,50.0,40.0,38.0,45.0,38.0,37.24489795918367
