date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,47.0,40.0,28.0,62.0,13.0,29.0,33.0,46.0,59.0,36.0,44.507361268403166
2020-02-02,52.0,26.0,20.0,43.0,25.0,42.0,55.0,45.0,24.0,41.0,42.24235560588901
2020-02-03,44.0,22.0,11.0,50.0,32.0,53.0,40.0,31.0,40.0,29.0,39.86409966024916
2020-02-04,28.0,53.0,25.0,47.0,23.0,45.0,51.0,55.0,60.0,44.0,48.81087202718007
2020-02-05,56.0,43.0,44.0,48.0,47.0,33.0,45.0,50.0,75.0,45.0,55.039637599094
2020-02-06,36.0,19.0,45.0,65.0,36.0,47.0,61.0,50.0,38.0,7.0,45.75311438278596
2020-02-07,44.0,44.0,79.0,67.0,56.0,69.0,71.0,37.0,94.0,60.0,70.32842582106456
2020-02-08,55.0,27.0,92.0,45.0,33.0,82.0,85.0,47.0,51.0,65.0,65.91166477916195
2020-02-09,21.0,43.0,26.0,57.0,42.0,20.0,46.0,35.0,46.0,46.0,43.261608154020394
2020-02-10,46.0,28.0,53.0,37.0,50.0,43.0,42.0,39.0,56.0,42.0,49.37712344280861
2020-02-11,74.0,52.0,55.0,61.0,28.0,51.0,58.0,67.0,58.0,74.0,65.45866364665912
2020-02-12,54.0,34.0,42.0,39.0,40.0,38.0,58.0,61.0,22.0,37.0,48.131370328425824
2020-02-13,74.0,46.0,49.0,69.0,74.0,38.0,81.0,54.0,57.0,56.0,67.72366930917327
2020-02-14,72.0,75.0,46.0,50.0,18.0,61.0,46.0,36.0,78.0,67.0,62.17440543601359
2020-02-15,24.0,20.0,21.0,0.0,13.0,22.0,34.0,24.0,25.0,22.0,23.2163080407701
2020-02-16,14.0,25.0,13.0,24.0,18.0,27.0,54.0,21.0,23.0,26.0,27.746319365798417
2020-02-17,26.0,34.0,36.0,53.0,17.0,43.0,43.0,52.0,70.0,42.0,47.112117780294454
2020-02-18,54.0,75.0,66.0,100.0,74.0,56.0,86.0,73.0,28.0,49.0,74.85843714609285
2020-02-19,62.0,52.0,36.0,86.0,63.0,76.0,72.0,55.0,73.0,82.0,74.40543601359003
2020-02-20,27.0,18.0,25.0,47.0,23.0,38.0,44.0,27.0,37.0,37.0,36.57984144960362
2020-02-21,15.0,31.0,19.0,49.0,31.0,48.0,23.0,22.0,47.0,33.0,36.013590033975085
2020-02-22,8.0,13.0,28.0,36.0,26.0,29.0,42.0,46.0,17.0,14.0,29.331823329558325
2020-02-23,38.0,25.0,54.0,85.0,50.0,42.0,48.0,15.0,55.0,68.0,54.36013590033975
2020-02-24,27.0,35.0,36.0,38.0,28.0,19.0,21.0,47.0,43.0,37.0,37.48584371460929
2020-02-25,61.0,52.0,67.0,61.0,69.0,76.0,36.0,74.0,87.0,49.0,71.57417893544734
2020-02-26,33.0,29.0,47.0,30.0,39.0,38.0,50.0,53.0,43.0,48.0,46.4326160815402
2020-02-27,60.0,45.0,47.0,52.0,50.0,62.0,56.0,53.0,35.0,36.0,56.17214043035108
2020-02-28,21.0,49.0,25.0,24.0,36.0,60.0,85.0,64.0,46.0,33.0,50.16987542468856
2020-02-29,46.0,26.0,48.0,34.0,39.0,57.0,57.0,70.0,41.0,42.0,52.09513023782559
2020-03-01,22.0,19.0,7.0,17.0,6.0,21.0,8.0,14.0,16.0,7.0,15.515288788221971
2020-03-02,38.0,22.0,28.0,51.0,27.0,54.0,55.0,51.0,34.0,24.0,43.4881087202718
2020-03-03,20.0,86.0,54.0,68.0,73.0,62.0,64.0,79.0,72.0,67.0,73.04643261608155
2020-03-04,59.0,51.0,77.0,61.0,33.0,56.0,57.0,53.0,78.0,61.0,66.36466591166479
2020-03-05,53.0,52.0,66.0,99.0,68.0,57.0,50.0,47.0,71.0,37.0,67.95016987542469
2020-03-06,34.0,18.0,49.0,70.0,23.0,45.0,66.0,34.0,37.0,51.0,48.35787089467724
2020-03-07,31.0,20.0,35.0,45.0,27.0,37.0,33.0,8.0,25.0,22.0,32.049830124575315
2020-03-08,43.0,37.0,13.0,25.0,48.0,47.0,54.0,58.0,70.0,60.0,51.52887882219706
2020-03-09,39.0,33.0,57.0,59.0,27.0,36.0,55.0,44.0,55.0,35.0,49.83012457531144
2020-03-10,26.0,28.0,23.0,36.0,22.0,36.0,48.0,32.0,61.0,18.0,37.37259343148358
2020-03-11,70.0,60.0,74.0,94.0,37.0,77.0,74.0,51.0,68.0,35.0,72.480181200453
2020-03-12,63.0,43.0,61.0,50.0,32.0,52.0,67.0,50.0,60.0,57.0,60.58890147225368
2020-03-13,83.0,42.0,44.0,64.0,52.0,46.0,73.0,28.0,82.0,38.0,62.51415628539072
2020-03-14,23.0,52.0,74.0,52.0,38.0,21.0,73.0,45.0,82.0,70.0,60.022650056625146
2020-03-15,68.0,52.0,81.0,86.0,69.0,35.0,40.0,82.0,80.0,48.0,72.5934314835787
2020-03-16,57.0,60.0,34.0,58.0,43.0,35.0,67.0,63.0,67.0,46.0,60.022650056625146
2020-03-17,64.0,60.0,40.0,73.0,38.0,36.0,68.0,38.0,61.0,64.0,61.381653454133634
2020-03-18,47.0,63.0,84.0,76.0,62.0,69.0,85.0,53.0,100.0,79.0,81.31370328425821
2020-03-19,53.0,34.0,41.0,60.0,45.0,43.0,56.0,53.0,28.0,43.0,51.642129105322766
2020-03-20,50.0,59.0,62.0,64.0,32.0,47.0,74.0,44.0,66.0,46.0,61.60815402038505
2020-03-21,15.0,25.0,13.0,25.0,12.0,0.0,8.0,15.0,8.0,20.0,15.968289920724802
2020-03-22,15.0,38.0,47.0,43.0,50.0,49.0,55.0,37.0,39.0,20.0,44.507361268403166
2020-03-23,54.0,47.0,43.0,20.0,55.0,39.0,51.0,66.0,45.0,55.0,53.793884484711214
2020-03-24,26.0,39.0,35.0,37.0,33.0,31.0,21.0,20.0,28.0,24.0,33.2955832389581
2020-03-25,20.0,29.0,47.0,8.0,17.0,38.0,50.0,40.0,35.0,37.0,36.35334088335221
2020-03-26,52.0,56.0,47.0,82.0,44.0,24.0,62.0,58.0,62.0,66.0,62.62740656851642
2020-03-27,55.0,47.0,55.0,49.0,46.0,40.0,58.0,30.0,90.0,55.0,59.4563986409966
2020-03-28,58.0,100.0,39.0,89.0,55.0,60.0,100.0,65.0,70.0,73.0,80.29445073612685
2020-03-29,48.0,36.0,18.0,47.0,40.0,39.0,36.0,54.0,59.0,44.0,47.67836919592299
2020-03-30,43.0,52.0,38.0,41.0,41.0,51.0,65.0,48.0,52.0,17.0,50.736126840317105
2020-03-31,43.0,53.0,44.0,49.0,66.0,80.0,59.0,48.0,78.0,51.0,64.66591166477916
2020-04-01,62.0,76.0,50.0,79.0,58.0,65.0,60.0,99.0,47.0,57.0,73.9524348810872
2020-04-02,43.0,63.0,54.0,76.0,36.0,46.0,39.0,49.0,26.0,34.0,52.774631936579844
2020-04-03,100.0,54.0,100.0,78.0,100.0,100.0,93.0,100.0,67.0,91.0,100.0
2020-04-04,53.0,64.0,47.0,95.0,63.0,63.0,48.0,83.0,32.0,42.0,66.8176670441676
2020-04-05,39.0,53.0,42.0,80.0,45.0,36.0,66.0,86.0,84.0,43.0,65.00566251415628
2020-04-06,50.0,38.0,34.0,28.0,31.0,41.0,53.0,49.0,53.0,23.0,45.300113250283125
2020-04-07,85.0,74.0,47.0,74.0,50.0,55.0,96.0,59.0,49.0,72.0,74.85843714609285
2020-04-08,66.0,45.0,54.0,83.0,55.0,38.0,63.0,60.0,92.0,48.0,68.40317100792753
2020-04-09,60.0,17.0,36.0,38.0,28.0,31.0,28.0,53.0,28.0,36.0,40.20385050962628
2020-04-10,14.0,23.0,36.0,39.0,29.0,38.0,58.0,47.0,29.0,31.0,38.95809739524349
2020-04-11,31.0,13.0,34.0,43.0,25.0,14.0,8.0,30.0,40.0,35.0,30.917327293318234
2020-04-12,51.0,12.0,45.0,33.0,30.0,27.0,47.0,29.0,31.0,40.0,39.0713476783692
2020-04-13,39.0,28.0,35.0,37.0,17.0,25.0,43.0,39.0,35.0,42.0,38.50509626274066
2020-04-14,49.0,58.0,66.0,63.0,36.0,63.0,66.0,49.0,53.0,39.0,61.381653454133634
2020-04-15,57.0,11.0,40.0,22.0,48.0,24.0,41.0,32.0,41.0,35.0,39.750849377123444
2020-04-16,46.0,45.0,47.0,67.0,28.0,56.0,64.0,33.0,49.0,30.0,52.661381653454136
2020-04-17,59.0,62.0,41.0,45.0,27.0,18.0,42.0,33.0,35.0,55.0,47.22536806342016
2020-04-18,39.0,50.0,29.0,60.0,39.0,25.0,56.0,33.0,35.0,48.0,46.88561721404304
2020-04-19,27.0,18.0,24.0,70.0,57.0,57.0,29.0,34.0,58.0,38.0,46.65911664779162
2020-04-20,42.0,61.0,59.0,41.0,56.0,56.0,64.0,42.0,65.0,33.0,58.77689694224236
2020-04-21,55.0,58.0,60.0,42.0,41.0,17.0,59.0,55.0,59.0,45.0,55.605889014722536
2020-04-22,50.0,38.0,23.0,29.0,26.0,29.0,40.0,82.0,47.0,29.0,44.507361268403166
2020-04-23,43.0,48.0,39.0,70.0,41.0,46.0,73.0,55.0,59.0,45.0,58.77689694224236
2020-04-24,43.0,11.0,28.0,42.0,41.0,11.0,39.0,37.0,13.0,23.0,32.61608154020385
2020-04-25,29.0,25.0,26.0,33.0,24.0,20.0,45.0,29.0,38.0,26.0,33.4088335220838
2020-04-26,51.0,25.0,26.0,58.0,25.0,14.0,39.0,36.0,24.0,40.0,38.27859569648924
2020-04-27,68.0,27.0,61.0,63.0,67.0,23.0,52.0,61.0,72.0,84.0,65.45866364665912
2020-04-28,75.0,40.0,84.0,72.0,49.0,54.0,88.0,64.0,68.0,59.0,73.9524348810872
2020-04-29,24.0,15.0,37.0,53.0,55.0,44.0,69.0,41.0,57.0,49.0,50.28312570781427
