date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,0.0,0.0,0.0,0.0,18.0,18.0,49.0,32.0,48.0,0.0,24.81203007518797
2021-02-27,20.0,0.0,67.0,18.0,100.0,59.0,54.0,0.0,53.0,65.0,65.56390977443608
2021-02-28,100.0,100.0,65.0,49.0,0.0,19.0,100.0,32.0,100.0,100.0,100.0
2021-03-01,0.0,19.0,41.0,30.0,0.0,52.0,48.0,32.0,0.0,29.0,37.744360902255636
2021-03-02,79.0,77.0,63.0,32.0,0.0,18.0,49.0,32.0,75.0,30.0,68.42105263157895
2021-03-03,19.0,0.0,20.0,44.0,0.0,0.0,0.0,30.0,48.0,0.0,24.210526315789476
2021-03-04,39.0,18.0,43.0,17.0,36.0,54.0,25.0,0.0,73.0,92.0,59.69924812030076
2021-03-05,19.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,24.0,0.0,9.172932330827068
2021-03-06,37.0,38.0,62.0,34.0,19.0,19.0,49.0,100.0,0.0,30.0,58.345864661654126
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.9097744360902253
2021-03-08,35.0,68.0,38.0,44.0,16.0,48.0,0.0,28.0,89.0,54.0,63.1578947368421
2021-03-09,0.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.112781954887218
2021-03-10,18.0,19.0,20.0,15.0,0.0,33.0,0.0,31.0,24.0,0.0,24.06015037593985
2021-03-11,18.0,19.0,21.0,31.0,36.0,17.0,48.0,94.0,25.0,29.0,50.827067669172926
2021-03-12,19.0,18.0,19.0,30.0,35.0,33.0,24.0,91.0,45.0,58.0,55.93984962406016
2021-03-13,0.0,21.0,22.0,35.0,57.0,82.0,55.0,35.0,27.0,0.0,50.225563909774436
2021-03-14,34.0,18.0,57.0,15.0,17.0,0.0,24.0,29.0,24.0,29.0,37.142857142857146
2021-03-15,0.0,0.0,16.0,12.0,14.0,13.0,20.0,25.0,0.0,0.0,15.037593984962406
2021-03-16,33.0,33.0,54.0,14.0,16.0,0.0,20.0,51.0,21.0,0.0,36.390977443609025
2021-03-17,37.0,38.0,0.0,15.0,18.0,35.0,51.0,31.0,47.0,30.0,45.41353383458647
2021-03-18,52.0,0.0,19.0,43.0,49.0,0.0,46.0,86.0,22.0,29.0,52.03007518796993
2021-03-19,18.0,0.0,0.0,29.0,18.0,0.0,23.0,30.0,24.0,58.0,30.075187969924812
2021-03-20,40.0,40.0,43.0,0.0,18.0,56.0,52.0,67.0,50.0,31.0,59.69924812030076
2021-03-21,19.0,20.0,0.0,0.0,0.0,18.0,0.0,32.0,0.0,0.0,13.38345864661654
2021-03-22,18.0,18.0,19.0,14.0,0.0,0.0,46.0,32.0,0.0,57.0,30.676691729323306
2021-03-23,17.0,0.0,20.0,0.0,0.0,16.0,23.0,0.0,0.0,27.0,15.488721804511279
2021-03-24,54.0,36.0,81.0,45.0,70.0,87.0,23.0,31.0,49.0,30.0,76.09022556390977
2021-03-25,19.0,19.0,21.0,0.0,35.0,18.0,25.0,33.0,0.0,30.0,30.075187969924812
2021-03-26,20.0,20.0,0.0,17.0,0.0,19.0,0.0,69.0,26.0,30.0,30.22556390977444
2021-03-27,20.0,22.0,0.0,18.0,0.0,40.0,29.0,0.0,54.0,35.0,32.78195488721804
2021-03-28,44.0,43.0,45.0,0.0,0.0,19.0,27.0,67.0,0.0,99.0,51.72932330827068
2021-03-29,0.0,18.0,0.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,10.075187969924812
2021-03-30,19.0,20.0,21.0,17.0,19.0,58.0,53.0,0.0,51.0,32.0,43.609022556390975
2021-03-31,18.0,18.0,61.0,100.0,50.0,100.0,97.0,59.0,47.0,56.0,91.12781954887218
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,0.0,0.0,8.721804511278195
2021-04-02,0.0,0.0,0.0,0.0,40.0,39.0,56.0,69.0,26.0,32.0,39.3984962406015
2021-04-03,22.0,21.0,24.0,37.0,21.0,40.0,28.0,75.0,82.0,35.0,57.89473684210526
2021-04-04,22.0,23.0,24.0,17.0,41.0,0.0,27.0,0.0,55.0,68.0,41.65413533834587
2021-04-05,0.0,0.0,0.0,18.0,0.0,0.0,27.0,34.0,26.0,34.0,20.902255639097746
2021-04-06,46.0,48.0,69.0,28.0,29.0,15.0,62.0,54.0,85.0,50.0,73.0827067669173
2021-04-07,16.0,0.0,36.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10.977443609022556
2021-04-08,33.0,16.0,54.0,14.0,0.0,33.0,44.0,29.0,21.0,56.0,45.11278195488722
2021-04-09,0.0,0.0,19.0,14.0,16.0,0.0,22.0,28.0,43.0,27.0,25.413533834586463
2021-04-10,17.0,33.0,19.0,13.0,32.0,0.0,0.0,30.0,21.0,27.0,28.872180451127818
2021-04-11,19.0,37.0,0.0,31.0,18.0,36.0,25.0,0.0,47.0,59.0,40.902255639097746
2021-04-12,0.0,0.0,0.0,13.0,16.0,0.0,21.0,28.0,21.0,0.0,14.887218045112782
2021-04-13,34.0,18.0,19.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,13.98496240601504
2021-04-14,18.0,0.0,20.0,0.0,18.0,0.0,0.0,31.0,0.0,0.0,13.082706766917292
2021-04-15,0.0,37.0,20.0,15.0,33.0,0.0,23.0,61.0,22.0,29.0,36.090225563909776
2021-04-16,0.0,0.0,20.0,30.0,17.0,17.0,0.0,0.0,45.0,57.0,27.96992481203008
2021-04-17,19.0,0.0,22.0,48.0,19.0,19.0,27.0,63.0,25.0,96.0,50.827067669172926
2021-04-18,0.0,0.0,21.0,15.0,19.0,18.0,0.0,98.0,50.0,0.0,33.233082706766915
2021-04-19,17.0,16.0,19.0,0.0,0.0,0.0,23.0,27.0,0.0,27.0,19.398496240601503
2021-04-20,55.0,36.0,100.0,45.0,18.0,54.0,92.0,59.0,24.0,0.0,72.63157894736842
2021-04-21,0.0,16.0,0.0,0.0,17.0,16.0,22.0,28.0,21.0,0.0,18.045112781954888
2021-04-22,50.0,33.0,18.0,29.0,49.0,30.0,0.0,28.0,22.0,26.0,42.857142857142854
2021-04-23,0.0,19.0,62.0,32.0,37.0,18.0,75.0,32.0,0.0,31.0,46.015037593984964
2021-04-24,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,26.0,0.0,9.473684210526315
2021-04-25,20.0,60.0,22.0,17.0,0.0,55.0,25.0,35.0,51.0,65.0,52.63157894736842
2021-04-26,0.0,18.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,0.0,10.37593984962406
2021-04-27,16.0,16.0,35.0,13.0,0.0,14.0,0.0,0.0,0.0,52.0,21.954887218045112
2021-04-28,31.0,47.0,34.0,51.0,29.0,15.0,40.0,51.0,20.0,24.0,51.42857142857144
2021-04-29,17.0,0.0,0.0,0.0,0.0,16.0,0.0,28.0,20.0,0.0,12.180451127819548
2021-04-30,33.0,17.0,18.0,14.0,16.0,31.0,0.0,28.0,43.0,79.0,41.954887218045116
2021-05-01,0.0,17.0,17.0,14.0,31.0,15.0,64.0,80.0,62.0,50.0,52.63157894736842
2021-05-02,56.0,53.0,80.0,67.0,18.0,88.0,47.0,0.0,77.0,30.0,77.59398496240601
2021-05-03,34.0,68.0,37.0,27.0,16.0,31.0,84.0,55.0,0.0,28.0,57.142857142857146
2021-05-04,0.0,32.0,57.0,14.0,15.0,15.0,43.0,52.0,21.0,0.0,37.443609022556394
2021-05-05,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,23.0,0.0,5.864661654135339
2021-05-06,0.0,19.0,20.0,15.0,0.0,53.0,24.0,0.0,0.0,30.0,24.210526315789476
2021-05-07,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,24.0,0.0,6.1654135338345855
2021-05-08,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,31.0,7.36842105263158
2021-05-09,0.0,0.0,0.0,0.0,18.0,0.0,0.0,31.0,0.0,0.0,7.36842105263158
2021-05-10,0.0,17.0,0.0,14.0,16.0,15.0,21.0,0.0,21.0,0.0,15.639097744360901
2021-05-11,28.0,29.0,46.0,12.0,41.0,28.0,37.0,48.0,37.0,23.0,49.473684210526315
2021-05-12,0.0,34.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,26.0,14.73684210526316
2021-05-13,0.0,0.0,0.0,14.0,0.0,16.0,23.0,28.0,22.0,0.0,15.488721804511279
2021-05-14,0.0,0.0,0.0,12.0,0.0,14.0,19.0,25.0,0.0,24.0,14.135338345864662
2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,34.0,17.0,0.0,14.0,0.0,16.0,45.0,30.0,0.0,27.0,27.518796992481203
2021-05-17,0.0,0.0,18.0,25.0,15.0,0.0,0.0,0.0,21.0,26.0,15.789473684210526
2021-05-18,0.0,34.0,0.0,13.0,15.0,15.0,22.0,27.0,21.0,27.0,26.165413533834585
2021-05-19,17.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425
2021-05-20,18.0,18.0,19.0,0.0,0.0,0.0,23.0,29.0,0.0,0.0,16.090225563909776
2021-05-21,17.0,18.0,0.0,0.0,17.0,17.0,22.0,85.0,23.0,58.0,38.64661654135338
2021-05-22,19.0,0.0,21.0,15.0,17.0,0.0,24.0,0.0,71.0,29.0,29.47368421052632
2021-05-23,36.0,52.0,38.0,29.0,53.0,53.0,47.0,62.0,48.0,57.0,71.42857142857143
2021-05-24,29.0,30.0,33.0,24.0,14.0,14.0,19.0,48.0,0.0,0.0,31.729323308270676
2021-05-25,17.0,51.0,57.0,0.0,16.0,46.0,66.0,84.0,21.0,0.0,53.834586466165405
2021-05-26,0.0,18.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,9.172932330827068
2021-05-27,0.0,17.0,19.0,0.0,17.0,16.0,0.0,28.0,0.0,27.0,18.646616541353385
2021-05-28,0.0,38.0,0.0,0.0,16.0,0.0,24.0,0.0,24.0,27.0,19.398496240601503
2021-05-29,39.0,0.0,41.0,31.0,0.0,37.0,25.0,32.0,23.0,31.0,38.94736842105263
2021-05-30,19.0,0.0,0.0,32.0,18.0,0.0,0.0,30.0,25.0,0.0,18.646616541353385
2021-05-31,0.0,16.0,0.0,13.0,15.0,16.0,0.0,0.0,0.0,0.0,9.022556390977444
