date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-12-22,72.0,92.3076923076923,100.0,100.0,100.0,100.0,95.0,100.0,98.50746268656717,100.0,100.0
2020-12-23,36.0,45.05494505494506,28.0,25.0,33.0,43.0,31.0,24.0,47.76119402985075,11.0,33.80779030237171
2020-12-24,26.0,0.0,16.0,43.0,0.0,16.0,18.0,42.0,0.0,25.0,19.419195763415832
2020-12-25,28.0,52.747252747252745,16.0,15.0,0.0,34.0,18.0,14.0,37.3134328358209,13.0,23.81051128643297
2020-12-26,13.0,65.93406593406593,15.0,80.0,48.0,61.0,33.0,65.0,68.65671641791045,71.0,54.35190492001523
2020-12-27,47.0,29.67032967032967,41.0,37.0,54.0,57.0,15.0,48.0,80.59701492537313,43.0,47.21864571023763
2020-12-28,22.0,29.67032967032967,40.0,48.0,21.0,13.0,30.0,35.0,0.0,10.0,25.962246303340233
2020-12-29,22.0,14.285714285714286,77.0,45.0,40.0,39.0,87.0,11.0,0.0,30.0,38.13739137254552
2020-12-30,0.0,0.0,0.0,12.0,11.0,14.0,0.0,0.0,14.925373134328359,0.0,5.421231107440512
2020-12-31,12.0,62.637362637362635,28.0,13.0,80.0,57.0,63.0,99.0,100.0,22.0,56.027236553860845
2021-01-01,63.0,48.35164835164835,30.0,26.0,35.0,44.0,33.0,26.0,68.65671641791045,46.0,43.85067020286144
2021-01-02,23.0,14.285714285714286,41.0,25.0,11.0,28.0,30.0,0.0,16.417910447761194,33.0,23.14680693633462
2021-01-03,57.0,58.24175824175824,27.0,61.0,65.0,41.0,45.0,82.0,46.26865671641791,53.0,55.909578394735846
2021-01-04,21.0,26.373626373626372,24.0,22.0,10.0,24.0,27.0,21.0,28.35820895522388,19.0,23.254156521483015
2021-01-05,83.0,78.02197802197803,49.0,33.0,29.0,50.0,41.0,32.0,98.50746268656717,29.0,54.55430914659906
2021-01-06,10.0,13.186813186813186,24.0,22.0,0.0,24.0,27.0,10.0,13.432835820895523,0.0,14.994505804052503
2021-01-07,21.0,13.186813186813186,24.0,11.0,19.0,37.0,68.0,65.0,13.432835820895523,19.0,30.341934713848886
2021-01-08,34.0,14.285714285714286,68.0,48.0,41.0,27.0,77.0,12.0,92.53731343283582,10.0,44.24893733500074
2021-01-09,36.0,31.86813186813187,29.0,13.0,0.0,44.0,32.0,12.0,49.25373134328358,23.0,28.20187818108123
2021-01-10,24.0,0.0,44.0,13.0,23.0,30.0,80.0,26.0,16.417910447761194,12.0,28.023978222538137
2021-01-11,90.0,72.52747252747253,53.0,59.0,21.0,66.0,59.0,46.0,59.701492537313435,41.0,59.22113072727331
2021-01-12,45.0,41.75824175824176,95.0,59.0,52.0,68.0,74.0,35.0,46.26865671641791,10.0,54.91945870054774
2021-01-13,100.0,14.285714285714286,53.0,47.0,20.0,66.0,29.0,46.0,46.26865671641791,41.0,48.29265527803268
2021-01-14,45.0,29.67032967032967,40.0,49.0,21.0,83.0,44.0,47.0,76.11940298507463,41.0,49.67448365945472
2021-01-15,37.0,31.86813186813187,60.0,39.0,69.0,74.0,65.0,38.0,50.74626865671642,46.0,53.31032797532928
2021-01-16,13.0,0.0,31.0,27.0,0.0,15.0,17.0,13.0,34.32835820895522,35.0,19.349073486947066
2021-01-17,37.0,30.76923076923077,85.0,39.0,23.0,88.0,31.0,50.0,49.25373134328358,11.0,46.3578969070682
2021-01-18,45.0,14.285714285714286,40.0,24.0,31.0,27.0,29.0,23.0,14.925373134328359,0.0,25.914299447635095
2021-01-19,35.0,42.857142857142854,42.0,24.0,10.0,27.0,45.0,47.0,77.61194029850746,32.0,39.9314085981384
2021-01-20,11.0,27.47252747252747,39.0,23.0,40.0,26.0,14.0,22.0,43.28358208955224,30.0,28.790117605075103
2021-01-21,11.0,29.67032967032967,0.0,0.0,0.0,28.0,15.0,0.0,31.34328358208955,21.0,14.200403130313216
2021-01-22,12.0,43.956043956043956,28.0,24.0,21.0,56.0,46.0,0.0,16.417910447761194,0.0,25.826899179235454
2021-01-23,12.0,30.76923076923077,58.0,26.0,11.0,0.0,49.0,26.0,16.417910447761194,45.0,28.626310597333912
2021-01-24,24.0,30.76923076923077,56.0,39.0,22.0,29.0,48.0,50.0,49.25373134328358,0.0,36.335086190466484
2021-01-25,33.0,14.285714285714286,13.0,23.0,31.0,27.0,44.0,11.0,29.850746268656717,41.0,27.890189371243764
2021-01-26,11.0,14.285714285714286,39.0,12.0,30.0,27.0,29.0,23.0,14.925373134328359,71.0,28.31559784848759
2021-01-27,11.0,28.571428571428573,40.0,23.0,20.0,13.0,0.0,11.0,29.850746268656717,0.0,18.41922983993113
2021-01-28,33.0,57.142857142857146,54.0,12.0,41.0,27.0,29.0,35.0,89.55223880597015,41.0,43.71355931942178
2021-01-29,34.0,28.571428571428573,27.0,59.0,21.0,27.0,15.0,23.0,44.776119402985074,52.0,34.5941016120589
2021-01-30,0.0,29.67032967032967,28.0,0.0,0.0,56.0,31.0,36.0,64.17910447761194,32.0,28.904265369407405
2021-01-31,34.0,28.571428571428573,0.0,0.0,11.0,55.0,30.0,36.0,31.34328358208955,0.0,23.58646247927368
2021-02-01,11.0,40.65934065934066,25.0,45.0,20.0,26.0,100.0,11.0,56.71641791044776,59.0,41.174516451679246
2021-02-02,33.0,100.0,13.0,47.0,10.0,53.0,29.0,23.0,29.850746268656717,10.0,36.31710611957706
2021-02-03,32.0,0.0,26.0,34.0,10.0,0.0,28.0,33.0,28.35820895522388,20.0,22.0667012683142
2021-02-04,33.0,58.24175824175824,13.0,61.0,42.0,41.0,44.0,23.0,14.925373134328359,21.0,36.6633509132763
2021-02-05,23.0,85.71428571428571,13.0,12.0,0.0,67.0,43.0,34.0,61.19402985074627,21.0,37.57596793999246
2021-02-06,12.0,43.956043956043956,41.0,24.0,75.0,84.0,46.0,24.0,31.34328358208955,43.0,44.29866507391779
2021-02-07,11.0,14.285714285714286,27.0,25.0,31.0,27.0,59.0,23.0,31.34328358208955,10.0,27.001973869306113
2021-02-08,0.0,27.47252747252747,25.0,11.0,10.0,13.0,14.0,11.0,14.925373134328359,0.0,13.196481591232848
2021-02-09,11.0,0.0,53.0,24.0,52.0,40.0,29.0,23.0,29.850746268656717,31.0,30.574870813190657
2021-02-10,33.0,41.75824175824176,13.0,11.0,20.0,13.0,43.0,55.0,43.28358208955224,20.0,30.5948201299394
2021-02-11,0.0,0.0,14.0,12.0,11.0,0.0,0.0,24.0,16.417910447761194,11.0,9.231208128909916
2021-02-12,12.0,15.384615384615385,14.0,0.0,22.0,28.0,15.0,24.0,32.83582089552239,11.0,18.18935891457908
