date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,25.0,34.0,22.0,29.0,18.0,44.0,16.0,8.0,33.0,34.0,32.7930174563591
2021-04-19,38.0,30.0,26.0,17.0,33.0,40.0,22.0,30.0,51.0,30.0,39.52618453865337
2021-04-20,30.0,23.0,39.0,35.0,33.0,20.0,29.0,23.0,29.0,46.0,38.27930174563591
2021-04-21,22.0,15.0,33.0,44.0,65.0,39.0,7.0,15.0,22.0,30.0,36.408977556109726
2021-04-22,62.0,46.0,60.0,62.0,42.0,81.0,45.0,61.0,22.0,93.0,71.57107231920199
2021-04-23,40.0,0.0,34.0,18.0,43.0,41.0,30.0,24.0,8.0,8.0,30.673316708229425
2021-04-24,8.0,8.0,14.0,19.0,18.0,33.0,8.0,17.0,24.0,8.0,19.576059850374065
2021-04-25,0.0,16.0,21.0,37.0,26.0,42.0,23.0,32.0,31.0,8.0,29.42643391521197
2021-04-26,57.0,35.0,24.0,57.0,23.0,28.0,26.0,49.0,41.0,42.0,47.63092269326684
2021-04-27,44.0,22.0,31.0,25.0,32.0,48.0,35.0,15.0,35.0,22.0,38.5286783042394
2021-04-28,14.0,28.0,24.0,8.0,46.0,37.0,13.0,21.0,7.0,29.0,28.304239401496257
2021-04-29,21.0,41.0,18.0,32.0,23.0,72.0,19.0,35.0,40.0,28.0,41.02244389027431
2021-04-30,36.0,28.0,55.0,58.0,46.0,47.0,27.0,14.0,35.0,71.0,51.99501246882793
2021-05-01,66.0,50.0,56.0,68.0,40.0,76.0,70.0,58.0,57.0,52.0,73.94014962593516
2021-05-02,38.0,45.0,52.0,69.0,59.0,50.0,43.0,23.0,29.0,38.0,55.61097256857855
2021-05-03,65.0,71.0,44.0,57.0,100.0,84.0,75.0,51.0,76.0,43.0,83.04239401496258
2021-05-04,34.0,54.0,41.0,77.0,66.0,70.0,58.0,53.0,58.0,81.0,73.81546134663341
2021-05-05,99.0,91.0,43.0,49.0,61.0,93.0,61.0,64.0,76.0,43.0,84.78802992518703
2021-05-06,58.0,100.0,74.0,100.0,39.0,75.0,48.0,65.0,56.0,65.0,84.78802992518703
2021-05-07,74.0,45.0,71.0,35.0,65.0,30.0,36.0,67.0,15.0,38.0,59.35162094763092
2021-05-08,53.0,74.0,40.0,43.0,58.0,80.0,57.0,74.0,58.0,46.0,72.6932668329177
2021-05-09,31.0,39.0,20.0,54.0,34.0,31.0,22.0,16.0,30.0,24.0,37.53117206982544
2021-05-10,78.0,56.0,37.0,57.0,61.0,74.0,48.0,49.0,63.0,50.0,71.44638403990025
2021-05-11,50.0,83.0,49.0,65.0,53.0,65.0,67.0,49.0,68.0,64.0,76.43391521197007
2021-05-12,74.0,58.0,64.0,51.0,64.0,76.0,56.0,59.0,100.0,52.0,81.54613466334166
2021-05-13,38.0,61.0,46.0,44.0,50.0,60.0,15.0,31.0,37.0,39.0,52.49376558603491
2021-05-14,86.0,54.0,54.0,54.0,34.0,71.0,81.0,85.0,60.0,55.0,79.05236907730674
2021-05-15,54.0,46.0,40.0,45.0,68.0,81.0,22.0,61.0,44.0,39.0,62.34413965087282
2021-05-16,67.0,74.0,58.0,77.0,66.0,49.0,50.0,60.0,36.0,61.0,74.56359102244389
2021-05-17,100.0,84.0,86.0,82.0,77.0,83.0,48.0,100.0,49.0,93.0,100.0
2021-05-18,66.0,72.0,57.0,58.0,40.0,97.0,49.0,73.0,35.0,52.0,74.68827930174564
2021-05-19,50.0,49.0,50.0,58.0,63.0,65.0,54.0,92.0,55.0,72.0,75.81047381546135
2021-05-20,84.0,61.0,100.0,79.0,76.0,100.0,51.0,76.0,52.0,39.0,89.52618453865337
2021-05-21,31.0,38.0,59.0,80.0,41.0,70.0,51.0,61.0,74.0,84.0,73.44139650872818
2021-05-22,40.0,70.0,21.0,18.0,77.0,73.0,45.0,71.0,31.0,56.0,62.593516209476306
2021-05-23,47.0,39.0,55.0,55.0,60.0,51.0,30.0,39.0,46.0,32.0,56.608478802992515
2021-05-24,52.0,29.0,45.0,51.0,73.0,29.0,35.0,44.0,28.0,45.0,53.74064837905237
2021-05-25,66.0,37.0,76.0,60.0,88.0,87.0,57.0,51.0,65.0,52.0,79.67581047381546
2021-05-26,66.0,36.0,31.0,60.0,48.0,86.0,35.0,59.0,56.0,37.0,64.08977556109726
2021-05-27,61.0,61.0,79.0,98.0,50.0,91.0,66.0,91.0,81.0,100.0,97.0074812967581
2021-05-28,56.0,88.0,35.0,75.0,61.0,32.0,100.0,88.0,64.0,81.0,84.78802992518703
2021-05-29,36.0,54.0,47.0,63.0,39.0,83.0,52.0,100.0,26.0,63.0,70.19950124688279
2021-05-30,54.0,54.0,62.0,83.0,59.0,81.0,34.0,63.0,43.0,72.0,75.43640897755611
2021-05-31,38.0,7.0,40.0,70.0,42.0,90.0,7.0,75.0,66.0,85.0,64.83790523690773
