date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2021-02-25,51.0,54.0,64.0,54.0,55.0,59.0,47.0,37.0,92.0,45.0,42.0,61.0,57.608695652173914,76.0,59.0,48.0,59.0,76.0,75.51020408163265,42.0,69.25643782137195
2021-02-26,71.0,64.0,48.0,55.0,57.0,43.0,81.0,64.0,46.0,37.0,42.0,70.0,65.21739130434783,44.0,81.0,40.0,76.0,63.0,36.734693877551024,62.0,68.76636311213416
2021-02-27,26.0,16.0,36.0,19.0,63.0,27.0,34.0,23.0,29.0,29.0,42.0,55.0,52.17391304347826,21.0,40.0,33.0,53.0,42.0,56.12244897959184,19.0,42.92354802588387
2021-02-28,37.0,61.0,23.0,42.0,66.0,51.0,59.0,73.0,70.0,27.0,75.0,53.0,47.82608695652174,46.0,59.0,36.0,80.0,54.0,60.204081632653065,53.0,64.39046026236355
2021-03-01,36.0,68.0,34.0,29.0,30.0,50.0,39.0,37.0,54.0,55.0,39.0,27.0,18.47826086956522,60.0,38.0,10.0,86.0,67.0,46.93877551020408,24.0,50.91186162897128
2021-03-02,87.0,67.0,46.0,41.0,84.0,83.0,46.0,82.0,56.0,55.0,65.0,65.0,48.91304347826087,86.0,84.0,47.0,86.0,59.0,39.795918367346935,41.0,76.13276530671469
2021-03-03,74.0,96.0,66.0,63.0,93.0,93.0,83.0,59.0,68.0,54.0,35.0,52.0,36.95652173913044,51.0,89.0,47.0,100.0,66.0,71.42857142857143,81.0,82.71421733141436
2021-03-04,53.0,63.0,37.0,33.0,45.0,36.0,56.0,56.0,66.0,31.0,33.0,81.0,65.21739130434783,56.0,48.0,60.0,47.0,78.0,43.87755102040816,67.0,63.3142021031042
2021-03-05,65.0,77.0,43.0,61.0,57.0,24.0,43.0,49.0,86.0,52.0,33.0,93.0,29.347826086956523,63.0,62.0,39.0,41.0,69.0,50.0,38.0,64.46953033442115
2021-03-06,64.0,31.0,40.0,30.0,54.0,38.0,68.0,30.0,63.0,34.0,46.0,54.0,36.95652173913044,27.0,46.0,32.0,36.0,76.0,40.816326530612244,36.0,52.97348729900362
