date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,14.0,16.0,15.0,18.0,14.0,17.0,12.0,14.0,10.0,13.0,14.3
2021-04-19,23.0,22.0,20.0,25.0,19.0,22.0,25.0,15.0,21.0,26.0,21.8
2021-04-20,25.0,23.0,22.0,26.0,23.0,23.0,21.0,24.0,26.0,24.0,23.7
2021-04-21,20.0,20.0,14.0,18.0,21.0,19.0,17.0,22.0,24.0,15.0,19.0
2021-04-22,25.0,26.0,22.0,26.0,24.0,28.0,30.0,26.0,26.0,26.0,25.9
2021-04-23,14.0,11.0,13.0,16.0,9.0,15.0,11.0,12.0,11.0,17.0,12.9
2021-04-24,13.0,17.0,14.0,16.0,12.0,16.0,19.0,17.0,16.0,18.0,15.8
2021-04-25,15.0,12.0,15.0,11.0,12.0,14.0,13.0,13.0,13.0,13.0,13.1
2021-04-26,17.0,13.0,19.0,16.0,17.0,12.0,18.0,14.0,14.0,15.0,15.5
2021-04-27,20.0,20.0,22.0,22.0,19.0,22.0,19.0,22.0,17.0,17.0,20.0
2021-04-28,25.0,25.0,32.0,27.0,23.0,24.0,26.0,17.0,23.0,23.0,24.5
2021-04-29,34.0,24.0,23.0,21.0,23.0,23.0,27.0,24.0,29.0,24.0,25.2
2021-04-30,23.0,17.0,23.0,23.0,19.0,22.0,26.0,23.0,21.0,19.0,21.6
2021-05-01,22.0,18.0,16.0,16.0,20.0,18.0,17.0,18.0,15.0,14.0,17.4
2021-05-02,21.0,15.0,18.0,16.0,15.0,13.0,16.0,12.0,22.0,17.0,16.5
2021-05-03,20.0,24.0,23.0,23.0,21.0,19.0,18.0,22.0,20.0,16.0,20.6
2021-05-04,20.0,18.0,20.0,19.0,15.0,19.0,19.0,18.0,18.0,19.0,18.5
2021-05-05,22.0,23.0,17.0,18.0,14.0,18.0,14.0,17.0,15.0,20.0,17.8
2021-05-06,21.0,22.0,23.0,30.0,24.0,28.0,23.0,26.0,26.0,20.0,24.3
2021-05-07,28.0,19.0,19.0,24.0,16.0,18.0,20.0,19.0,21.0,22.0,20.6
2021-05-08,15.0,15.0,18.0,16.0,14.0,19.0,14.0,12.0,19.0,16.0,15.8
2021-05-09,18.0,16.0,16.0,18.0,16.0,27.0,23.0,23.0,24.0,19.0,20.0
2021-05-10,27.0,27.0,24.0,27.0,24.0,24.0,31.0,25.0,28.0,29.0,26.6
2021-05-11,28.0,24.0,27.0,32.0,33.0,29.0,32.0,30.0,30.0,27.0,29.2
2021-05-12,36.0,35.0,43.0,40.0,34.0,39.0,26.0,34.0,28.0,29.0,34.4
2021-05-13,25.0,27.0,22.0,28.0,19.0,27.0,26.0,24.0,28.0,22.0,24.8
2021-05-14,29.0,20.0,26.0,26.0,27.0,21.0,28.0,22.0,24.0,24.0,24.7
2021-05-15,25.0,27.0,25.0,24.0,26.0,24.0,25.0,27.0,32.0,21.0,25.6
2021-05-16,21.0,18.0,15.0,19.0,20.0,19.0,18.0,20.0,24.0,17.0,19.1
2021-05-17,28.0,21.0,23.0,25.0,24.0,20.0,23.0,24.0,28.0,23.0,23.9
2021-05-18,31.0,21.0,25.0,24.0,28.0,22.0,25.0,27.0,29.0,17.0,24.9
2021-05-19,17.0,20.0,19.0,20.0,19.0,23.0,23.0,16.0,16.0,19.0,19.2
2021-05-20,21.0,22.0,20.0,23.0,24.0,23.0,17.0,17.0,24.0,24.0,21.5
2021-05-21,23.0,22.0,24.0,31.0,17.0,22.0,18.0,16.0,24.0,19.0,21.6
2021-05-22,14.0,21.0,15.0,22.0,19.0,19.0,20.0,14.0,18.0,18.0,18.0
2021-05-23,13.0,11.0,11.0,9.0,13.0,15.0,11.0,11.0,17.0,15.0,12.6
2021-05-24,13.0,17.0,22.0,13.0,17.0,15.0,17.0,11.0,13.0,17.0,15.5
2021-05-25,27.0,24.0,23.0,30.0,26.0,25.0,25.0,27.0,25.0,21.0,25.3
2021-05-26,23.0,16.0,22.0,20.0,21.0,21.0,20.0,20.0,22.0,21.0,20.6
2021-05-27,22.0,15.0,20.0,25.0,19.0,17.0,23.0,29.0,23.0,19.0,21.2
2021-05-28,29.0,22.0,28.0,34.0,21.0,18.0,21.0,26.0,23.0,25.0,24.7
2021-05-29,14.0,18.0,18.0,17.0,15.0,14.0,12.0,11.0,19.0,15.0,15.3
2021-05-30,18.0,17.0,16.0,13.0,16.0,12.0,14.0,10.0,17.0,16.0,14.9
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
