date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,100.0,100.0,100.0,99.0,95.0,92.0,88.0,95.0,89.0,93.0,100.0,91.0,95.0,98.0,92.0,89.0,91.66666666666669,90.0,90.9090909090909,90.0,97.34814134347755
2020-03-29,85.0,87.0,87.0,90.0,89.0,81.0,77.0,92.0,82.0,85.0,82.0,89.0,88.0,86.0,88.0,91.0,88.54166666666669,81.0,90.9090909090909,75.0,88.84315365077124
2020-03-30,63.0,69.0,72.0,70.0,68.0,65.0,62.0,75.0,67.0,66.0,70.0,61.0,73.0,63.0,70.0,68.0,67.70833333333333,61.0,71.71717171717172,61.0,69.61655681049385
2020-03-31,62.0,62.0,65.0,53.0,65.0,57.0,60.0,64.0,61.0,68.0,63.0,59.0,61.0,62.0,74.0,61.0,66.66666666666667,60.0,65.65656565656566,59.0,64.68833954259527
2020-04-01,67.0,62.0,67.0,72.0,74.0,63.0,59.0,63.0,59.0,70.0,73.0,52.0,65.0,63.0,64.0,65.0,70.83333333333333,66.0,68.68686868686869,61.0,67.60047685037968
2020-04-02,63.0,62.0,61.0,66.0,64.0,56.0,59.0,67.0,48.0,75.0,63.0,59.0,63.0,62.0,62.0,61.0,66.66666666666667,61.0,63.63636363636363,55.0,64.11727064661383
2020-04-03,91.0,98.0,91.0,92.0,94.0,97.0,100.0,100.0,98.0,96.0,99.0,100.0,97.0,97.0,100.0,98.0,100.0,90.0,91.91919191919192,88.0,99.38692534883751
2020-04-04,82.0,92.0,95.0,99.0,100.0,100.0,84.0,91.0,100.0,100.0,95.0,100.0,100.0,100.0,98.0,100.0,93.75,100.0,100.0,100.0,100.0
2020-04-05,83.0,91.0,90.0,100.0,97.0,87.0,92.0,96.0,88.0,98.0,91.0,87.0,91.0,94.0,88.0,83.0,100.0,97.0,94.94949494949495,94.0,95.4501616763568
2020-04-06,50.0,49.0,54.0,54.0,48.0,42.0,45.0,51.0,49.0,48.0,60.0,43.0,55.0,51.0,57.0,50.0,54.16666666666666,50.0,52.52525252525253,46.0,52.27060081315815
2020-04-07,54.0,55.0,48.0,51.0,53.0,49.0,50.0,45.0,46.0,53.0,56.0,42.0,51.0,54.0,52.0,46.0,47.91666666666666,42.0,47.47474747474747,44.0,51.1149845390032
2020-04-08,41.0,36.0,42.0,45.0,46.0,41.0,46.0,45.0,49.0,50.0,41.0,42.0,44.0,43.0,44.0,45.0,46.875,41.0,44.444444444444436,35.0,44.94465316462985
2020-04-09,42.0,40.0,47.0,43.0,43.0,42.0,44.0,42.0,45.0,46.0,39.0,37.0,44.0,40.0,46.0,43.0,44.79166666666666,45.0,42.42424242424242,38.0,44.213805368099955
2020-04-10,34.0,35.0,37.0,34.0,32.0,33.0,40.0,37.0,38.0,42.0,37.0,33.0,34.0,35.0,38.0,34.0,41.66666666666666,41.0,42.42424242424242,43.0,38.40346724139961
2020-04-11,42.0,43.0,44.0,41.0,45.0,34.0,46.0,42.0,36.0,47.0,47.0,38.0,46.0,43.0,44.0,32.0,50.0,41.0,43.43434343434343,46.0,44.06966412407532
2020-04-12,35.0,40.0,41.0,39.0,41.0,35.0,38.0,36.0,35.0,43.0,45.0,41.0,36.0,42.0,35.0,46.0,37.5,42.0,44.444444444444436,36.0,40.83142606267364
2020-04-13,51.0,45.0,51.0,50.0,51.0,47.0,49.0,48.0,51.0,53.0,52.0,43.0,44.0,47.0,47.0,44.0,54.16666666666666,49.0,49.4949494949495,50.0,50.55896443381868
2020-04-14,38.0,39.0,38.0,37.0,37.0,34.0,39.0,30.0,45.0,41.0,42.0,46.0,38.0,35.0,40.0,45.0,39.583333333333336,31.0,32.323232323232325,36.0,39.533958577876184
2020-04-15,36.0,43.0,42.0,44.0,44.0,41.0,37.0,37.0,42.0,44.0,44.0,41.0,42.0,42.0,39.0,41.0,41.66666666666666,35.0,40.4040404040404,44.0,42.496214901966944
2020-04-16,37.0,34.0,43.0,40.0,36.0,36.0,34.0,34.0,34.0,38.0,32.0,29.0,40.0,44.0,37.0,42.0,36.458333333333336,36.0,39.39393939393939,31.0,37.97653958944281
2020-04-17,41.0,45.0,42.0,45.0,46.0,45.0,40.0,44.0,35.0,49.0,41.0,42.0,42.0,42.0,42.0,45.0,48.95833333333334,42.0,41.414141414141405,39.0,44.42919936507189
2020-04-18,36.0,43.0,42.0,47.0,38.0,40.0,37.0,45.0,43.0,38.0,36.0,38.0,37.0,39.0,30.0,38.0,43.75,33.0,39.39393939393939,41.0,40.634483191809274
2020-04-19,36.0,34.0,39.0,43.0,39.0,37.0,33.0,40.0,32.0,39.0,38.0,38.0,39.0,32.0,39.0,37.0,42.708333333333336,39.0,36.36363636363637,40.0,39.024328006061396
2020-04-20,35.0,33.0,38.0,39.0,39.0,34.0,38.0,33.0,30.0,37.0,36.0,29.0,40.0,39.0,37.0,31.0,36.458333333333336,38.0,35.353535353535364,37.0,37.04168253332653
2020-04-21,34.0,29.0,35.0,30.0,31.0,33.0,28.0,29.0,32.0,29.0,30.0,31.0,33.0,34.0,35.0,31.0,36.458333333333336,31.0,34.343434343434346,31.0,32.99918474811596
2020-04-22,28.0,37.0,34.0,38.0,37.0,27.0,34.0,32.0,31.0,35.0,34.0,32.0,34.0,29.0,40.0,30.0,36.458333333333336,32.0,37.373737373737384,30.0,34.607180759532106
2020-04-23,67.0,60.0,60.0,67.0,64.0,58.0,58.0,70.0,61.0,69.0,72.0,54.0,67.0,61.0,59.0,64.0,64.58333333333333,63.0,64.64646464646465,58.0,65.35716014923166
2020-04-24,29.0,27.0,31.0,30.0,31.0,29.0,26.0,25.0,27.0,32.0,27.0,31.0,29.0,30.0,32.0,29.0,36.458333333333336,28.0,29.292929292929287,28.0,30.405558369025137
2020-04-25,29.0,28.0,27.0,30.0,28.0,26.0,26.0,32.0,33.0,32.0,31.0,26.0,28.0,30.0,35.0,27.0,28.125,29.0,32.323232323232325,26.0,30.2343947310912
2020-04-26,31.0,29.0,22.0,27.0,30.0,25.0,24.0,25.0,26.0,28.0,28.0,22.0,27.0,27.0,23.0,27.0,30.20833333333333,22.0,27.272727272727273,24.0,27.178705045008964
2020-04-27,21.0,25.0,26.0,29.0,25.0,24.0,24.0,26.0,22.0,29.0,25.0,20.0,22.0,25.0,21.0,25.0,26.04166666666667,25.0,21.21212121212121,24.0,25.14594055596776
2020-04-28,36.0,31.0,35.0,37.0,29.0,32.0,31.0,28.0,31.0,34.0,32.0,30.0,34.0,33.0,37.0,31.0,34.375,34.0,37.373737373737384,29.0,33.981020203328804
2020-04-29,37.0,28.0,30.0,34.0,34.0,26.0,32.0,29.0,31.0,37.0,32.0,32.0,33.0,34.0,34.0,40.0,35.416666666666664,31.0,28.282828282828284,28.0,33.460266612229304
2020-04-30,31.0,30.0,34.0,36.0,35.0,31.0,31.0,37.0,35.0,38.0,34.0,33.0,33.0,32.0,37.0,39.0,38.54166666666666,38.0,35.353535353535364,36.0,35.957777018795284
2020-05-01,28.0,31.0,35.0,31.0,35.0,30.0,30.0,31.0,33.0,31.0,34.0,30.0,30.0,32.0,32.0,28.0,29.16666666666667,30.0,28.282828282828284,29.0,31.996346415312605
2020-05-02,33.0,39.0,33.0,39.0,37.0,31.0,32.0,34.0,35.0,33.0,37.0,34.0,34.0,39.0,37.0,29.0,36.458333333333336,32.0,36.36363636363637,30.0,35.79852155444849
2020-05-03,26.0,28.0,30.0,33.0,34.0,30.0,23.0,27.0,30.0,32.0,31.0,29.0,35.0,32.0,31.0,25.0,30.20833333333333,32.0,36.36363636363637,29.0,31.27721050379425
2020-05-04,24.0,25.0,29.0,30.0,29.0,32.0,24.0,30.0,25.0,26.0,31.0,22.0,29.0,25.0,28.0,23.0,30.20833333333333,26.0,24.24242424242424,31.0,28.161718231675483
2020-05-05,19.0,24.0,22.0,26.0,26.0,24.0,22.0,21.0,25.0,26.0,23.0,23.0,24.0,25.0,28.0,23.0,20.83333333333333,23.0,27.272727272727273,21.0,24.51644309397904
2020-05-06,27.0,26.0,28.0,28.0,27.0,25.0,25.0,26.0,20.0,29.0,30.0,20.0,26.0,27.0,26.0,19.0,27.08333333333333,26.0,25.25252525252525,29.0,26.756619177917276
2020-05-07,22.0,23.0,23.0,27.0,23.0,20.0,23.0,19.0,18.0,23.0,23.0,19.0,22.0,22.0,23.0,25.0,22.91666666666667,21.0,22.222222222222218,21.0,22.911718558823107
2020-05-08,23.0,24.0,21.0,28.0,22.0,20.0,25.0,30.0,23.0,26.0,20.0,27.0,25.0,27.0,24.0,26.0,22.91666666666667,24.0,26.262626262626267,21.0,25.14208021398072
2020-05-09,26.0,23.0,27.0,25.0,27.0,22.0,24.0,26.0,21.0,30.0,25.0,22.0,24.0,28.0,26.0,23.0,27.08333333333333,22.0,24.24242424242424,20.0,25.51241132663597
2020-05-10,27.0,31.0,27.0,30.0,28.0,30.0,28.0,26.0,25.0,30.0,31.0,25.0,34.0,28.0,24.0,27.0,26.04166666666667,26.0,26.262626262626267,25.0,28.724150430329992
2020-05-11,23.0,24.0,18.0,28.0,25.0,20.0,20.0,26.0,20.0,27.0,24.0,17.0,25.0,18.0,25.0,19.0,18.75,22.0,26.262626262626267,17.0,22.956995790264354
2020-05-12,21.0,22.0,27.0,30.0,20.0,23.0,20.0,23.0,21.0,28.0,26.0,25.0,25.0,21.0,24.0,20.0,25.0,26.0,21.21212121212121,25.0,24.521939174096193
2020-05-13,18.0,18.0,20.0,21.0,25.0,17.0,17.0,23.0,25.0,20.0,20.0,22.0,21.0,21.0,17.0,24.0,19.791666666666668,20.0,22.222222222222218,22.0,21.402455700939964
2020-05-14,23.0,20.0,21.0,23.0,22.0,22.0,21.0,21.0,19.0,24.0,25.0,19.0,23.0,23.0,23.0,23.0,19.791666666666668,20.0,24.24242424242424,25.0,22.85446772426952
2020-05-15,27.0,27.0,26.0,25.0,27.0,22.0,22.0,30.0,23.0,28.0,26.0,22.0,26.0,29.0,31.0,25.0,26.04166666666667,26.0,24.24242424242424,24.0,26.75393656738391
2020-05-16,27.0,22.0,26.0,23.0,24.0,25.0,25.0,23.0,19.0,24.0,32.0,21.0,26.0,22.0,27.0,23.0,26.04166666666667,25.0,25.25252525252525,27.0,25.510775588505858
2020-05-17,29.0,30.0,35.0,27.0,35.0,30.0,30.0,27.0,22.0,26.0,36.0,22.0,30.0,27.0,30.0,23.0,32.291666666666664,32.0,29.292929292929287,26.0,29.982360200004983
2020-05-18,22.0,20.0,20.0,24.0,21.0,13.0,18.0,20.0,20.0,22.0,17.0,13.0,21.0,20.0,20.0,18.0,26.04166666666667,23.0,22.222222222222218,22.0,20.84538872335219
2020-05-19,17.0,15.0,18.0,19.0,19.0,15.0,17.0,23.0,18.0,20.0,20.0,16.0,16.0,19.0,16.0,21.0,19.791666666666668,18.0,20.2020202020202,21.0,19.06950055026231
2020-05-20,18.0,18.0,15.0,19.0,17.0,15.0,14.0,17.0,18.0,16.0,18.0,18.0,19.0,19.0,20.0,16.0,16.666666666666668,18.0,18.181818181818183,16.0,17.92193210770747
2020-05-21,18.0,15.0,17.0,18.0,21.0,15.0,17.0,17.0,19.0,21.0,15.0,16.0,23.0,18.0,14.0,13.0,16.666666666666668,14.0,16.161616161616163,14.0,17.506323763610975
2020-05-22,18.0,18.0,23.0,21.0,20.0,17.0,20.0,19.0,14.0,20.0,21.0,17.0,23.0,19.0,21.0,20.0,25.0,20.0,22.222222222222218,21.0,20.6877689971355
2020-05-23,21.0,15.0,18.0,15.0,16.0,14.0,16.0,15.0,19.0,19.0,22.0,17.0,16.0,18.0,16.0,15.0,17.708333333333332,17.0,15.151515151515152,14.0,17.404319133817772
