date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,0.0,15.0,35.0,31.0,0.0,0.0,0.0,0.0,15.0,0.0,15.559157212317665
2020-11-16,16.0,16.0,0.0,32.0,0.0,0.0,0.0,15.0,30.0,19.0,20.74554294975689
2020-11-17,16.0,16.0,18.0,32.0,14.0,18.0,17.0,15.0,0.0,19.0,26.742301458670987
2020-11-18,17.0,0.0,0.0,16.0,0.0,18.0,18.0,46.0,46.0,20.0,29.335494327390602
2020-11-19,64.0,0.0,37.0,31.0,0.0,0.0,54.0,15.0,15.0,39.0,41.329011345218795
2020-11-20,33.0,33.0,57.0,33.0,28.0,36.0,0.0,30.0,47.0,60.0,57.86061588330632
2020-11-21,16.0,0.0,0.0,0.0,14.0,0.0,17.0,15.0,0.0,0.0,10.048622366288493
2020-11-22,32.0,48.0,0.0,31.0,27.0,18.0,53.0,0.0,0.0,0.0,33.873581847649916
2020-11-23,16.0,65.0,56.0,32.0,28.0,18.0,36.0,30.0,46.0,60.0,62.7228525121556
2020-11-24,31.0,31.0,36.0,31.0,40.0,53.0,35.0,14.0,88.0,39.0,64.5056726094003
2020-11-25,47.0,62.0,35.0,62.0,54.0,35.0,52.0,29.0,30.0,76.0,78.11993517017828
2020-11-26,49.0,66.0,57.0,64.0,28.0,36.0,36.0,30.0,15.0,79.0,74.55429497568882
2020-11-27,0.0,32.0,18.0,0.0,0.0,34.0,53.0,15.0,15.0,59.0,36.6288492706645
2020-11-28,31.0,16.0,54.0,31.0,27.0,18.0,17.0,15.0,15.0,38.0,42.463533225283626
2020-11-29,16.0,0.0,18.0,15.0,0.0,17.0,35.0,14.0,29.0,19.0,26.418152350081037
2020-11-30,16.0,16.0,18.0,15.0,27.0,17.0,35.0,0.0,15.0,38.0,31.92868719611021
2020-12-01,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,8.589951377633712
2020-12-02,0.0,16.0,18.0,0.0,13.0,0.0,0.0,15.0,15.0,19.0,15.559157212317665
