date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0720667063728408
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,0.0,18.0,31.0,0.0,0.0,29.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,11.018463371054196
2020-10-08,20.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,25.0,33.0,0.0,35.0,49.0,0.0,0.0,32.0,0.0,24.0,0.0,0.0,16.319237641453245
2020-10-09,0.0,21.0,37.0,0.0,0.0,34.0,0.0,0.0,27.0,35.0,0.0,73.0,53.0,17.0,53.0,34.0,0.0,26.0,21.0,0.0,25.670041691483025
2020-10-10,22.0,0.0,0.0,0.0,0.0,36.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,22.0,0.0,7.027992852888623
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,20.0,0.0,8.516974389517571
2020-10-13,20.0,40.0,0.0,27.0,0.0,0.0,0.0,17.0,0.0,33.0,0.0,35.0,0.0,17.0,25.0,66.0,40.0,25.0,20.0,34.0,23.76414532459797
2020-10-14,38.0,0.0,35.0,53.0,30.0,0.0,36.0,0.0,25.0,0.0,0.0,69.0,100.0,0.0,0.0,65.0,39.0,24.0,0.0,0.0,30.613460393091124
2020-10-15,0.0,0.0,36.0,0.0,31.0,0.0,0.0,0.0,26.0,34.0,0.0,0.0,0.0,0.0,26.0,0.0,30.0,0.0,41.0,34.0,15.366289458010721
