date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,44.0,34.0,36.0,39.0,24.0,34.0,46.0,33.0,39.0,32.967032967032964,41.74936943103033
2021-04-19,100.0,72.0,100.0,66.0,82.0,100.0,100.0,69.0,78.0,100.0,100.0
2021-04-20,60.0,65.0,73.0,45.0,34.0,69.0,54.0,63.0,51.0,80.21978021978022,68.53746023296196
2021-04-21,64.0,69.0,61.0,67.0,46.0,47.0,61.0,64.0,73.0,70.32967032967034,71.77966209108078
2021-04-22,47.0,37.0,43.0,45.0,56.0,69.0,44.0,100.0,75.0,51.64835164835165,65.47270491907169
2021-04-23,52.0,66.0,45.0,53.0,45.0,50.0,39.0,33.0,42.0,53.84615384615385,55.23023689113655
2021-04-24,21.0,36.0,16.0,15.0,25.0,18.0,42.0,52.0,41.0,29.67032967032967,34.1026908500957
2021-04-25,58.0,40.0,41.0,24.0,10.0,44.0,35.0,33.0,39.0,62.637362637362635,44.59485151526673
2021-04-26,63.0,48.0,41.0,51.0,44.0,52.0,33.0,79.0,67.0,52.747252747252745,61.216522808218315
2021-04-27,37.0,49.0,47.0,30.0,63.0,70.0,44.0,47.0,29.0,18.681318681318682,50.136253596461195
2021-04-28,35.0,42.0,65.0,56.0,43.0,78.0,51.0,46.0,54.0,58.24175824175824,60.927538436188954
2021-04-29,54.0,58.0,43.0,47.0,54.0,67.0,47.0,81.0,68.0,41.75824175824176,64.67799789599097
2021-04-30,49.0,82.0,51.0,45.0,48.0,53.0,78.0,41.0,64.0,46.15384615384615,64.2622659923698
2021-05-01,43.0,60.0,30.0,55.0,25.0,68.0,58.0,47.0,43.0,48.35164835164835,55.05786024817167
2021-05-02,51.0,16.0,23.0,36.0,41.0,59.0,63.0,31.0,37.0,35.16483516483517,45.2323915991736
2021-05-03,39.0,36.0,59.0,44.0,35.0,50.0,41.0,59.0,55.0,48.35164835164835,53.78911745693752
2021-05-04,43.0,40.0,18.0,61.0,45.0,44.0,40.0,49.0,44.0,47.252747252747255,49.74080129789473
2021-05-05,54.0,62.0,54.0,60.0,62.0,60.0,35.0,62.0,59.0,67.03296703296704,66.32444833136874
2021-05-06,54.0,69.0,58.0,42.0,62.0,58.0,39.0,70.0,67.0,62.637362637362635,67.08620099623559
2021-05-07,55.0,43.0,34.0,41.0,37.0,27.0,53.0,48.0,48.0,31.86813186813187,48.19701636310633
2021-05-08,26.0,18.0,42.0,30.0,35.0,42.0,48.0,17.0,45.0,23.076923076923077,37.60979504924142
2021-05-09,47.0,54.0,33.0,44.0,44.0,47.0,19.0,54.0,46.0,41.75824175824176,49.56842465492984
2021-05-10,44.0,49.0,35.0,45.0,33.0,50.0,39.0,72.0,38.0,43.956043956043956,51.78270403183898
2021-05-11,49.0,87.0,76.0,56.0,78.0,53.0,52.0,66.0,65.0,81.31868131868131,76.50734501945574
2021-05-12,82.0,100.0,91.0,70.0,100.0,61.0,69.0,84.0,100.0,81.31868131868131,96.69188942545345
2021-05-13,56.0,81.0,44.0,51.0,55.0,59.0,40.0,69.0,57.0,62.637362637362635,66.27881921999568
2021-05-14,66.0,61.0,63.0,38.0,48.0,65.0,40.0,57.0,59.0,80.21978021978022,66.57667591923646
2021-05-15,31.0,43.0,41.0,54.0,62.0,77.0,67.0,69.0,42.0,49.45054945054945,61.75900224343132
2021-05-16,23.0,41.0,43.0,26.0,32.0,26.0,41.0,45.0,36.0,34.065934065934066,40.03067290264522
2021-05-17,26.0,45.0,44.0,67.0,38.0,34.0,57.0,77.0,40.0,69.23076923076923,57.35072309466773
2021-05-18,35.0,10.0,18.0,17.0,25.0,30.0,45.0,20.0,25.0,38.46153846153846,30.387720699139386
2021-05-19,48.0,31.0,23.0,38.0,38.0,40.0,51.0,43.0,44.0,42.857142857142854,46.0042840665678
2021-05-20,64.0,79.0,77.0,100.0,53.0,64.0,83.0,45.0,51.0,61.53846153846154,78.14745807825392
2021-05-21,69.0,79.0,66.0,50.0,59.0,48.0,48.0,56.0,85.0,90.10989010989012,74.98383968972203
2021-05-22,24.0,44.0,26.0,48.0,48.0,23.0,42.0,34.0,52.0,26.373626373626372,42.37296728646209
2021-05-23,45.0,22.0,30.0,24.0,28.0,29.0,20.0,39.0,23.0,32.967032967032964,33.790891922379814
2021-05-24,13.0,56.0,49.0,38.0,21.0,29.0,35.0,45.0,24.0,61.53846153846154,42.8533404311951
2021-05-25,58.0,31.0,23.0,45.0,44.0,36.0,46.0,40.0,52.0,41.75824175824176,48.069001356198584
2021-05-26,18.0,26.0,48.0,41.0,53.0,58.0,41.0,52.0,35.0,35.16483516483517,46.962495405401974
2021-05-27,24.0,34.0,45.0,28.0,38.0,34.0,25.0,27.0,55.0,48.35164835164835,41.33237005209323
2021-05-28,30.0,59.0,79.0,40.0,55.0,65.0,53.0,33.0,70.0,45.05494505494506,61.02133160956689
2021-05-29,39.0,59.0,59.0,93.0,56.0,66.0,54.0,58.0,50.0,37.362637362637365,65.90111157585204
2021-05-30,15.0,24.0,16.0,15.0,29.0,41.0,21.0,29.0,34.0,40.65934065934066,30.52587550857447
2021-05-31,14.0,38.0,19.0,32.0,18.0,31.0,25.0,40.0,42.0,20.87912087912088,32.28132882112121
