date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-12-15,65.0,28.0,27.0,49.0,33.0,73.0,52.0,31.0,49.0,55.0,55.0
2020-12-16,54.0,28.0,36.0,30.0,44.0,42.0,44.0,63.0,40.0,18.0,47.5
2020-12-17,23.0,19.0,9.0,20.0,0.0,22.0,0.0,11.0,0.0,19.0,14.642857142857142
2020-12-18,23.0,30.0,30.0,86.0,47.0,34.0,56.0,23.0,54.0,69.0,53.80952380952381
2020-12-19,81.0,91.0,58.0,32.0,35.0,34.0,37.0,46.0,42.0,30.0,57.857142857142854
2020-12-20,97.0,42.0,71.0,100.0,74.0,58.0,49.0,60.0,55.0,84.0,82.14285714285714
2020-12-21,100.0,76.0,75.0,81.0,100.0,75.0,62.0,96.0,100.0,75.0,100.0
2020-12-22,91.0,88.0,48.0,83.0,35.0,66.0,46.0,100.0,52.0,59.0,79.52380952380952
2020-12-23,46.0,60.0,39.0,42.0,46.0,56.0,27.0,80.0,32.0,79.0,60.357142857142854
2020-12-24,40.0,46.0,34.0,48.0,27.0,38.0,53.0,52.0,49.0,45.0,51.42857142857143
2020-12-25,0.0,12.0,0.0,0.0,42.0,67.0,33.0,26.0,49.0,69.0,35.476190476190474
2020-12-26,50.0,11.0,22.0,47.0,52.0,100.0,21.0,25.0,71.0,44.0,52.73809523809524
2020-12-27,57.0,10.0,49.0,21.0,35.0,45.0,19.0,78.0,42.0,60.0,49.523809523809526
2020-12-28,32.0,37.0,54.0,40.0,22.0,21.0,26.0,31.0,39.0,37.0,40.357142857142854
2020-12-29,67.0,19.0,75.0,51.0,78.0,21.0,35.0,54.0,20.0,48.0,55.714285714285715
2020-12-30,23.0,30.0,19.0,53.0,23.0,34.0,18.0,66.0,52.0,30.0,41.42857142857142
2020-12-31,50.0,11.0,42.0,45.0,25.0,12.0,20.0,24.0,11.0,21.0,31.071428571428573
2021-01-01,26.0,46.0,33.0,47.0,65.0,38.0,21.0,63.0,12.0,34.0,45.833333333333336
2021-01-02,24.0,52.0,71.0,78.0,37.0,36.0,0.0,47.0,44.0,62.0,53.69047619047619
2021-01-03,47.0,0.0,49.0,21.0,36.0,69.0,66.0,11.0,22.0,60.0,45.357142857142854
2021-01-04,33.0,9.0,18.0,20.0,22.0,31.0,35.0,10.0,39.0,28.0,29.166666666666668
2021-01-05,65.0,57.0,18.0,59.0,22.0,63.0,61.0,42.0,40.0,55.0,57.38095238095238
2021-01-06,44.0,19.0,37.0,49.0,44.0,84.0,35.0,32.0,50.0,37.0,51.30952380952381
2021-01-07,33.0,19.0,18.0,62.0,34.0,54.0,45.0,22.0,71.0,57.0,49.404761904761905
2021-01-08,33.0,38.0,28.0,30.0,34.0,32.0,9.0,43.0,41.0,28.0,37.61904761904762
2021-01-09,46.0,30.0,59.0,32.0,59.0,56.0,47.0,68.0,21.0,59.0,56.785714285714285
2021-01-10,24.0,20.0,30.0,11.0,36.0,46.0,49.0,0.0,44.0,52.0,37.142857142857146
2021-01-11,44.0,57.0,64.0,60.0,44.0,43.0,35.0,31.0,40.0,57.0,56.54761904761905
2021-01-12,66.0,47.0,28.0,60.0,44.0,64.0,62.0,43.0,39.0,57.0,60.714285714285715
2021-01-13,75.0,75.0,100.0,69.0,76.0,52.0,69.0,74.0,58.0,56.0,83.80952380952382
2021-01-14,22.0,37.0,37.0,40.0,33.0,31.0,53.0,21.0,59.0,74.0,48.452380952380956
2021-01-15,34.0,58.0,67.0,83.0,57.0,87.0,100.0,44.0,72.0,86.0,81.9047619047619
