date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,62.0,48.0,37.0,45.0,9.0,47.0,44.0,22.0,52.0,43.0,51.18898623279099
2021-02-27,78.0,100.0,50.0,60.0,20.0,50.0,57.0,95.0,100.0,76.0,85.85732165206507
2021-02-28,39.0,13.0,0.0,11.0,39.0,20.0,34.0,47.0,32.0,22.0,32.165206508135164
2021-03-01,12.0,0.0,19.0,0.0,19.0,30.0,0.0,23.0,21.0,11.0,16.896120150187734
2021-03-02,50.0,37.0,29.0,35.0,39.0,19.0,22.0,23.0,86.0,33.0,46.683354192740914
2021-03-03,24.0,12.0,18.0,32.0,0.0,36.0,31.0,11.0,41.0,10.0,26.90863579474343
2021-03-04,12.0,24.0,46.0,54.0,46.0,94.0,21.0,45.0,61.0,75.0,59.82478097622027
2021-03-05,25.0,0.0,10.0,44.0,19.0,29.0,11.0,12.0,53.0,32.0,29.41176470588235
2021-03-06,28.0,13.0,31.0,72.0,21.0,51.0,12.0,50.0,56.0,36.0,46.30788485607008
2021-03-07,39.0,25.0,20.0,23.0,66.0,49.0,79.0,36.0,32.0,45.0,51.81476846057571
2021-03-08,13.0,25.0,28.0,22.0,29.0,9.0,22.0,36.0,10.0,11.0,25.657071339173967
2021-03-09,76.0,38.0,0.0,36.0,48.0,39.0,56.0,35.0,65.0,33.0,53.31664580725907
2021-03-10,51.0,35.0,38.0,79.0,28.0,66.0,53.0,69.0,52.0,52.0,65.45682102628285
2021-03-11,87.0,36.0,73.0,100.0,38.0,72.0,73.0,100.0,70.0,42.0,86.48310387984979
2021-03-12,64.0,62.0,10.0,11.0,39.0,29.0,11.0,36.0,21.0,33.0,39.54943679599499
2021-03-13,63.0,35.0,45.0,44.0,28.0,0.0,52.0,34.0,40.0,54.0,49.43679599499374
2021-03-14,59.0,34.0,27.0,21.0,35.0,9.0,30.0,32.0,10.0,41.0,37.29662077596996
2021-03-15,49.0,37.0,51.0,61.0,51.0,51.0,25.0,36.0,48.0,50.0,57.44680851063829
2021-03-16,11.0,21.0,33.0,40.0,42.0,42.0,19.0,51.0,46.0,28.0,41.67709637046307
2021-03-17,61.0,48.0,9.0,22.0,9.0,37.0,42.0,46.0,10.0,42.0,40.80100125156445
2021-03-18,38.0,49.0,19.0,0.0,29.0,10.0,22.0,24.0,21.0,11.0,27.909887359198997
2021-03-19,78.0,87.0,49.0,81.0,48.0,59.0,78.0,47.0,75.0,100.0,87.85982478097621
2021-03-20,66.0,40.0,10.0,72.0,61.0,42.0,46.0,25.0,22.0,23.0,50.938673341677095
2021-03-21,39.0,25.0,58.0,45.0,39.0,67.0,90.0,60.0,76.0,44.0,67.95994993742177
2021-03-22,62.0,36.0,38.0,55.0,38.0,28.0,22.0,34.0,41.0,42.0,49.561952440550684
2021-03-23,90.0,76.0,69.0,71.0,49.0,79.0,45.0,73.0,54.0,78.0,85.60700876095119
2021-03-24,53.0,64.0,79.0,93.0,40.0,49.0,34.0,84.0,32.0,55.0,72.96620775969961
2021-03-25,92.0,65.0,100.0,48.0,78.0,80.0,57.0,60.0,43.0,79.0,87.85982478097621
2021-03-26,41.0,39.0,10.0,48.0,72.0,51.0,59.0,62.0,44.0,23.0,56.195244055068834
2021-03-27,40.0,26.0,10.0,36.0,20.0,21.0,35.0,0.0,23.0,23.0,29.286608260325405
2021-03-28,87.0,84.0,55.0,65.0,67.0,100.0,88.0,81.0,85.0,87.0,100.0
2021-03-29,68.0,66.0,20.0,72.0,100.0,62.0,47.0,60.0,57.0,92.0,80.60075093867334
2021-03-30,41.0,27.0,10.0,12.0,30.0,21.0,35.0,12.0,45.0,35.0,33.541927409261575
2021-03-31,63.0,61.0,69.0,92.0,39.0,10.0,89.0,60.0,73.0,66.0,77.84730913642052
2021-04-01,66.0,39.0,80.0,47.0,40.0,31.0,57.0,85.0,33.0,23.0,62.70337922403003
2021-04-02,40.0,25.0,10.0,24.0,20.0,0.0,12.0,37.0,34.0,35.0,29.662077596996244
2021-04-03,41.0,78.0,62.0,49.0,51.0,21.0,60.0,50.0,67.0,0.0,59.949937421777214
2021-04-04,68.0,13.0,93.0,61.0,32.0,42.0,72.0,50.0,34.0,49.0,64.33041301627033
2021-04-05,24.0,35.0,9.0,22.0,18.0,28.0,10.0,23.0,10.0,31.0,26.282853566958696
