date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,40.0,59.0,43.0,45.0,65.0,43.0,45.0,47.0,37.0,49.0,47.874493927125506
2021-04-19,83.0,78.0,77.0,55.0,81.0,73.0,61.0,71.0,66.0,50.0,70.34412955465588
2021-04-20,79.0,75.0,77.0,80.0,74.0,73.0,73.0,77.0,56.0,65.0,73.78542510121459
2021-04-21,69.0,60.0,66.0,46.0,60.0,60.0,53.0,64.0,53.0,52.0,59.008097165991906
2021-04-22,70.0,70.0,67.0,54.0,72.0,71.0,70.0,65.0,60.0,70.0,67.71255060728745
2021-04-23,60.0,53.0,41.0,41.0,54.0,42.0,42.0,53.0,47.0,41.0,47.97570850202429
2021-04-24,53.0,50.0,55.0,48.0,54.0,63.0,56.0,62.0,46.0,55.0,54.8582995951417
2021-04-25,46.0,43.0,49.0,37.0,45.0,40.0,41.0,51.0,47.0,45.0,44.93927125506073
2021-04-26,48.0,57.0,48.0,45.0,50.0,52.0,53.0,45.0,54.0,52.0,51.012145748987855
2021-04-27,73.0,70.0,75.0,66.0,63.0,61.0,60.0,54.0,67.0,72.0,66.90283400809716
2021-04-28,74.0,77.0,67.0,74.0,78.0,66.0,78.0,63.0,66.0,74.0,72.57085020242916
2021-04-29,61.0,68.0,61.0,59.0,68.0,69.0,63.0,62.0,63.0,67.0,64.87854251012145
2021-04-30,75.0,95.0,91.0,83.0,87.0,73.0,81.0,71.0,77.0,85.0,82.79352226720648
2021-05-01,65.0,57.0,61.0,60.0,62.0,63.0,63.0,62.0,55.0,63.0,61.8421052631579
2021-05-02,66.0,60.0,62.0,62.0,61.0,61.0,54.0,64.0,42.0,52.0,59.10931174089069
2021-05-03,84.0,90.0,73.0,73.0,75.0,74.0,83.0,80.0,63.0,72.0,77.63157894736842
2021-05-04,69.0,57.0,60.0,58.0,71.0,61.0,66.0,53.0,57.0,54.0,61.336032388663966
2021-05-05,54.0,65.0,50.0,51.0,60.0,58.0,54.0,57.0,50.0,60.0,56.578947368421055
2021-05-06,83.0,81.0,91.0,59.0,94.0,80.0,77.0,84.0,71.0,68.0,79.75708502024291
2021-05-07,68.0,72.0,81.0,79.0,81.0,80.0,82.0,75.0,81.0,72.0,78.03643724696356
2021-05-08,60.0,63.0,57.0,53.0,61.0,49.0,55.0,57.0,48.0,51.0,56.072874493927124
2021-05-09,58.0,57.0,56.0,41.0,48.0,51.0,57.0,44.0,38.0,44.0,50.0
2021-05-10,72.0,82.0,66.0,71.0,80.0,76.0,64.0,74.0,64.0,66.0,72.36842105263158
2021-05-11,92.0,100.0,99.0,100.0,98.0,100.0,99.0,100.0,100.0,100.0,100.0
2021-05-12,100.0,100.0,100.0,82.0,100.0,87.0,100.0,94.0,89.0,95.0,95.8502024291498
2021-05-13,80.0,81.0,85.0,78.0,87.0,85.0,67.0,72.0,65.0,67.0,77.63157894736842
2021-05-14,89.0,95.0,85.0,64.0,72.0,68.0,73.0,89.0,67.0,66.0,77.73279352226722
2021-05-15,66.0,85.0,72.0,72.0,79.0,72.0,66.0,73.0,66.0,74.0,73.38056680161944
2021-05-16,56.0,51.0,55.0,44.0,69.0,62.0,52.0,56.0,53.0,55.0,55.97165991902834
2021-05-17,84.0,82.0,82.0,73.0,81.0,82.0,86.0,77.0,83.0,69.0,80.87044534412956
2021-05-18,67.0,78.0,75.0,64.0,63.0,63.0,67.0,71.0,62.0,71.0,68.92712550607287
2021-05-19,66.0,71.0,62.0,70.0,60.0,62.0,62.0,56.0,63.0,65.0,64.47368421052632
2021-05-20,65.0,61.0,63.0,49.0,66.0,60.0,65.0,69.0,58.0,60.0,62.34817813765182
2021-05-21,60.0,58.0,71.0,59.0,75.0,58.0,62.0,65.0,60.0,58.0,63.36032388663968
2021-05-22,56.0,61.0,54.0,50.0,47.0,57.0,63.0,56.0,46.0,53.0,54.959514170040485
2021-05-23,38.0,32.0,38.0,43.0,43.0,44.0,42.0,24.0,36.0,39.0,38.36032388663968
2021-05-24,58.0,58.0,48.0,41.0,56.0,63.0,43.0,48.0,53.0,43.0,51.72064777327935
2021-05-25,71.0,76.0,74.0,75.0,71.0,61.0,70.0,68.0,62.0,70.0,70.64777327935222
2021-05-26,70.0,72.0,70.0,71.0,71.0,74.0,67.0,73.0,57.0,58.0,69.12955465587045
2021-05-27,78.0,94.0,70.0,88.0,89.0,73.0,78.0,77.0,77.0,67.0,80.06072874493927
2021-05-28,73.0,76.0,82.0,72.0,72.0,63.0,77.0,73.0,68.0,71.0,73.582995951417
2021-05-29,48.0,58.0,45.0,55.0,52.0,47.0,47.0,48.0,44.0,57.0,50.7085020242915
2021-05-30,51.0,52.0,57.0,47.0,49.0,50.0,50.0,48.0,44.0,47.0,50.10121457489878
2021-05-31,67.0,79.0,74.0,71.0,69.0,68.0,76.0,79.0,65.0,58.0,71.4574898785425
