date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,45.0,26.0,21.0,32.0,48.0,27.0,28.0,33.0,38.0,26.0,34.61538461538462
2020-11-16,51.0,15.0,34.0,26.0,24.0,42.0,34.0,32.0,44.0,26.0,35.04273504273504
2020-11-17,26.0,21.0,42.0,22.0,36.0,43.0,35.0,39.0,30.0,21.0,33.65384615384615
2020-11-18,26.0,32.0,56.0,16.0,48.0,32.0,21.0,19.0,37.0,27.0,33.54700854700855
2020-11-19,39.0,27.0,43.0,22.0,24.0,22.0,35.0,47.0,31.0,27.0,33.86752136752137
2020-11-20,7.0,16.0,14.0,11.0,19.0,11.0,14.0,7.0,0.0,11.0,11.752136752136753
2020-11-21,13.0,28.0,22.0,22.0,19.0,17.0,43.0,20.0,31.0,11.0,24.14529914529915
2020-11-22,60.0,27.0,43.0,28.0,25.0,11.0,50.0,34.0,39.0,38.0,37.92735042735043
2020-11-23,72.0,64.0,70.0,54.0,55.0,49.0,70.0,73.0,61.0,43.0,65.27777777777779
2020-11-24,13.0,47.0,41.0,37.0,12.0,27.0,47.0,32.0,66.0,21.0,36.64529914529914
2020-11-25,36.0,40.0,60.0,36.0,0.0,21.0,33.0,19.0,50.0,10.0,32.585470085470085
2020-11-26,71.0,31.0,62.0,21.0,41.0,43.0,41.0,52.0,53.0,32.0,47.75641025641026
2020-11-27,25.0,21.0,48.0,32.0,24.0,11.0,28.0,26.0,37.0,10.0,27.99145299145299
2020-11-28,13.0,16.0,14.0,21.0,6.0,26.0,40.0,13.0,30.0,20.0,21.260683760683758
2020-11-29,33.0,0.0,29.0,33.0,19.0,28.0,29.0,27.0,46.0,22.0,28.41880341880342
2020-11-30,37.0,10.0,27.0,15.0,17.0,15.0,7.0,19.0,51.0,20.0,23.290598290598293
2020-12-01,0.0,10.0,14.0,11.0,12.0,5.0,7.0,6.0,7.0,10.0,8.76068376068376
2020-12-02,13.0,5.0,14.0,21.0,6.0,11.0,7.0,19.0,7.0,0.0,11.004273504273504
