date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,39.0,42.0,46.0,39.0,35.0,54.0,26.0,51.0,13.0,29.0,40.82969432314411
2020-11-16,27.0,16.0,31.0,38.0,34.0,16.0,45.0,25.0,42.0,29.0,33.07860262008734
2020-11-17,44.0,40.0,32.0,29.0,25.0,22.0,45.0,56.0,30.0,29.0,38.42794759825328
2020-11-18,49.0,44.0,44.0,38.0,29.0,42.0,50.0,44.0,42.0,20.0,43.886462882096076
2020-11-19,38.0,20.0,32.0,29.0,24.0,41.0,20.0,10.0,17.0,25.0,27.94759825327511
2020-11-20,5.0,16.0,27.0,19.0,15.0,21.0,26.0,15.0,21.0,8.0,18.886462882096072
2020-11-21,51.0,12.0,28.0,20.0,35.0,49.0,31.0,36.0,30.0,25.0,34.606986899563324
2020-11-22,56.0,37.0,70.0,44.0,35.0,81.0,72.0,68.0,48.0,43.0,60.48034934497817
2020-11-23,54.0,28.0,45.0,52.0,59.0,32.0,41.0,41.0,43.0,25.0,45.851528384279476
2020-11-24,43.0,71.0,40.0,51.0,47.0,46.0,59.0,69.0,50.0,45.0,56.877729257641924
2020-11-25,41.0,38.0,30.0,54.0,61.0,60.0,73.0,38.0,48.0,51.0,53.930131004366814
2020-11-26,38.0,33.0,45.0,44.0,40.0,37.0,15.0,51.0,30.0,38.0,40.50218340611354
2020-11-27,48.0,28.0,35.0,14.0,29.0,42.0,35.0,30.0,46.0,20.0,35.69868995633188
2020-11-28,27.0,44.0,36.0,24.0,39.0,43.0,46.0,40.0,55.0,21.0,40.938864628820966
2020-11-29,43.0,40.0,13.0,57.0,48.0,46.0,40.0,35.0,54.0,20.0,43.23144104803494
2020-11-30,36.0,27.0,26.0,27.0,28.0,40.0,14.0,43.0,16.0,20.0,30.240174672489086
2020-12-01,37.0,24.0,18.0,38.0,19.0,52.0,34.0,34.0,37.0,12.0,33.29694323144105
2020-12-02,21.0,43.0,39.0,42.0,53.0,62.0,34.0,29.0,37.0,24.0,41.92139737991267
2020-12-03,77.0,41.0,36.0,39.0,24.0,26.0,45.0,65.0,29.0,29.0,44.86899563318777
2020-12-04,16.0,23.0,17.0,14.0,14.0,21.0,19.0,15.0,20.0,24.0,19.97816593886463
2020-12-05,22.0,4.0,19.0,5.0,15.0,27.0,21.0,5.0,13.0,4.0,14.737991266375547
2020-12-06,17.0,0.0,9.0,10.0,20.0,16.0,21.0,10.0,25.0,4.0,14.41048034934498
2020-12-07,22.0,12.0,23.0,29.0,15.0,21.0,36.0,30.0,30.0,17.0,25.655021834061138
