date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-12-29,41.0,29.0,37.0,25.0,49.0,21.0,23.0,36.0,40.0,28.0,9.0,38.0,65.0,39.0,41.0,44.0,27.0,44.0,39.0,28.0,41.49940968122786
2020-12-30,22.0,50.0,59.0,9.0,21.0,37.0,61.0,47.0,31.57894736842105,10.0,39.0,30.0,44.0,39.0,44.0,28.0,28.0,46.0,39.0,50.0,43.363574224818244
2020-12-31,12.0,22.0,11.0,19.0,33.0,16.0,51.0,10.0,22.105263157894736,34.0,31.0,32.0,60.0,21.0,35.0,30.0,10.0,24.0,21.0,41.0,31.588268191139004
2021-01-01,86.0,45.0,77.0,39.0,46.0,33.0,54.0,62.0,69.47368421052632,34.0,53.0,56.0,100.0,78.0,36.0,81.0,63.0,63.0,58.0,33.0,68.85913129932267
2021-01-02,33.0,51.0,49.0,45.0,21.0,23.0,12.0,10.0,31.57894736842105,21.0,29.0,20.0,80.0,50.0,44.0,56.0,58.0,47.0,61.0,51.0,46.787423103212575
2021-01-03,54.0,20.0,58.0,34.0,20.0,15.0,23.0,47.0,41.05263157894737,40.0,29.0,49.0,45.0,39.0,43.0,18.0,28.0,78.0,31.0,49.0,44.926365500528185
2021-01-04,42.0,29.0,58.0,34.0,49.0,21.0,46.0,37.0,20.0,39.0,65.0,29.0,43.0,48.0,73.0,45.0,36.0,33.0,38.0,66.0,50.23612750885478
2021-01-05,53.0,39.0,76.0,25.0,30.0,58.0,58.0,54.0,61.05263157894737,49.0,47.0,38.0,88.0,29.0,53.0,18.0,46.0,55.0,58.0,48.0,58.03144224196856
2021-01-06,21.0,10.0,39.0,17.0,39.0,21.0,23.0,9.0,38.94736842105263,29.0,18.0,19.0,21.0,37.0,10.0,18.0,27.0,22.0,10.0,28.0,26.974460945752806
2021-01-07,11.0,10.0,19.0,17.0,20.0,14.0,45.0,27.0,29.473684210526315,40.0,18.0,38.0,21.0,10.0,21.0,35.0,27.0,76.0,0.0,28.0,29.898092338283725
