date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,0.0,13.0,32.0,20.0,8.0,9.0,0.0,10.0,0.0,20.0,23.0,23.0,9.0,21.0,24.0,0.0,31.0,11.0,16.0,0.0,15.535097813578826
2020-01-30,16.0,14.0,12.0,11.0,26.0,20.0,22.0,11.0,23.0,11.0,12.0,8.0,20.0,33.0,0.0,21.0,11.0,47.0,25.0,25.0,21.17376294591484
2020-01-31,0.0,0.0,12.0,11.0,0.0,0.0,22.0,22.0,16.0,11.0,0.0,8.0,10.0,11.0,12.0,11.0,23.0,24.0,17.0,13.0,12.830840046029918
2020-02-01,16.0,14.0,11.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,11.0,12.0,11.0,11.0,12.0,0.0,13.0,10.011507479861908
2020-02-02,0.0,0.0,0.0,11.0,8.0,10.0,10.0,0.0,7.0,10.0,24.0,8.0,0.0,11.0,12.0,11.0,21.0,0.0,8.0,12.0,9.378596087456847
2020-02-03,28.0,12.0,10.0,0.0,15.0,35.0,0.0,19.0,7.0,0.0,11.0,7.0,9.0,39.0,22.0,0.0,0.0,32.0,0.0,11.0,14.78711162255466
2020-02-04,0.0,0.0,11.0,21.0,9.0,10.0,10.0,21.0,15.0,11.0,25.0,0.0,19.0,22.0,24.0,0.0,11.0,24.0,8.0,36.0,15.937859608745685
2020-02-05,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4741081703107017
2020-02-06,16.0,14.0,12.0,0.0,9.0,0.0,11.0,23.0,0.0,0.0,0.0,9.0,21.0,0.0,26.0,12.0,0.0,0.0,9.0,13.0,10.06904487917146
2020-02-07,0.0,0.0,0.0,0.0,9.0,10.0,11.0,0.0,0.0,0.0,13.0,0.0,10.0,12.0,13.0,12.0,12.0,13.0,0.0,13.0,7.3647871116225545
2020-02-08,0.0,28.0,12.0,11.0,9.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,12.0,13.0,0.0,0.0,7.710011507479861
2020-02-09,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,2.704257767548907
2020-02-10,16.0,13.0,11.0,10.0,8.0,9.0,0.0,10.0,7.0,10.0,23.0,0.0,0.0,11.0,12.0,21.0,0.0,0.0,8.0,12.0,10.414269275028769
2020-02-11,15.0,27.0,11.0,11.0,8.0,9.0,0.0,11.0,23.0,0.0,12.0,0.0,9.0,11.0,12.0,11.0,0.0,12.0,0.0,12.0,11.162255466052933
2020-02-12,30.0,38.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408515535097814
2020-02-13,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027617951668584
