date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,40.0,53.0,56.0,59.0,79.0,46.0,44.0,36.0,46.0,77.0,62.03703703703703
2020-02-02,19.0,25.0,40.0,44.0,45.0,32.0,32.0,69.0,22.0,24.0,40.74074074074074
2020-02-03,35.0,56.0,83.0,59.0,67.0,29.0,37.0,40.0,38.0,43.0,56.36574074074074
2020-02-04,29.0,38.0,40.0,34.0,45.0,22.0,31.0,23.0,22.0,25.0,35.763888888888886
2020-02-05,10.0,13.0,14.0,11.0,15.0,11.0,10.0,11.0,22.0,24.0,16.319444444444443
2020-02-06,10.0,14.0,29.0,12.0,32.0,0.0,11.0,0.0,0.0,26.0,15.509259259259258
2020-02-07,10.0,0.0,14.0,23.0,48.0,35.0,44.0,24.0,23.0,13.0,27.083333333333332
2020-02-08,31.0,27.0,0.0,35.0,16.0,11.0,45.0,24.0,35.0,52.0,31.944444444444443
2020-02-09,9.0,25.0,39.0,42.0,0.0,0.0,50.0,44.0,31.0,35.0,31.828703703703702
2020-02-10,18.0,37.0,26.0,11.0,44.0,41.0,40.0,33.0,21.0,12.0,32.754629629629626
2020-02-11,19.0,25.0,39.0,32.0,30.0,10.0,10.0,54.0,11.0,24.0,29.398148148148145
2020-02-12,0.0,0.0,26.0,21.0,15.0,21.0,20.0,0.0,0.0,12.0,13.310185185185185
2020-02-13,28.0,13.0,53.0,44.0,30.0,11.0,10.0,22.0,21.0,37.0,31.134259259259256
2020-02-14,10.0,26.0,28.0,23.0,46.0,33.0,21.0,46.0,11.0,37.0,32.523148148148145
2020-02-15,10.0,26.0,0.0,11.0,16.0,11.0,43.0,35.0,45.0,13.0,24.305555555555554
2020-02-16,0.0,25.0,0.0,11.0,30.0,0.0,10.0,33.0,11.0,0.0,13.888888888888888
2020-02-17,9.0,25.0,53.0,11.0,15.0,21.0,31.0,11.0,32.0,24.0,26.85185185185185
2020-02-18,0.0,37.0,39.0,0.0,29.0,0.0,10.0,33.0,42.0,0.0,21.99074074074074
2020-02-19,10.0,37.0,0.0,22.0,30.0,32.0,21.0,45.0,21.0,24.0,28.009259259259256
2020-02-20,19.0,50.0,40.0,66.0,45.0,53.0,31.0,34.0,53.0,48.0,50.81018518518518
2020-02-21,10.0,27.0,42.0,12.0,48.0,34.0,11.0,0.0,11.0,26.0,25.578703703703702
2020-02-22,32.0,57.0,30.0,12.0,50.0,12.0,24.0,13.0,0.0,13.0,28.124999999999996
2020-02-23,0.0,13.0,0.0,0.0,32.0,11.0,11.0,0.0,11.0,38.0,13.425925925925926
2020-02-24,56.0,62.0,52.0,42.0,59.0,41.0,61.0,55.0,62.0,35.0,60.763888888888886
2020-02-25,9.0,24.0,26.0,32.0,44.0,21.0,40.0,11.0,31.0,24.0,30.324074074074073
