date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,9.0,28.0,11.0,12.0,17.0,10.0,0.0,11.0,10.0,0.0,11.894273127753305
2020-02-03,0.0,12.0,0.0,11.0,15.0,9.0,14.0,10.0,17.0,0.0,9.691629955947137
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9735682819383262
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,8.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.9647577092511015
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,11.0,12.0,0.0,0.0,0.0,11.0,10.0,0.0,4.845814977973569
2020-02-13,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.9823788546255507
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,8.0,0.0,11.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,4.6255506607929515
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,9.0,30.0,24.0,26.0,36.0,0.0,34.0,24.0,11.0,0.0,21.365638766519822
2020-02-24,9.0,28.0,0.0,12.0,16.0,0.0,0.0,11.0,10.0,0.0,9.47136563876652
2020-02-25,25.0,41.0,33.0,36.0,16.0,30.0,79.0,11.0,0.0,15.0,31.497797356828194
2020-02-26,25.0,41.0,43.0,24.0,32.0,10.0,15.0,43.0,28.0,43.0,33.480176211453745
2020-02-27,9.0,42.0,46.0,25.0,50.0,10.0,16.0,11.0,30.0,30.0,29.625550660792953
2020-02-28,9.0,15.0,23.0,13.0,17.0,21.0,34.0,23.0,21.0,16.0,21.145374449339208
2020-02-29,9.0,61.0,12.0,53.0,36.0,22.0,18.0,12.0,22.0,33.0,30.61674008810573
2020-03-01,28.0,30.0,24.0,13.0,18.0,11.0,34.0,12.0,63.0,48.0,30.947136563876654
2020-03-02,43.0,83.0,67.0,84.0,66.0,59.0,95.0,66.0,78.0,74.0,78.74449339207048
2020-03-03,35.0,14.0,34.0,50.0,50.0,10.0,65.0,0.0,20.0,15.0,32.268722466960355
2020-03-04,17.0,0.0,0.0,12.0,32.0,0.0,16.0,11.0,0.0,14.0,11.233480176211453
2020-03-05,0.0,14.0,11.0,0.0,16.0,10.0,0.0,0.0,19.0,14.0,9.251101321585903
2020-03-06,0.0,28.0,0.0,25.0,0.0,10.0,32.0,22.0,10.0,30.0,17.290748898678416
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,17.0,28.0,22.0,12.0,17.0,10.0,32.0,22.0,30.0,29.0,24.118942731277535
2020-03-09,0.0,26.0,11.0,35.0,32.0,9.0,0.0,11.0,28.0,0.0,16.740088105726873
2020-03-10,24.0,13.0,21.0,23.0,46.0,0.0,30.0,21.0,18.0,28.0,24.669603524229075
2020-03-11,15.0,0.0,10.0,11.0,30.0,18.0,0.0,30.0,9.0,27.0,16.519823788546255
2020-03-12,24.0,26.0,30.0,34.0,0.0,9.0,15.0,31.0,18.0,0.0,20.594713656387665
2020-03-13,0.0,27.0,22.0,47.0,16.0,10.0,0.0,0.0,19.0,29.0,18.722466960352424
2020-03-14,60.0,82.0,45.0,61.0,100.0,79.0,32.0,55.0,69.0,88.0,73.8986784140969
2020-03-15,8.0,37.0,40.0,43.0,90.0,45.0,100.0,60.0,27.0,53.0,55.396475770925115
2020-03-16,29.0,93.0,75.0,41.0,42.0,59.0,82.0,66.0,34.0,100.0,68.3920704845815
2020-03-17,15.0,24.0,49.0,53.0,72.0,43.0,70.0,48.0,26.0,0.0,44.05286343612335
2020-03-18,55.0,89.0,91.0,100.0,45.0,100.0,58.0,70.0,100.0,67.0,85.35242290748899
2020-03-19,100.0,100.0,100.0,88.0,74.0,72.0,100.0,100.0,80.0,94.0,100.0
2020-03-20,22.0,36.0,28.0,42.0,72.0,26.0,41.0,47.0,25.0,38.0,41.51982378854626
2020-03-21,17.0,14.0,22.0,0.0,16.0,20.0,16.0,0.0,19.0,15.0,15.308370044052865
2020-03-22,17.0,56.0,11.0,37.0,0.0,20.0,48.0,22.0,10.0,75.0,32.59911894273128
2020-03-23,7.0,34.0,9.0,10.0,40.0,8.0,65.0,18.0,33.0,12.0,25.991189427312776
2020-03-24,15.0,24.0,39.0,43.0,15.0,9.0,56.0,39.0,17.0,39.0,32.59911894273128
2020-03-25,15.0,0.0,0.0,11.0,14.0,26.0,0.0,10.0,34.0,52.0,17.841409691629956
2020-03-26,23.0,24.0,29.0,33.0,43.0,26.0,14.0,19.0,17.0,13.0,26.54185022026432
2020-03-27,14.0,12.0,9.0,0.0,28.0,0.0,0.0,19.0,16.0,25.0,13.54625550660793
2020-03-28,33.0,41.0,22.0,35.0,31.0,38.0,31.0,32.0,38.0,29.0,36.34361233480176
2020-03-29,41.0,40.0,11.0,23.0,63.0,38.0,46.0,32.0,28.0,85.0,44.823788546255514
2020-03-30,7.0,12.0,19.0,10.0,14.0,0.0,27.0,9.0,8.0,0.0,11.674008810572687
2020-03-31,14.0,47.0,38.0,10.0,41.0,42.0,13.0,19.0,33.0,50.0,33.81057268722467
2020-04-01,44.0,36.0,29.0,42.0,72.0,44.0,55.0,10.0,17.0,39.0,42.731277533039645
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,30.0,12.0,29.0,32.0,29.0,35.0,56.0,39.0,9.0,52.0,35.5726872246696
2020-04-04,9.0,28.0,22.0,12.0,16.0,10.0,48.0,33.0,0.0,30.0,22.90748898678414
2020-04-05,18.0,0.0,12.0,25.0,17.0,21.0,0.0,23.0,20.0,15.0,16.629955947136565
2020-04-06,14.0,11.0,18.0,19.0,27.0,8.0,51.0,0.0,8.0,36.0,21.145374449339208
2020-04-07,14.0,23.0,19.0,20.0,0.0,17.0,27.0,9.0,17.0,38.0,20.26431718061674
2020-04-08,8.0,49.0,40.0,22.0,58.0,18.0,14.0,29.0,26.0,0.0,29.07488986784141
2020-04-09,15.0,36.0,29.0,21.0,44.0,44.0,42.0,29.0,17.0,26.0,33.370044052863435
2020-04-10,8.0,12.0,10.0,11.0,15.0,18.0,28.0,10.0,18.0,26.0,17.180616740088105
2020-04-11,17.0,27.0,22.0,12.0,16.0,0.0,16.0,33.0,10.0,15.0,18.502202643171806
2020-04-12,0.0,13.0,0.0,12.0,0.0,19.0,0.0,11.0,0.0,14.0,7.599118942731278
2020-04-13,23.0,38.0,30.0,33.0,30.0,18.0,29.0,20.0,26.0,40.0,31.607929515418505
2020-04-14,15.0,0.0,19.0,10.0,14.0,8.0,27.0,9.0,17.0,25.0,15.859030837004406
2020-04-15,8.0,12.0,20.0,11.0,60.0,9.0,56.0,10.0,18.0,13.0,23.898678414096917
2020-04-16,8.0,13.0,20.0,11.0,30.0,9.0,29.0,20.0,0.0,13.0,16.85022026431718
2020-04-17,0.0,25.0,20.0,0.0,15.0,18.0,0.0,0.0,0.0,0.0,8.590308370044053
2020-04-18,0.0,13.0,10.0,11.0,0.0,9.0,0.0,0.0,9.0,0.0,5.726872246696035
2020-04-19,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,3.9647577092511015
2020-04-20,15.0,12.0,0.0,0.0,14.0,9.0,0.0,10.0,0.0,26.0,9.47136563876652
2020-04-21,0.0,12.0,20.0,11.0,15.0,9.0,14.0,10.0,0.0,26.0,12.885462555066079
2020-04-22,8.0,38.0,20.0,33.0,0.0,18.0,29.0,10.0,9.0,40.0,22.577092511013216
2020-04-23,7.0,12.0,19.0,11.0,14.0,9.0,14.0,0.0,17.0,13.0,12.775330396475772
2020-04-24,0.0,13.0,10.0,11.0,0.0,0.0,0.0,10.0,18.0,14.0,8.370044052863436
2020-04-25,16.0,26.0,11.0,12.0,31.0,19.0,30.0,21.0,19.0,42.0,25.0
2020-04-26,8.0,14.0,33.0,12.0,32.0,19.0,31.0,22.0,29.0,14.0,23.568281938325992
2020-04-27,7.0,23.0,0.0,0.0,14.0,0.0,54.0,28.0,0.0,12.0,15.198237885462555
2020-04-28,7.0,11.0,9.0,10.0,13.0,0.0,0.0,9.0,23.0,0.0,9.030837004405285
2020-04-29,7.0,33.0,9.0,19.0,26.0,8.0,25.0,18.0,8.0,12.0,18.17180616740088
2020-04-30,13.0,32.0,9.0,10.0,13.0,15.0,12.0,17.0,0.0,12.0,14.647577092511014
2020-05-01,0.0,12.0,0.0,0.0,14.0,0.0,0.0,9.0,8.0,0.0,4.73568281938326
2020-05-02,15.0,12.0,20.0,21.0,0.0,0.0,14.0,10.0,0.0,13.0,11.56387665198238
2020-05-03,16.0,51.0,51.0,23.0,31.0,37.0,59.0,20.0,27.0,82.0,43.72246696035243
2020-05-04,7.0,11.0,0.0,10.0,13.0,0.0,13.0,9.0,0.0,0.0,6.938325991189427
2020-05-05,0.0,21.0,17.0,0.0,12.0,7.0,0.0,16.0,7.0,11.0,10.022026431718063
2020-05-06,14.0,23.0,28.0,0.0,41.0,8.0,39.0,18.0,16.0,25.0,23.348017621145374
2020-05-07,7.0,12.0,38.0,20.0,28.0,8.0,0.0,0.0,8.0,0.0,13.325991189427313
2020-05-08,8.0,38.0,20.0,22.0,60.0,18.0,14.0,20.0,27.0,13.0,26.431718061674008
2020-05-09,0.0,39.0,10.0,0.0,31.0,9.0,15.0,10.0,18.0,28.0,17.62114537444934
2020-05-10,22.0,24.0,19.0,0.0,14.0,26.0,14.0,19.0,9.0,52.0,21.916299559471362
2020-05-11,7.0,11.0,9.0,20.0,0.0,0.0,13.0,0.0,8.0,12.0,8.81057268722467
