date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,11.0,27.0,0.0,27.0,23.0,33.0,25.0,10.0,29.0,9.0,20.99567099567099
2021-04-19,47.0,55.0,66.0,56.0,54.0,66.0,66.0,61.0,100.0,78.0,70.23809523809524
2021-04-20,66.0,54.0,57.0,32.0,34.0,52.0,37.0,86.0,67.0,55.0,58.441558441558435
2021-04-21,10.0,32.0,29.0,33.0,42.0,30.0,30.0,26.0,26.0,16.0,29.653679653679653
2021-04-22,50.0,33.0,20.0,59.0,35.0,15.0,8.0,36.0,44.0,25.0,35.17316017316017
2021-04-23,41.0,33.0,31.0,52.0,22.0,8.0,24.0,18.0,27.0,42.0,32.25108225108225
2021-04-24,55.0,36.0,33.0,57.0,39.0,25.0,0.0,40.0,57.0,55.0,42.96536796536797
2021-04-25,10.0,8.0,30.0,34.0,7.0,16.0,8.0,19.0,9.0,17.0,17.0995670995671
2021-04-26,17.0,29.0,26.0,38.0,6.0,34.0,48.0,40.0,39.0,7.0,30.735930735930733
2021-04-27,54.0,45.0,27.0,39.0,32.0,57.0,35.0,91.0,48.0,23.0,48.8095238095238
2021-04-28,35.0,14.0,26.0,30.0,13.0,28.0,21.0,0.0,31.0,37.0,25.432900432900432
2021-04-29,18.0,8.0,36.0,8.0,33.0,21.0,36.0,25.0,40.0,8.0,25.216450216450216
2021-04-30,28.0,39.0,37.0,24.0,33.0,43.0,22.0,52.0,41.0,39.0,38.74458874458874
2021-05-01,19.0,32.0,0.0,33.0,28.0,8.0,30.0,35.0,0.0,0.0,20.02164502164502
2021-05-02,39.0,57.0,68.0,42.0,42.0,23.0,8.0,53.0,43.0,41.0,45.02164502164502
2021-05-03,19.0,38.0,28.0,16.0,20.0,21.0,15.0,34.0,17.0,31.0,25.865800865800864
2021-05-04,53.0,30.0,44.0,54.0,32.0,35.0,48.0,41.0,32.0,30.0,43.18181818181818
2021-05-05,56.0,77.0,64.0,55.0,66.0,50.0,58.0,68.0,74.0,54.0,67.31601731601731
2021-05-06,27.0,60.0,63.0,31.0,19.0,43.0,43.0,42.0,48.0,38.0,44.8051948051948
2021-05-07,50.0,75.0,40.0,50.0,42.0,23.0,47.0,28.0,44.0,25.0,45.887445887445885
2021-05-08,50.0,34.0,49.0,26.0,36.0,24.0,39.0,46.0,27.0,33.0,39.39393939393939
2021-05-09,39.0,49.0,39.0,58.0,42.0,52.0,30.0,63.0,26.0,24.0,45.670995670995666
2021-05-10,71.0,75.0,63.0,38.0,44.0,35.0,42.0,66.0,64.0,22.0,56.277056277056275
2021-05-11,35.0,37.0,43.0,52.0,25.0,34.0,62.0,55.0,47.0,44.0,46.96969696969697
2021-05-12,62.0,51.0,70.0,37.0,31.0,34.0,48.0,41.0,55.0,15.0,48.05194805194805
2021-05-13,39.0,24.0,78.0,17.0,49.0,53.0,61.0,36.0,35.0,49.0,47.72727272727273
2021-05-14,39.0,8.0,38.0,33.0,48.0,38.0,37.0,35.0,60.0,16.0,38.095238095238095
2021-05-15,0.0,8.0,38.0,41.0,34.0,53.0,45.0,26.0,59.0,16.0,34.63203463203463
2021-05-16,27.0,23.0,73.0,62.0,26.0,42.0,28.0,42.0,56.0,30.0,44.26406926406926
2021-05-17,98.0,53.0,79.0,45.0,51.0,63.0,28.0,50.0,49.0,60.0,62.33766233766234
2021-05-18,47.0,46.0,37.0,40.0,20.0,29.0,58.0,43.0,50.0,55.0,45.99567099567099
2021-05-19,87.0,63.0,56.0,8.0,41.0,60.0,37.0,69.0,34.0,55.0,55.19480519480519
2021-05-20,58.0,40.0,97.0,50.0,76.0,46.0,53.0,53.0,86.0,64.0,67.42424242424242
2021-05-21,50.0,65.0,39.0,50.0,21.0,38.0,38.0,73.0,34.0,57.0,50.32467532467532
2021-05-22,52.0,52.0,31.0,63.0,52.0,49.0,57.0,10.0,28.0,35.0,46.42857142857142
2021-05-23,49.0,24.0,29.0,33.0,28.0,23.0,15.0,9.0,26.0,0.0,25.54112554112554
2021-05-24,92.0,100.0,100.0,100.0,78.0,92.0,100.0,59.0,74.0,98.0,96.64502164502164
2021-05-25,58.0,24.0,68.0,82.0,21.0,60.0,30.0,98.0,79.0,64.0,63.2034632034632
2021-05-26,99.0,59.0,71.0,53.0,45.0,28.0,35.0,91.0,40.0,46.0,61.36363636363636
2021-05-27,100.0,100.0,89.0,77.0,100.0,100.0,70.0,100.0,88.0,100.0,100.0
2021-05-28,64.0,45.0,65.0,37.0,31.0,34.0,76.0,59.0,19.0,36.0,50.43290043290043
2021-05-29,22.0,37.0,45.0,29.0,16.0,35.0,26.0,41.0,20.0,37.0,33.33333333333333
2021-05-30,69.0,47.0,80.0,29.0,57.0,79.0,44.0,31.0,30.0,47.0,55.51948051948052
2021-05-31,50.0,41.0,89.0,68.0,21.0,38.0,31.0,36.0,9.0,74.0,49.458874458874455
