date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,60.0,32.0,35.0,42.0,27.0,44.0,45.0,27.0,43.0,43.0,48.65525672371638
2021-02-27,42.0,41.0,58.0,53.0,49.0,33.0,45.0,30.0,64.0,49.0,56.72371638141809
2021-02-28,93.0,61.0,60.0,76.0,67.0,69.0,100.0,34.0,76.0,65.0,85.69682151589241
2021-03-01,48.0,54.0,63.0,62.0,74.0,55.0,67.0,32.0,54.0,52.0,68.58190709046455
2021-03-02,69.0,47.0,61.0,70.0,51.0,42.0,60.0,57.0,59.0,50.0,69.19315403422983
2021-03-03,68.0,34.0,60.0,44.0,61.0,52.0,81.0,71.0,52.0,63.0,71.63814180929096
2021-03-04,54.0,31.0,52.0,68.0,49.0,45.0,51.0,43.0,67.0,34.0,60.39119804400978
2021-03-05,61.0,53.0,94.0,42.0,59.0,61.0,56.0,48.0,62.0,62.0,73.10513447432763
2021-03-06,71.0,62.0,37.0,40.0,29.0,17.0,36.0,35.0,79.0,26.0,52.81173594132029
2021-03-07,51.0,37.0,79.0,76.0,79.0,80.0,65.0,39.0,57.0,44.0,74.20537897310514
2021-03-08,41.0,30.0,45.0,50.0,67.0,75.0,82.0,52.0,60.0,37.0,65.89242053789731
2021-03-09,42.0,31.0,34.0,46.0,74.0,44.0,67.0,48.0,79.0,61.0,64.30317848410758
2021-03-10,58.0,44.0,57.0,55.0,48.0,60.0,56.0,48.0,48.0,37.0,62.46943765281174
2021-03-11,55.0,32.0,81.0,69.0,60.0,62.0,64.0,60.0,82.0,34.0,73.22738386308069
2021-03-12,71.0,77.0,45.0,36.0,64.0,76.0,90.0,54.0,61.0,38.0,74.81662591687042
2021-03-13,57.0,57.0,43.0,50.0,51.0,64.0,48.0,51.0,66.0,71.0,68.21515892420538
2021-03-14,76.0,66.0,57.0,61.0,72.0,42.0,49.0,47.0,66.0,83.0,75.67237163814181
2021-03-15,49.0,47.0,83.0,35.0,48.0,74.0,64.0,52.0,46.0,51.0,67.11491442542787
2021-03-16,72.0,42.0,65.0,45.0,46.0,47.0,63.0,32.0,69.0,49.0,64.79217603911981
2021-03-17,71.0,27.0,63.0,41.0,37.0,32.0,39.0,53.0,42.0,38.0,54.156479217603916
2021-03-18,64.0,44.0,100.0,67.0,80.0,80.0,71.0,78.0,95.0,61.0,90.46454767726162
2021-03-19,72.0,48.0,68.0,36.0,37.0,44.0,50.0,53.0,79.0,38.0,64.18092909535453
2021-03-20,59.0,50.0,51.0,51.0,35.0,42.0,56.0,53.0,27.0,46.0,57.457212713936435
2021-03-21,65.0,68.0,63.0,28.0,52.0,79.0,80.0,76.0,100.0,57.0,81.66259168704157
2021-03-22,77.0,53.0,68.0,77.0,100.0,75.0,60.0,89.0,79.0,65.0,90.83129584352079
2021-03-23,82.0,35.0,66.0,31.0,73.0,48.0,72.0,26.0,55.0,51.0,65.89242053789731
2021-03-24,36.0,45.0,46.0,37.0,54.0,74.0,23.0,64.0,56.0,29.0,56.72371638141809
2021-03-25,92.0,58.0,94.0,89.0,76.0,56.0,68.0,38.0,68.0,68.0,86.43031784841077
2021-03-26,44.0,28.0,36.0,43.0,27.0,51.0,65.0,56.0,38.0,44.0,52.81173594132029
2021-03-27,47.0,41.0,94.0,41.0,42.0,57.0,59.0,56.0,57.0,49.0,66.38141809290954
2021-03-28,71.0,71.0,63.0,100.0,52.0,100.0,89.0,65.0,96.0,74.0,95.47677261613691
2021-03-29,78.0,100.0,87.0,83.0,54.0,56.0,57.0,66.0,80.0,100.0,93.03178484107579
2021-03-30,62.0,55.0,76.0,47.0,55.0,39.0,63.0,16.0,31.0,44.0,59.65770171149144
2021-03-31,58.0,26.0,39.0,35.0,62.0,43.0,39.0,47.0,42.0,28.0,51.22249388753056
2021-04-01,100.0,89.0,85.0,86.0,74.0,81.0,60.0,79.0,84.0,80.0,100.0
2021-04-02,64.0,57.0,30.0,56.0,52.0,77.0,59.0,70.0,58.0,60.0,71.27139364303179
2021-04-03,62.0,36.0,66.0,60.0,81.0,44.0,51.0,55.0,63.0,72.0,72.12713936430318
2021-04-04,88.0,27.0,77.0,37.0,51.0,53.0,48.0,58.0,82.0,46.0,69.31540342298288
2021-04-05,32.0,34.0,56.0,62.0,64.0,66.0,67.0,81.0,100.0,42.0,73.83863080684597
2021-04-06,54.0,44.0,76.0,38.0,57.0,58.0,37.0,75.0,65.0,39.0,66.38141809290954
2021-04-07,64.0,71.0,46.0,55.0,66.0,58.0,50.0,67.0,64.0,55.0,72.86063569682152
2021-04-08,65.0,37.0,48.0,47.0,54.0,61.0,41.0,68.0,45.0,51.0,63.20293398533008
2021-04-09,48.0,36.0,67.0,46.0,47.0,48.0,49.0,28.0,59.0,55.0,59.04645476772616
2021-04-10,55.0,55.0,47.0,58.0,80.0,95.0,86.0,97.0,68.0,82.0,88.38630806845966
2021-04-11,69.0,38.0,70.0,84.0,56.0,78.0,64.0,72.0,53.0,45.0,76.89486552567237
2021-04-12,78.0,42.0,64.0,59.0,71.0,88.0,47.0,100.0,35.0,53.0,77.87286063569682
2021-04-13,63.0,43.0,65.0,45.0,51.0,47.0,64.0,47.0,47.0,36.0,62.10268948655257
2021-04-14,65.0,53.0,74.0,78.0,53.0,65.0,61.0,64.0,74.0,52.0,78.11735941320293
2021-04-15,24.0,27.0,40.0,47.0,55.0,33.0,45.0,54.0,31.0,29.0,47.06601466992665
2021-04-16,90.0,71.0,52.0,52.0,64.0,94.0,34.0,54.0,56.0,53.0,75.79462102689487
2021-04-17,46.0,43.0,67.0,28.0,23.0,47.0,30.0,46.0,46.0,51.0,52.20048899755501
2021-04-18,58.0,54.0,58.0,51.0,40.0,66.0,74.0,46.0,73.0,47.0,69.31540342298288
2021-04-19,65.0,49.0,64.0,41.0,79.0,65.0,83.0,63.0,42.0,47.0,73.10513447432763
2021-04-20,57.0,52.0,73.0,70.0,77.0,69.0,43.0,62.0,53.0,59.0,75.18337408312959
2021-04-21,57.0,38.0,28.0,39.0,46.0,37.0,64.0,15.0,53.0,32.0,50.0
2021-04-22,29.0,13.0,45.0,25.0,21.0,49.0,33.0,21.0,54.0,37.0,39.975550122249395
2021-04-23,37.0,27.0,24.0,26.0,61.0,56.0,40.0,39.0,64.0,39.0,50.488997555012226
