date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,22.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0,0.0,0.0,32.142857142857146,0.0,0.0,21.0,24.0,0.0,0.0,0.0,11.73173582037056
2020-10-07,42.0,22.0,0.0,27.0,31.0,0.0,0.0,55.0,26.0,23.0,18.0,34.52380952380953,32.142857142857146,0.0,18.0,43.0,47.0,52.0,27.0,0.0,37.1540518359675
2020-10-08,22.0,23.0,0.0,0.0,32.0,30.0,0.0,29.0,0.0,49.0,0.0,75.0,32.142857142857146,0.0,19.0,22.0,25.0,27.0,29.0,0.0,30.918456493867502
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,27.0,0.0,30.0,38.29787234042553,11.593995711222306
2020-10-10,0.0,0.0,28.0,33.0,76.0,71.0,0.0,34.0,64.0,29.0,45.0,42.857142857142854,38.095238095238095,32.0,0.0,0.0,29.0,32.0,0.0,0.0,41.356146302536594
2020-10-11,0.0,24.0,26.0,61.0,0.0,0.0,33.0,31.0,30.0,26.0,41.0,0.0,0.0,0.0,20.0,24.0,0.0,58.0,30.0,38.29787234042553,33.02041140497181
2020-10-12,23.0,24.0,0.0,0.0,67.0,0.0,64.0,29.0,28.0,25.0,0.0,0.0,33.333333333333336,0.0,0.0,23.0,25.0,28.0,0.0,0.0,27.57313424933154
2020-10-13,0.0,0.0,25.0,59.0,0.0,62.0,32.0,61.0,29.0,0.0,20.0,77.38095238095238,33.333333333333336,58.0,20.0,23.0,0.0,28.0,0.0,38.29787234042553,42.2564870599181
2020-10-14,0.0,0.0,0.0,29.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,0.0,37.23404255319149,10.842665395917724
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,25.0,25.0,0.0,31.0,36.0,0.0,34.0,32.0,30.0,0.0,0.0,40.476190476190474,0.0,31.0,42.0,25.0,27.0,30.0,0.0,0.0,30.49540299004202
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,26.0,0.0,0.0,33.0,0.0,7.604297854476554
2020-10-18,25.0,26.0,0.0,98.0,37.0,0.0,35.0,100.0,31.0,28.0,0.0,0.0,36.904761904761905,0.0,22.0,0.0,28.0,32.0,32.0,0.0,39.63549171554891
2020-10-19,0.0,23.0,50.0,58.0,66.0,0.0,32.0,0.0,0.0,25.0,20.0,38.095238095238095,33.333333333333336,57.0,0.0,0.0,0.0,56.0,29.0,74.46808510638297,41.949238117930044
2020-10-20,22.0,0.0,0.0,0.0,32.0,0.0,30.0,0.0,0.0,0.0,19.0,0.0,32.142857142857146,0.0,19.0,22.0,0.0,0.0,0.0,0.0,13.150209333197182
2020-10-21,0.0,44.0,0.0,28.0,65.0,0.0,31.0,58.0,55.0,0.0,19.0,36.904761904761905,32.142857142857146,0.0,38.0,22.0,50.0,0.0,28.0,36.17021276595744,40.554742427508685
2020-10-22,0.0,23.0,49.0,29.0,67.0,32.0,0.0,30.0,28.0,25.0,59.0,0.0,0.0,57.0,20.0,23.0,25.0,57.0,0.0,74.46808510638297,44.67953299976174
2020-10-23,47.0,47.0,0.0,30.0,67.0,32.0,65.0,93.0,29.0,52.0,0.0,77.38095238095238,34.52380952380953,59.0,20.0,0.0,26.0,0.0,60.0,0.0,55.164043855966675
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,21.0,39.285714285714285,0.0,0.0,0.0,0.0,26.0,0.0,30.0,0.0,10.99583602800186
2020-10-25,68.0,92.0,100.0,88.0,100.0,94.0,31.0,60.0,28.0,100.0,100.0,75.0,100.0,0.0,20.0,23.0,100.0,57.0,29.0,74.46808510638297,100.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,21.0,0.0,0.0,82.0,62.0,58.0,58.0,0.0,0.0,23.0,18.0,0.0,30.952380952380953,80.0,36.0,43.0,23.0,53.0,27.0,35.106382978723396,48.53111254826767
2020-10-28,22.0,44.0,0.0,0.0,32.0,30.0,31.0,0.0,27.0,24.0,0.0,0.0,32.142857142857146,0.0,0.0,22.0,48.0,0.0,28.0,0.0,25.393875443911185
2020-10-29,0.0,0.0,48.0,27.0,62.0,0.0,0.0,28.0,27.0,24.0,37.0,0.0,0.0,27.0,0.0,0.0,24.0,27.0,0.0,35.106382978723396,27.332221428004136
2020-10-30,0.0,0.0,0.0,24.0,0.0,0.0,26.0,25.0,24.0,0.0,50.0,32.142857142857146,28.57142857142857,49.0,0.0,19.0,0.0,0.0,73.0,93.61702127659576,33.172220520326306
2020-10-31,20.0,81.0,65.0,25.0,29.0,54.0,55.0,52.0,25.0,44.0,35.0,65.47619047619048,58.33333333333334,49.0,51.0,40.0,44.0,49.0,51.0,64.8936170212766,71.49876517996604
2020-11-01,0.0,0.0,22.0,51.0,29.0,0.0,28.0,0.0,0.0,44.0,18.0,0.0,58.33333333333334,25.0,17.0,0.0,0.0,49.0,0.0,32.97872340425532,27.94482831652239
2020-11-02,59.0,20.0,65.0,50.0,86.0,27.0,83.0,78.0,0.0,65.0,17.0,98.8095238095238,28.57142857142857,98.0,34.0,40.0,44.0,49.0,75.0,64.8936170212766,80.79883212120525
2020-11-03,0.0,21.0,22.0,0.0,29.0,28.0,28.0,27.0,51.0,0.0,0.0,67.85714285714286,0.0,26.0,0.0,0.0,23.0,25.0,26.0,0.0,27.91086603809978
2020-11-04,54.0,37.0,40.0,23.0,0.0,100.0,100.0,24.0,45.0,40.0,32.0,29.761904761904763,79.76190476190476,23.0,16.0,36.0,20.0,45.0,47.0,29.78723404255319,61.31620847846725
2020-11-05,38.0,38.0,83.0,73.0,27.0,26.0,52.0,75.0,47.0,21.0,66.0,63.0952380952381,0.0,24.0,65.0,38.0,42.0,23.0,97.0,92.55319148936172,73.95834515205495
2020-11-06,19.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.142857142857146,28.57142857142857,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9.460045156971534
2020-11-07,77.0,39.0,63.0,48.0,55.0,79.0,79.0,25.0,48.0,21.0,0.0,0.0,27.380952380952376,72.0,66.0,57.0,63.0,47.0,73.0,0.0,70.13089470559092
2020-11-08,77.0,100.0,64.0,100.0,85.0,80.0,81.0,25.0,24.0,44.0,0.0,64.28571428571429,58.33333333333334,100.0,100.0,19.0,22.0,73.0,100.0,96.80851063829788,98.05590538971528
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-11,38.0,57.0,21.0,24.0,55.0,52.0,52.0,0.0,0.0,0.0,33.0,92.85714285714286,54.76190476190475,0.0,0.0,19.0,21.0,23.0,72.0,30.851063829787236,48.188539811127384
2020-11-12,40.0,61.0,45.0,77.0,29.0,0.0,28.0,53.0,100.0,22.0,0.0,66.66666666666667,29.761904761904763,25.0,35.0,81.0,22.0,74.0,78.0,100.0,72.15017529527894
2020-11-13,19.0,0.0,0.0,25.0,0.0,54.0,81.0,0.0,25.0,22.0,34.0,0.0,28.57142857142857,49.0,17.0,0.0,0.0,24.0,50.0,64.8936170212766,36.840373509422825
2020-11-14,0.0,20.0,22.0,25.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,0.0,26.0,31.914893617021278,14.47700738622826
2020-11-15,39.0,0.0,43.0,25.0,28.0,27.0,0.0,50.0,48.0,43.0,17.0,0.0,28.57142857142857,24.0,0.0,20.0,22.0,24.0,25.0,63.829787234042556,39.37392922382201
2020-11-16,100.0,40.0,21.0,76.0,29.0,0.0,56.0,79.0,49.0,22.0,53.0,100.0,88.09523809523809,100.0,34.0,100.0,67.0,100.0,51.0,32.97872340425532,89.44400951548916
2020-11-17,0.0,21.0,22.0,51.0,59.0,55.0,28.0,54.0,25.0,22.0,0.0,0.0,0.0,0.0,18.0,41.0,23.0,25.0,26.0,32.97872340425532,37.550631403383385
2020-11-18,0.0,20.0,44.0,25.0,0.0,28.0,0.0,26.0,0.0,43.0,17.0,0.0,28.57142857142857,49.0,17.0,20.0,22.0,25.0,25.0,32.97872340425532,31.54611570623008
2020-11-19,0.0,20.0,0.0,26.0,58.0,0.0,27.0,26.0,49.0,0.0,17.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,25.0,0.0,23.74076721467715
2020-11-20,20.0,21.0,0.0,0.0,30.0,28.0,0.0,0.0,25.0,23.0,18.0,0.0,0.0,25.0,18.0,20.0,0.0,0.0,26.0,32.97872340425532,21.424827257564928
