date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,31.0,0.0,46.0,39.0,24.0,41.0,0.0,62.16216216216216,0.0,31.0,0.0,19.0,0.0,32.0,43.0,24.0,0.0,59.0,0.0,30.647285784110302
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.9020300768189229
2020-10-08,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,30.0,0.0,0.0,10.6649543593061
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,3.3285526344331147
2020-10-10,41.0,0.0,0.0,0.0,0.0,29.0,50.0,0.0,37.837837837837846,0.0,0.0,0.0,0.0,29.0,0.0,52.0,0.0,0.0,0.0,0.0,16.224169680356002
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,32.0,0.0,0.0,5.570230939255415
2020-10-12,0.0,34.0,0.0,26.0,0.0,0.0,44.0,0.0,0.0,26.0,33.0,0.0,21.0,0.0,35.0,0.0,0.0,31.0,0.0,0.0,16.982411400168953
2020-10-13,0.0,0.0,0.0,0.0,43.0,26.0,0.0,0.0,0.0,27.0,0.0,51.0,0.0,25.0,35.0,47.0,0.0,61.0,0.0,52.0,24.93017993544802
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,47.0,0.0,0.0,0.0,0.0,7.8798388896783935
2020-10-15,0.0,34.0,0.0,0.0,87.0,26.0,45.0,0.0,0.0,26.0,0.0,51.0,20.0,0.0,35.0,0.0,0.0,31.0,32.0,50.0,29.685255127495328
2020-10-16,37.0,0.0,52.17391304347826,27.0,0.0,27.0,46.0,53.96825396825397,71.62162162162163,0.0,35.0,53.0,21.0,0.0,72.0,47.0,28.0,31.0,100.0,0.0,47.67056545725129
2020-10-17,41.0,38.0,0.0,59.0,48.0,0.0,52.0,0.0,39.189189189189186,0.0,39.0,57.0,46.0,0.0,0.0,53.0,31.0,0.0,0.0,58.0,38.12138273655223
2020-10-18,40.0,37.0,56.52173913043478,29.0,96.0,29.0,100.0,0.0,37.837837837837846,0.0,0.0,57.0,46.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,38.54053499160411
2020-10-19,37.0,0.0,0.0,0.0,44.0,27.0,47.0,0.0,35.135135135135144,28.0,0.0,53.0,0.0,26.0,35.0,48.0,0.0,0.0,0.0,52.0,29.35478658132987
2020-10-20,36.0,34.0,0.0,26.0,0.0,0.0,45.0,50.79365079365079,0.0,27.0,0.0,52.0,21.0,0.0,0.0,47.0,27.0,0.0,0.0,52.0,28.380574632625205
2020-10-21,37.0,0.0,0.0,26.0,0.0,27.0,0.0,0.0,35.135135135135144,0.0,0.0,52.0,0.0,0.0,35.0,48.0,0.0,0.0,0.0,0.0,17.670887538013638
2020-10-22,0.0,0.0,0.0,0.0,43.0,0.0,46.0,52.38095238095239,0.0,0.0,34.0,52.0,0.0,26.0,35.0,47.0,0.0,61.0,0.0,0.0,26.92601761809645
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,3.1926933432317632
2020-10-24,0.0,38.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,23.0,0.0,0.0,0.0,0.0,34.0,0.0,56.0,16.03139636175949
2020-10-25,0.0,37.0,0.0,0.0,0.0,0.0,0.0,55.555555555555564,0.0,0.0,36.0,0.0,22.0,0.0,0.0,51.0,0.0,0.0,0.0,56.0,17.495657611374053
2020-10-26,35.0,100.0,97.10144927536231,100.0,85.0,100.0,44.0,50.79365079365079,66.21621621621621,52.0,100.0,100.0,100.0,100.0,68.0,0.0,52.0,60.0,62.0,100.0,100.0
2020-10-27,72.0,34.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,34.0,0.0,20.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,18.47686360338382
2020-10-28,35.0,33.0,100.0,0.0,0.0,51.0,89.0,50.79365079365079,0.0,26.0,33.0,50.0,0.0,25.0,68.0,46.0,26.0,30.0,0.0,0.0,45.023337804790785
2020-10-29,0.0,0.0,49.27536231884058,0.0,41.0,50.0,43.0,0.0,32.432432432432435,0.0,32.0,49.0,0.0,24.0,33.0,0.0,0.0,0.0,0.0,48.0,27.287868132482995
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65079365079364,29.72972972972973,0.0,60.0,46.0,0.0,0.0,92.0,42.0,0.0,83.0,29.0,94.0,38.677817165166275
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,47.0,0.0,30.0,0.0,0.0,7.540190661675013
2020-11-01,34.0,0.0,95.65217391304348,25.0,0.0,50.0,86.0,49.20634920634921,32.432432432432435,25.0,33.0,0.0,19.0,25.0,49.0,90.0,52.0,29.0,0.0,0.0,47.16293855439004
2020-11-02,100.0,0.0,0.0,24.0,40.0,73.0,41.0,49.20634920634921,63.51351351351353,0.0,63.0,48.0,0.0,47.0,49.0,0.0,49.0,0.0,30.0,48.0,49.2299634343307
2020-11-03,0.0,0.0,0.0,0.0,39.0,23.0,40.0,0.0,31.08108108108108,0.0,30.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.30077366282508
2020-11-04,59.0,28.0,40.57971014492754,0.0,36.0,21.0,37.0,0.0,55.405405405405396,21.0,27.0,84.0,0.0,21.0,29.0,39.0,0.0,0.0,26.0,42.0,38.44716831459166
2020-11-05,0.0,29.0,0.0,0.0,0.0,46.0,0.0,0.0,29.72972972972973,0.0,59.0,45.0,0.0,22.0,30.0,40.0,0.0,0.0,0.0,90.0,26.542132066188387
2020-11-06,0.0,0.0,0.0,23.0,0.0,0.0,0.0,47.61904761904761,0.0,0.0,31.0,0.0,0.0,0.0,0.0,43.0,0.0,27.0,0.0,0.0,11.658021083087409
2020-11-07,34.0,61.0,94.20289855072464,49.0,0.0,0.0,41.0,49.20634920634921,0.0,0.0,0.0,47.0,19.0,24.0,32.0,44.0,0.0,29.0,0.0,98.0,42.21210997312058
2020-11-08,0.0,0.0,47.82608695652174,25.0,0.0,0.0,0.0,49.20634920634921,0.0,25.0,0.0,48.0,0.0,0.0,34.0,0.0,25.0,30.0,0.0,0.0,19.2942227276404
2020-11-09,34.0,31.0,95.65217391304348,0.0,0.0,0.0,42.0,96.82539682539681,32.432432432432435,99.0,97.0,97.0,19.0,48.0,65.0,44.0,100.0,29.0,60.0,96.0,73.76548166962613
2020-11-10,0.0,63.0,94.20289855072464,24.0,81.0,49.0,43.0,49.20634920634921,64.86486486486487,25.0,65.0,0.0,39.0,24.0,33.0,0.0,25.0,0.0,30.0,0.0,48.18073910414211
2020-11-11,0.0,0.0,46.3768115942029,24.0,40.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,28.0,0.0,0.0,13.203947924583535
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,44.0,0.0,29.0,0.0,0.0,7.200542433671634
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,0.0,0.0,0.0,26.0,42.0,0.0,44.0,50.79365079365079,0.0,0.0,33.0,0.0,0.0,25.0,34.0,46.0,0.0,0.0,0.0,50.0,23.82928837737992
2020-11-16,0.0,0.0,0.0,24.0,0.0,0.0,42.0,47.61904761904761,0.0,0.0,0.0,48.0,0.0,0.0,31.0,43.0,0.0,28.0,0.0,48.0,21.16817146718202
2020-11-17,0.0,32.0,47.82608695652174,48.0,0.0,24.0,0.0,49.20634920634921,32.432432432432435,0.0,64.0,0.0,19.0,0.0,0.0,45.0,25.0,0.0,61.0,0.0,30.39612994243193
2020-11-18,34.0,63.0,47.82608695652174,24.0,41.0,0.0,42.0,49.20634920634921,32.432432432432435,25.0,32.0,48.0,0.0,24.0,32.0,44.0,0.0,0.0,30.0,98.0,45.27272232897993
2020-11-19,0.0,32.0,0.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,33.0,0.0,0.0,0.0,30.0,0.0,13.789718056937186
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,35.0,0.0,0.0,0.0,0.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,26.0,0.0,0.0,50.0,13.857647702537866
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,33.0,0.0,47.82608695652174,23.0,0.0,0.0,42.0,0.0,31.08108108108108,0.0,31.0,0.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90817571226222
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,33.0,0.0,94.20289855072464,0.0,0.0,25.0,42.0,49.20634920634921,0.0,0.0,32.0,48.0,19.0,24.0,32.0,0.0,50.0,28.0,30.0,0.0,34.40020072904285
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,91.0,0.0,29.0,0.0,0.0,10.461165422504074
2020-11-29,34.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,44.0,26.0,58.0,0.0,48.0,20.446823325803415
2020-11-30,0.0,32.0,0.0,24.0,40.0,24.0,42.0,96.82539682539681,64.86486486486487,50.0,31.0,47.0,19.0,0.0,33.0,0.0,0.0,0.0,0.0,48.0,37.47612395796357
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.432432432432435,0.0,32.0,0.0,0.0,0.0,33.0,43.0,0.0,29.0,0.0,48.0,14.770108077228027
2020-12-02,34.0,0.0,0.0,0.0,0.0,0.0,43.0,49.20634920634921,0.0,0.0,0.0,49.0,0.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,15.705765362213393
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.432432432432435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,31.0,0.0,6.007183794740845
2020-12-04,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,31.08108108108108,0.0,31.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,10.738391814009537
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.037889368020274
2020-12-06,34.0,97.0,97.10144927536231,25.0,0.0,24.0,87.0,96.82539682539681,0.0,25.0,0.0,98.0,20.0,0.0,66.0,44.0,51.0,0.0,61.0,0.0,56.10491794770847
2020-12-07,34.0,0.0,47.82608695652174,0.0,0.0,0.0,0.0,49.20634920634921,31.08108108108108,0.0,0.0,48.0,0.0,24.0,0.0,45.0,25.0,0.0,30.0,0.0,22.696212816776942
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.0,32.0,47.82608695652174,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,0.0,19.0,0.0,33.0,45.0,0.0,59.0,0.0,48.0,23.152195298421642
2020-12-10,0.0,0.0,49.27536231884058,0.0,42.0,26.0,0.0,0.0,32.432432432432435,0.0,0.0,0.0,20.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,13.769868657948509
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,0.0,0.0,0.0,0.0,5.366442002453389
2020-12-12,35.0,0.0,50.72463768115942,25.0,86.0,26.0,90.0,0.0,33.78378378378378,0.0,0.0,0.0,20.0,0.0,34.0,0.0,0.0,0.0,31.0,0.0,29.312214143820643
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,29.0,0.0,0.0,4.2116380272419
2020-12-15,0.0,0.0,49.27536231884058,0.0,42.0,26.0,0.0,50.79365079365079,32.432432432432435,26.0,66.0,50.0,0.0,25.0,100.0,91.0,0.0,30.0,31.0,50.0,45.47899592500683
2020-12-16,70.0,0.0,49.27536231884058,25.0,42.0,25.0,87.0,100.0,100.0,0.0,33.0,0.0,20.0,49.0,34.0,45.0,52.0,0.0,31.0,0.0,51.78109521244557
2020-12-17,0.0,35.0,0.0,0.0,0.0,0.0,0.0,53.96825396825397,0.0,0.0,0.0,0.0,21.0,26.0,0.0,0.0,27.0,0.0,0.0,52.0,14.602717307459564
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,32.0,0.0,0.0,4.687145546446629
2020-12-19,0.0,36.0,0.0,28.0,47.0,28.0,0.0,55.555555555555564,0.0,28.0,36.0,54.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,54.0,27.413385869072727
2020-12-20,0.0,36.0,0.0,0.0,0.0,27.0,47.0,53.96825396825397,0.0,27.0,0.0,53.0,0.0,0.0,36.0,0.0,28.0,0.0,0.0,0.0,20.920174348322405
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,4.2116380272419
