date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-25,4.0,4.0,6.0,2.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,4.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,5.364372469635628
2020-01-26,10.0,6.0,5.0,5.0,6.0,5.0,7.0,7.0,10.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,9.0,4.0,7.0,6.933198380566802
2020-01-27,8.0,10.0,9.0,10.0,8.0,5.0,6.0,4.0,8.0,6.0,10.0,8.0,5.0,6.0,10.0,10.0,7.0,9.0,11.0,7.0,7.945344129554656
2020-01-28,15.0,14.0,12.0,14.0,13.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,15.0,13.0,20.0,20.0,16.0,19.0,16.0,20.0,15.991902834008098
2020-01-29,12.0,9.0,8.0,10.0,8.0,11.0,12.0,9.0,9.0,15.0,7.0,11.0,11.0,12.0,11.0,8.0,8.0,12.0,8.0,9.0,10.121457489878543
2020-01-30,13.0,7.0,6.0,10.0,13.0,9.0,10.0,8.0,9.0,9.0,7.0,10.0,8.0,12.0,7.0,8.0,11.0,11.0,6.0,10.0,9.311740890688258
2020-01-31,10.0,8.0,12.0,13.0,8.0,8.0,11.0,10.0,9.0,13.0,8.0,10.0,16.0,11.0,6.0,11.0,9.0,9.0,10.0,11.0,10.273279352226721
2020-02-01,11.0,8.0,9.0,8.0,13.0,9.0,9.0,9.0,8.0,7.0,13.0,9.0,8.0,11.0,7.0,10.0,8.0,11.0,11.0,9.0,9.51417004048583
2020-02-02,11.0,5.0,10.0,6.0,9.0,7.0,10.0,8.0,9.0,10.0,8.0,9.0,11.0,8.0,8.0,11.0,9.0,13.0,6.0,10.0,9.008097165991902
2020-02-03,8.0,9.0,6.0,3.0,6.0,5.0,9.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,10.0,9.0,6.0,10.0,4.0,8.0,7.236842105263158
2020-02-04,4.0,8.0,6.0,6.0,8.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,8.0,7.0,6.0,6.224696356275304
2020-02-05,6.0,9.0,8.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,9.0,5.0,6.0,8.0,6.0,7.0,4.0,9.0,8.0,12.0,6.933198380566802
2020-02-06,4.0,7.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,3.0,6.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.504048582995951
2020-02-07,8.0,2.0,7.0,5.0,4.0,4.0,6.0,3.0,5.0,6.0,4.0,3.0,1.0,8.0,3.0,7.0,4.0,6.0,7.0,5.0,4.959514170040486
2020-02-08,6.0,5.0,6.0,3.0,5.0,3.0,5.0,3.0,4.0,0.0,4.0,4.0,3.0,4.0,2.0,7.0,3.0,4.0,4.0,3.0,3.947368421052632
2020-02-09,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,4.352226720647773
2020-02-10,5.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,3.4412955465587047
2020-02-11,4.0,3.0,5.0,4.0,6.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.8461538461538463
2020-02-12,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.682186234817814
2020-02-13,11.0,6.0,8.0,10.0,7.0,3.0,8.0,7.0,6.0,8.0,6.0,6.0,9.0,6.0,7.0,5.0,4.0,6.0,9.0,7.0,7.034412955465587
2020-02-14,3.0,6.0,4.0,5.0,5.0,2.0,6.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,3.0,4.251012145748988
2020-02-15,5.0,8.0,7.0,1.0,4.0,7.0,3.0,2.0,4.0,6.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.605263157894737
2020-02-16,6.0,6.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,3.0,4.757085020242915
2020-02-17,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,2.125506072874494
2020-02-18,3.0,1.0,3.0,6.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.1376518218623484
2020-02-19,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,3.2388663967611335
2020-02-20,1.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,1.5688259109311742
2020-02-21,3.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0870445344129553
2020-02-22,1.0,2.0,3.0,1.0,4.0,2.0,4.0,6.0,5.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0364372469635628
2020-02-23,10.0,9.0,12.0,9.0,8.0,8.0,12.0,13.0,8.0,12.0,10.0,11.0,7.0,10.0,7.0,14.0,9.0,10.0,13.0,8.0,10.121457489878543
2020-02-24,10.0,16.0,19.0,12.0,11.0,9.0,17.0,16.0,13.0,12.0,14.0,12.0,13.0,17.0,14.0,17.0,14.0,18.0,14.0,16.0,14.372469635627532
2020-02-25,21.0,16.0,16.0,18.0,22.0,15.0,14.0,21.0,20.0,18.0,15.0,21.0,18.0,23.0,23.0,17.0,14.0,23.0,15.0,18.0,18.623481781376515
2020-02-26,21.0,26.0,21.0,25.0,25.0,22.0,22.0,26.0,21.0,20.0,26.0,21.0,31.0,31.0,25.0,21.0,24.0,26.0,17.0,26.0,24.139676113360323
2020-02-27,36.0,24.0,32.0,27.0,32.0,24.0,32.0,34.0,22.0,38.0,34.0,27.0,37.0,29.0,28.0,33.0,33.0,28.0,31.0,34.0,31.12348178137652
2020-02-28,38.0,37.0,47.0,31.0,40.0,31.0,47.0,37.0,28.0,42.0,30.0,31.0,42.0,39.0,35.0,35.0,37.0,38.0,38.0,38.0,37.5
2020-02-29,37.0,30.0,33.0,29.0,39.0,32.0,39.0,39.0,31.0,36.0,32.0,35.0,32.0,28.0,40.0,36.0,35.0,36.0,32.0,41.0,35.02024291497976
2020-03-01,29.0,27.0,32.0,33.0,27.0,24.0,27.0,32.0,28.0,26.0,28.0,32.0,36.0,27.0,27.0,27.0,30.0,30.0,31.0,29.0,29.45344129554656
2020-03-02,24.0,23.0,28.0,24.0,21.0,23.0,25.0,30.0,24.0,23.0,24.0,25.0,19.0,23.0,27.0,24.0,20.0,20.0,20.0,31.0,24.19028340080972
2020-03-03,15.0,17.0,20.0,18.0,13.0,9.0,15.0,16.0,17.0,12.0,17.0,18.0,17.0,20.0,16.0,18.0,16.0,16.0,16.0,19.0,16.447368421052634
2020-03-04,21.0,15.0,18.0,18.0,16.0,20.0,21.0,15.0,19.0,25.0,17.0,11.0,21.0,15.0,16.0,18.0,13.0,15.0,19.0,14.0,17.560728744939276
2020-03-05,20.0,15.0,23.0,17.0,20.0,15.0,21.0,23.0,18.0,26.0,17.0,17.0,22.0,14.0,18.0,21.0,18.0,20.0,20.0,17.0,19.33198380566802
2020-03-06,16.0,22.0,32.0,25.0,21.0,22.0,27.0,20.0,23.0,26.0,26.0,21.0,28.0,21.0,16.0,20.0,22.0,27.0,22.0,27.0,23.48178137651822
2020-03-07,17.0,24.0,22.0,18.0,20.0,17.0,16.0,21.0,18.0,20.0,24.0,21.0,21.0,18.0,13.0,16.0,16.0,21.0,15.0,17.0,18.977732793522268
2020-03-08,20.0,17.0,18.0,18.0,21.0,16.0,29.0,23.0,18.0,23.0,20.0,19.0,17.0,27.0,13.0,24.0,21.0,21.0,16.0,17.0,20.141700404858298
2020-03-09,20.0,17.0,21.0,21.0,21.0,19.0,24.0,23.0,18.0,21.0,21.0,18.0,19.0,23.0,21.0,18.0,19.0,18.0,22.0,17.0,20.293522267206477
2020-03-10,31.0,33.0,30.0,25.0,26.0,26.0,30.0,34.0,25.0,29.0,22.0,21.0,29.0,29.0,27.0,34.0,28.0,35.0,24.0,34.0,28.947368421052634
2020-03-11,41.0,30.0,42.0,32.0,33.0,29.0,37.0,34.0,31.0,39.0,34.0,36.0,39.0,30.0,39.0,40.0,30.0,35.0,26.0,40.0,35.27327935222672
2020-03-12,74.0,80.0,82.0,75.0,70.0,74.0,71.0,72.0,62.0,74.0,74.0,77.0,77.0,79.0,75.0,61.0,70.0,75.0,68.0,78.0,74.29149797570851
2020-03-13,79.0,97.0,80.0,78.0,84.0,69.0,98.0,100.0,73.0,94.0,89.0,72.0,88.0,83.0,80.0,69.0,78.0,89.0,81.0,71.0,83.60323886639677
2020-03-14,90.0,96.0,83.0,81.0,94.0,87.0,98.0,97.0,100.0,87.0,98.0,81.0,100.0,99.0,91.0,96.0,93.0,100.0,79.0,90.0,93.11740890688259
2020-03-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0
2020-03-16,85.0,81.0,82.0,75.0,78.0,80.0,95.0,74.0,75.0,90.0,84.0,75.0,86.0,82.0,77.0,87.0,73.0,79.0,85.0,88.0,82.54048582995952
2020-03-17,79.0,80.0,84.0,80.0,93.0,73.0,87.0,93.0,83.0,94.0,98.0,79.0,93.0,95.0,86.0,87.0,83.0,100.0,83.0,92.0,88.15789473684211
2020-03-18,87.0,80.0,92.0,90.0,83.0,75.0,81.0,89.0,81.0,85.0,76.0,82.0,77.0,86.0,77.0,75.0,79.0,92.0,87.0,89.0,84.15991902834008
2020-03-19,69.0,79.0,81.0,72.0,76.0,61.0,78.0,73.0,66.0,69.0,69.0,60.0,68.0,70.0,69.0,69.0,64.0,77.0,69.0,68.0,71.20445344129554
2020-03-20,71.0,64.0,79.0,66.0,72.0,56.0,74.0,82.0,71.0,73.0,65.0,61.0,71.0,68.0,64.0,71.0,66.0,72.0,66.0,66.0,69.73684210526316
2020-03-21,78.0,74.0,76.0,68.0,75.0,77.0,87.0,76.0,68.0,85.0,78.0,73.0,79.0,80.0,73.0,78.0,60.0,86.0,72.0,79.0,77.0242914979757
2020-03-22,68.0,82.0,89.0,79.0,64.0,65.0,85.0,90.0,74.0,93.0,81.0,65.0,85.0,87.0,79.0,77.0,74.0,82.0,67.0,83.0,79.40283400809717
2020-03-23,46.0,53.0,54.0,50.0,52.0,43.0,45.0,50.0,41.0,48.0,51.0,45.0,59.0,52.0,51.0,50.0,53.0,56.0,48.0,51.0,50.50607287449393
2020-03-24,49.0,46.0,50.0,49.0,50.0,40.0,54.0,42.0,50.0,52.0,47.0,45.0,47.0,44.0,41.0,47.0,46.0,54.0,46.0,50.0,48.026315789473685
2020-03-25,50.0,55.0,57.0,55.0,55.0,45.0,51.0,63.0,53.0,64.0,51.0,58.0,56.0,50.0,55.0,49.0,51.0,56.0,48.0,49.0,54.2004048582996
2020-03-26,51.0,58.0,74.0,55.0,50.0,42.0,57.0,61.0,50.0,58.0,54.0,57.0,51.0,54.0,50.0,54.0,53.0,65.0,55.0,65.0,56.37651821862348
2020-03-27,58.0,57.0,66.0,50.0,58.0,52.0,55.0,67.0,57.0,60.0,62.0,57.0,57.0,63.0,65.0,50.0,54.0,71.0,54.0,62.0,59.46356275303644
2020-03-28,64.0,58.0,80.0,55.0,66.0,58.0,81.0,70.0,64.0,70.0,68.0,65.0,54.0,69.0,53.0,68.0,72.0,79.0,61.0,70.0,67.05465587044534
2020-03-29,68.0,71.0,72.0,68.0,73.0,64.0,75.0,76.0,72.0,91.0,68.0,72.0,78.0,65.0,73.0,73.0,70.0,65.0,63.0,71.0,72.2672064777328
2020-03-30,33.0,45.0,47.0,44.0,49.0,37.0,47.0,48.0,46.0,47.0,51.0,42.0,50.0,46.0,47.0,38.0,47.0,41.0,39.0,41.0,44.78744939271255
