date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,0.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,0.0,11.706102117061022
2021-02-27,0.0,69.0,62.0,42.0,0.0,63.0,41.0,32.0,43.0,38.0,48.567870485678704
2021-02-28,0.0,67.0,31.0,43.0,0.0,0.0,20.0,0.0,0.0,0.0,20.049813200498136
2021-03-01,27.0,32.0,0.0,0.0,0.0,29.0,19.0,29.0,80.0,0.0,26.899128268991284
2021-03-02,0.0,32.0,31.0,40.0,36.0,30.0,20.0,31.0,41.0,69.0,41.09589041095891
2021-03-03,0.0,0.0,30.0,0.0,0.0,0.0,38.0,30.0,40.0,69.0,25.778331257783314
2021-03-04,0.0,31.0,0.0,0.0,34.0,28.0,0.0,29.0,38.0,33.0,24.034869240348694
2021-03-05,0.0,31.0,28.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.589041095890412
2021-03-06,28.0,32.0,0.0,42.0,0.0,31.0,0.0,0.0,41.0,35.0,26.027397260273972
2021-03-07,28.0,97.0,0.0,82.0,74.0,60.0,20.0,31.0,41.0,71.0,62.76463262764633
2021-03-08,0.0,31.0,0.0,0.0,33.0,0.0,0.0,0.0,37.0,0.0,12.577833125778332
2021-03-09,51.0,0.0,0.0,37.0,67.0,28.0,0.0,58.0,38.0,32.0,38.72976338729764
2021-03-10,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.109589041095891
2021-03-11,0.0,0.0,0.0,38.0,0.0,28.0,0.0,0.0,0.0,0.0,8.219178082191782
2021-03-12,0.0,30.0,0.0,39.0,0.0,0.0,0.0,29.0,0.0,34.0,16.438356164383563
2021-03-13,51.0,0.0,28.0,0.0,0.0,0.0,0.0,29.0,37.0,0.0,18.05728518057285
2021-03-14,0.0,29.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,32.0,13.200498132004983
2021-03-15,100.0,47.0,87.0,58.0,26.0,22.0,0.0,66.0,86.0,100.0,73.72353673723536
2021-03-16,45.0,0.0,0.0,33.0,30.0,25.0,32.0,75.0,32.0,28.0,37.359900373599004
2021-03-17,0.0,29.0,0.0,37.0,32.0,27.0,0.0,0.0,0.0,64.0,23.53673723536737
2021-03-18,0.0,59.0,0.0,75.0,34.0,0.0,54.0,29.0,72.0,33.0,44.333748443337484
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,66.0,30.0,0.0,0.0,31.0,20.0,31.0,41.0,0.0,27.272727272727273
2021-03-21,27.0,32.0,0.0,38.0,35.0,0.0,37.0,30.0,37.0,0.0,29.389788293897883
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,25.0,30.0,56.0,74.0,0.0,29.0,37.0,58.0,0.0,66.0,46.699875466998755
2021-03-24,0.0,30.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,7.222914072229141
2021-03-25,52.0,62.0,0.0,76.0,68.0,28.0,18.0,58.0,75.0,33.0,58.53051058530511
2021-03-26,52.0,32.0,28.0,0.0,0.0,29.0,0.0,0.0,39.0,34.0,26.650062266500623
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,26.0,0.0,29.0,0.0,35.0,0.0,19.0,0.0,0.0,0.0,13.574097135740972
2021-03-30,0.0,0.0,30.0,39.0,0.0,29.0,19.0,30.0,39.0,0.0,23.163138231631386
