date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,3.0,10.0,5.0,3.0,5.0,14.0,9.0,6.0,10.0,10.0,6.0,6.0,9.0,5.0,7.0,7.0,20.0,10.0,19.0,8.0,9.750566893424038
2020-01-30,10.0,10.0,7.0,6.0,8.0,19.0,13.0,13.0,18.0,3.0,13.0,17.0,3.0,5.0,7.0,7.0,24.0,22.0,12.0,13.0,13.038548752834467
2020-01-31,17.0,21.0,2.0,10.0,0.0,8.0,20.0,10.0,7.0,10.0,17.0,7.0,7.0,5.0,18.0,15.0,7.0,11.0,13.0,27.0,13.151927437641726
2020-02-01,3.0,7.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,7.0,5.0,7.0,4.0,4.0,4.0,0.0,0.0,3.798185941043084
2020-02-02,3.0,10.0,5.0,0.0,3.0,4.0,3.0,0.0,7.0,3.0,10.0,10.0,3.0,0.0,3.0,11.0,3.0,7.0,12.0,0.0,5.498866213151927
2020-02-03,0.0,0.0,0.0,3.0,2.0,10.0,0.0,0.0,3.0,0.0,6.0,6.0,3.0,0.0,6.0,10.0,0.0,10.0,4.0,8.0,4.024943310657596
2020-02-04,3.0,3.0,5.0,0.0,5.0,7.0,6.0,3.0,3.0,3.0,7.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,3.458049886621315
2020-02-05,0.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2471655328798188
2020-02-06,10.0,4.0,2.0,0.0,3.0,4.0,0.0,3.0,0.0,10.0,3.0,7.0,7.0,3.0,4.0,4.0,7.0,4.0,12.0,0.0,4.931972789115647
2020-02-07,0.0,4.0,3.0,3.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0408163265306123
2020-02-08,17.0,15.0,3.0,10.0,9.0,12.0,25.0,10.0,15.0,18.0,11.0,18.0,4.0,0.0,4.0,20.0,15.0,12.0,13.0,19.0,14.17233560090703
2020-02-09,13.0,14.0,0.0,10.0,11.0,8.0,17.0,7.0,22.0,10.0,10.0,14.0,0.0,8.0,14.0,15.0,22.0,19.0,21.0,18.0,14.342403628117914
