date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,22.0,11.0,23.404255319148938,6.0,22.0,20.0,10.0,16.0,12.0,16.0,20.10097737458826
2021-04-19,44.0,50.0,39.361702127659576,71.0,15.0,46.0,42.0,33.0,61.0,49.0,57.149414115233
2021-04-20,29.0,25.0,25.53191489361702,29.0,40.0,46.0,37.0,47.0,44.0,50.0,47.27307090015659
2021-04-21,35.0,38.0,17.02127659574468,50.0,29.0,40.0,44.0,41.0,48.0,24.0,46.44689238079809
2021-04-22,25.0,41.0,9.574468085106384,30.0,41.0,9.0,29.0,29.0,57.0,21.0,36.999838004211895
2021-04-23,39.0,42.0,45.744680851063826,49.0,37.0,29.0,30.0,41.0,47.0,32.0,49.71110751120471
2021-04-24,23.0,63.0,25.53191489361702,20.0,6.0,32.0,32.0,38.0,38.0,23.0,38.13650845078028
2021-04-25,18.0,54.0,23.404255319148938,38.0,66.0,35.0,61.0,42.0,55.0,43.0,55.25136346454992
2021-04-26,44.0,36.0,42.5531914893617,37.0,40.0,33.0,47.0,34.0,45.0,45.0,51.209568551217664
2021-04-27,49.0,64.0,47.87234042553192,100.0,50.0,46.0,47.0,61.0,56.0,60.0,73.71078351962849
2021-04-28,29.0,41.0,35.1063829787234,32.0,31.0,29.0,34.0,39.0,45.0,18.0,42.27010097737458
2021-04-29,29.0,50.0,35.1063829787234,73.0,58.0,54.0,42.0,43.0,70.0,45.0,63.334953291214426
2021-04-30,26.0,28.0,27.659574468085108,65.0,36.0,29.0,38.0,39.0,51.0,41.0,48.304444084453806
2021-05-01,26.0,18.0,19.148936170212767,5.0,23.0,38.0,42.0,34.0,45.0,18.0,34.027215292402396
2021-05-02,22.0,11.0,28.72340425531915,57.0,21.0,10.0,20.0,15.0,24.0,27.0,29.912522274420866
2021-05-03,77.0,100.0,60.638297872340424,100.0,90.0,78.0,80.0,47.0,84.0,65.0,99.18732112965064
2021-05-04,40.0,72.0,45.744680851063826,79.0,44.0,89.0,54.0,69.0,82.0,73.0,82.19666288676494
2021-05-05,56.0,58.0,51.06382978723404,80.0,44.0,45.0,77.0,88.0,32.0,69.0,76.14612020087478
2021-05-06,58.0,66.0,82.97872340425532,94.0,90.0,84.0,61.0,52.0,72.0,96.0,95.9312057886495
2021-05-07,34.0,42.0,44.680851063829785,49.0,47.0,44.0,49.0,40.0,69.0,52.0,59.72784707597602
2021-05-08,51.0,40.0,40.42553191489362,54.0,40.0,42.0,37.0,49.0,45.0,34.0,54.873373292294396
2021-05-09,26.0,32.0,36.170212765957444,68.0,42.0,44.0,39.0,55.0,30.0,48.0,53.31821372644311
2021-05-10,72.0,40.0,54.255319148936174,78.0,66.0,58.0,58.0,43.0,80.0,63.0,77.6931799773206
2021-05-11,100.0,68.0,59.57446808510638,79.0,59.0,76.0,59.0,35.0,82.0,59.0,85.85506776823803
2021-05-12,66.0,65.0,60.638297872340424,64.0,84.0,55.0,70.0,43.0,39.0,89.0,80.66040282952643
2021-05-13,54.0,66.0,67.02127659574468,77.0,54.0,61.0,57.0,37.0,55.0,82.0,77.40968734812895
2021-05-14,56.0,74.0,84.04255319148936,87.0,68.0,63.0,54.0,76.0,70.0,84.0,90.86343755062369
2021-05-15,30.0,74.0,68.08510638297872,62.0,84.0,69.0,70.0,50.0,84.0,52.0,81.60537826016521
2021-05-16,57.0,50.0,39.361702127659576,52.0,55.0,37.0,51.0,56.0,77.0,54.0,67.04735676872401
2021-05-17,88.0,64.0,64.8936170212766,57.0,88.0,64.0,100.0,76.0,87.0,79.0,97.44316647767158
2021-05-18,24.0,44.0,47.87234042553192,52.0,40.0,46.0,50.0,61.0,73.0,100.0,68.25422539013985
2021-05-19,63.0,73.0,84.04255319148936,84.0,67.0,100.0,82.0,93.0,69.0,73.0,100.0
2021-05-20,71.0,87.0,85.1063829787234,89.0,70.0,60.0,76.0,97.0,36.0,54.0,92.0136076462012
2021-05-21,70.0,80.0,56.38297872340426,75.0,48.0,54.0,55.0,61.0,90.0,64.0,82.9121442842486
2021-05-22,66.0,46.0,35.1063829787234,47.0,46.0,90.0,70.0,66.0,90.0,52.0,77.16669366596467
2021-05-23,47.0,78.0,39.361702127659576,66.0,79.0,47.0,74.0,21.0,82.0,45.0,73.39219180301312
2021-05-24,61.0,71.0,60.638297872340424,93.0,60.0,42.0,56.0,57.0,45.0,50.0,75.58453480209515
2021-05-25,61.0,69.0,73.40425531914893,49.0,100.0,63.0,54.0,100.0,100.0,90.0,96.36589448674333
2021-05-26,43.0,46.0,40.42553191489362,18.0,68.0,43.0,53.0,45.0,81.0,41.0,60.71062152384038
2021-05-27,34.0,58.0,41.48936170212766,86.0,58.0,63.0,30.0,59.0,59.0,79.0,72.01252767428046
2021-05-28,68.0,65.0,100.0,58.0,97.0,61.0,56.0,68.0,73.0,82.0,92.38079809924942
2021-05-29,49.0,66.0,57.4468085106383,42.0,41.0,72.0,67.0,62.0,74.0,60.0,74.9257519304498
2021-05-30,29.0,88.0,45.744680851063826,61.0,46.0,49.0,38.0,50.0,78.0,64.0,69.63388951887251
2021-05-31,41.0,91.0,48.93617021276596,78.0,87.0,75.0,67.0,72.0,85.0,66.0,90.21545439818566
