date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,48.0,49.0,33.0,53.0,23.0,32.0,24.0,35.0,36.0,26.0,35.9
2021-04-19,35.0,16.0,47.0,49.0,41.0,36.0,25.0,47.0,49.0,41.0,38.6
2021-04-20,38.0,59.0,61.0,32.0,43.0,27.0,43.0,47.0,58.0,35.0,44.3
2021-04-21,30.0,28.0,47.0,49.0,23.0,41.0,25.0,48.0,39.0,50.0,38.0
2021-04-22,29.0,50.0,40.0,58.0,24.0,28.0,30.0,48.0,44.0,28.0,37.9
2021-04-23,30.0,15.0,27.0,28.0,15.0,21.0,22.0,14.0,21.0,27.0,22.0
2021-04-24,29.0,29.0,31.0,19.0,22.0,33.0,20.0,17.0,20.0,31.0,25.1
2021-04-25,22.0,19.0,29.0,18.0,21.0,21.0,13.0,26.0,29.0,18.0,21.6
2021-04-26,22.0,35.0,18.0,23.0,21.0,23.0,16.0,20.0,27.0,29.0,23.4
2021-04-27,35.0,29.0,36.0,29.0,30.0,32.0,25.0,41.0,38.0,28.0,32.3
2021-04-28,25.0,25.0,39.0,38.0,31.0,29.0,30.0,27.0,41.0,35.0,32.0
2021-04-29,34.0,41.0,28.0,34.0,15.0,20.0,29.0,35.0,47.0,38.0,32.1
2021-04-30,42.0,56.0,43.0,37.0,49.0,35.0,39.0,35.0,42.0,40.0,41.8
2021-05-01,31.0,24.0,30.0,17.0,33.0,17.0,21.0,23.0,30.0,33.0,25.9
2021-05-02,26.0,24.0,31.0,30.0,16.0,28.0,15.0,22.0,18.0,22.0,23.2
2021-05-03,48.0,41.0,45.0,50.0,38.0,45.0,19.0,46.0,52.0,39.0,42.3
2021-05-04,33.0,48.0,31.0,29.0,33.0,32.0,29.0,28.0,43.0,34.0,34.0
2021-05-05,25.0,39.0,33.0,36.0,25.0,35.0,26.0,24.0,56.0,31.0,33.0
2021-05-06,36.0,26.0,36.0,26.0,23.0,29.0,15.0,37.0,42.0,30.0,30.0
2021-05-07,47.0,47.0,33.0,42.0,33.0,44.0,27.0,43.0,53.0,45.0,41.4
2021-05-08,38.0,38.0,18.0,26.0,26.0,34.0,17.0,29.0,43.0,25.0,29.4
2021-05-09,25.0,33.0,37.0,41.0,32.0,30.0,29.0,34.0,40.0,40.0,34.1
2021-05-10,48.0,53.0,54.0,45.0,43.0,30.0,33.0,49.0,73.0,52.0,48.0
2021-05-11,44.0,55.0,77.0,68.0,50.0,55.0,39.0,62.0,57.0,60.0,56.7
2021-05-12,41.0,57.0,57.0,56.0,33.0,47.0,41.0,41.0,62.0,44.0,47.9
2021-05-13,36.0,37.0,46.0,45.0,36.0,32.0,39.0,53.0,45.0,46.0,41.5
2021-05-14,39.0,27.0,46.0,53.0,34.0,24.0,33.0,38.0,48.0,41.0,38.3
2021-05-15,34.0,46.0,40.0,59.0,33.0,32.0,31.0,29.0,36.0,35.0,37.5
2021-05-16,19.0,24.0,32.0,25.0,20.0,23.0,27.0,26.0,25.0,29.0,25.0
2021-05-17,42.0,42.0,42.0,48.0,36.0,44.0,36.0,26.0,46.0,46.0,40.8
2021-05-18,38.0,41.0,57.0,50.0,39.0,38.0,35.0,35.0,50.0,32.0,41.5
2021-05-19,30.0,24.0,44.0,34.0,36.0,30.0,17.0,22.0,42.0,36.0,31.5
2021-05-20,40.0,27.0,50.0,36.0,16.0,27.0,23.0,34.0,46.0,34.0,33.3
2021-05-21,17.0,35.0,25.0,34.0,22.0,26.0,18.0,32.0,23.0,27.0,25.9
2021-05-22,26.0,22.0,25.0,36.0,15.0,19.0,21.0,28.0,32.0,28.0,25.2
2021-05-23,22.0,21.0,37.0,23.0,21.0,23.0,14.0,26.0,22.0,27.0,23.6
2021-05-24,23.0,24.0,30.0,35.0,28.0,23.0,23.0,24.0,28.0,32.0,27.0
2021-05-25,40.0,20.0,46.0,33.0,37.0,33.0,29.0,36.0,41.0,28.0,34.3
2021-05-26,27.0,33.0,36.0,46.0,21.0,25.0,21.0,26.0,36.0,48.0,31.9
2021-05-27,23.0,44.0,47.0,38.0,41.0,44.0,28.0,53.0,41.0,39.0,39.8
2021-05-28,30.0,26.0,37.0,16.0,24.0,24.0,21.0,30.0,22.0,26.0,25.6
2021-05-29,20.0,12.0,26.0,13.0,17.0,17.0,9.0,16.0,28.0,25.0,18.3
2021-05-30,23.0,17.0,23.0,17.0,10.0,15.0,16.0,26.0,29.0,24.0,20.0
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
