date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,45.0,0.0,19.0,30.0,22.0,16.0,0.0,16.0,0.0,17.0,24.15812591508053
2021-02-27,0.0,54.0,60.0,16.0,24.0,34.0,19.0,52.0,0.0,0.0,37.92093704245974
2021-02-28,0.0,0.0,38.0,30.0,67.0,32.0,36.0,16.0,19.0,35.0,39.97071742313324
2021-03-01,29.0,32.0,18.0,43.0,42.0,45.0,0.0,31.0,37.0,49.0,47.73060029282577
2021-03-02,29.0,48.0,53.0,29.0,21.0,15.0,50.0,76.0,73.0,16.0,60.02928257686677
2021-03-03,55.0,32.0,52.0,14.0,41.0,15.0,33.0,60.0,36.0,32.0,54.172767203513914
2021-03-04,72.0,65.0,55.0,43.0,42.0,76.0,52.0,62.0,55.0,51.0,83.89458272327965
2021-03-05,30.0,17.0,56.0,0.0,22.0,32.0,54.0,16.0,39.0,52.0,46.5592972181552
2021-03-06,32.0,36.0,20.0,49.0,70.0,69.0,0.0,35.0,83.0,56.0,65.88579795021963
2021-03-07,30.0,0.0,0.0,30.0,43.0,16.0,18.0,16.0,19.0,0.0,25.183016105417277
2021-03-08,15.0,0.0,18.0,0.0,21.0,31.0,36.0,16.0,0.0,17.0,22.547584187408493
2021-03-09,59.0,50.0,0.0,15.0,44.0,31.0,18.0,16.0,19.0,34.0,41.874084919472914
2021-03-10,15.0,33.0,19.0,0.0,22.0,16.0,36.0,16.0,19.0,34.0,30.74670571010249
2021-03-11,45.0,51.0,19.0,15.0,22.0,48.0,36.0,16.0,38.0,17.0,44.948755490483165
2021-03-12,15.0,0.0,36.0,29.0,65.0,31.0,35.0,31.0,56.0,51.0,51.09809663250366
2021-03-13,16.0,18.0,58.0,47.0,46.0,17.0,56.0,51.0,100.0,73.0,70.5710102489019
2021-03-14,0.0,32.0,90.0,29.0,42.0,77.0,17.0,62.0,75.0,33.0,66.91068814055637
2021-03-15,11.0,25.0,27.0,33.0,32.0,0.0,0.0,12.0,28.0,38.0,30.161054172767205
2021-03-16,25.0,28.0,31.0,13.0,36.0,27.0,15.0,13.0,0.0,14.0,29.57540263543192
2021-03-17,14.0,0.0,0.0,14.0,20.0,15.0,0.0,15.0,18.0,0.0,14.055636896046853
2021-03-18,14.0,48.0,53.0,14.0,42.0,44.0,17.0,30.0,18.0,33.0,45.82723279648609
2021-03-19,43.0,16.0,18.0,28.0,21.0,0.0,17.0,16.0,19.0,67.0,35.87115666178624
2021-03-20,15.0,18.0,39.0,0.0,23.0,0.0,37.0,17.0,80.0,54.0,41.43484626647145
2021-03-21,31.0,0.0,77.0,30.0,46.0,50.0,36.0,33.0,20.0,18.0,49.92679355783309
2021-03-22,14.0,16.0,71.0,14.0,41.0,76.0,34.0,45.0,54.0,49.0,60.61493411420205
2021-03-23,43.0,66.0,72.0,29.0,42.0,47.0,35.0,47.0,38.0,17.0,63.83601756954612
2021-03-24,58.0,33.0,55.0,58.0,43.0,63.0,17.0,16.0,19.0,34.0,57.979502196193266
2021-03-25,15.0,33.0,19.0,15.0,44.0,48.0,36.0,64.0,19.0,17.0,45.387994143484626
2021-03-26,44.0,16.0,36.0,44.0,63.0,46.0,35.0,31.0,37.0,33.0,56.36896046852123
2021-03-27,17.0,19.0,60.0,0.0,0.0,0.0,39.0,17.0,0.0,19.0,25.03660322108346
2021-03-28,18.0,39.0,43.0,35.0,100.0,37.0,21.0,0.0,0.0,40.0,48.75549048316251
2021-03-29,58.0,33.0,18.0,15.0,85.0,15.0,35.0,16.0,56.0,33.0,53.294289897510986
2021-03-30,60.0,100.0,55.0,76.0,87.0,93.0,72.0,16.0,38.0,86.0,100.0
2021-03-31,100.0,48.0,36.0,28.0,41.0,45.0,34.0,30.0,18.0,64.0,65.00732064421669
2021-04-01,29.0,50.0,37.0,45.0,86.0,16.0,88.0,32.0,19.0,69.0,68.96046852122987
2021-04-02,31.0,0.0,59.0,32.0,46.0,33.0,37.0,34.0,40.0,36.0,50.951683748169835
2021-04-03,0.0,19.0,0.0,17.0,24.0,0.0,0.0,18.0,0.0,19.0,14.202049780380673
2021-04-04,33.0,0.0,42.0,67.0,73.0,35.0,40.0,18.0,43.0,19.0,54.172767203513914
2021-04-05,47.0,36.0,98.0,16.0,46.0,83.0,74.0,67.0,80.0,54.0,87.99414348462665
2021-04-06,49.0,42.0,16.0,25.0,18.0,26.0,29.0,40.0,16.0,58.0,46.70571010248902
2021-04-07,25.0,42.0,31.0,12.0,37.0,27.0,30.0,13.0,16.0,14.0,36.163982430453885
2021-04-08,27.0,74.0,33.0,26.0,19.0,56.0,0.0,42.0,68.0,61.0,59.44363103953148
2021-04-09,26.0,0.0,16.0,13.0,0.0,13.0,30.0,14.0,33.0,30.0,25.62225475841874
2021-04-10,14.0,31.0,17.0,0.0,20.0,29.0,49.0,29.0,52.0,0.0,35.28550512445095
2021-04-11,41.0,15.0,69.0,42.0,61.0,58.0,100.0,45.0,89.0,32.0,80.81991215226941
2021-04-12,26.0,15.0,49.0,0.0,19.0,28.0,46.0,14.0,50.0,30.0,40.556368960468525
2021-04-13,55.0,30.0,34.0,13.0,0.0,29.0,32.0,14.0,17.0,47.0,39.6778916544656
2021-04-14,43.0,47.0,18.0,100.0,41.0,60.0,17.0,46.0,37.0,82.0,71.8887262079063
