date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,25.0,11.0,27.0,26.0,11.0,31.95876288659794,38.0,40.0,15.0,11.0,28.76316384748787
2020-02-02,35.0,22.0,28.0,27.0,23.0,65.97938144329896,13.0,0.0,76.0,55.0,42.05268052378917
2020-02-03,7.0,19.0,12.0,23.0,19.0,13.402061855670103,11.0,12.0,0.0,9.0,15.28640008042828
2020-02-04,8.0,30.0,62.0,49.0,41.0,73.19587628865979,47.0,62.0,54.0,40.0,56.82886369919822
2020-02-05,8.0,61.0,64.0,74.0,63.0,58.76288659793814,83.0,64.0,57.0,40.0,69.81928770703999
2020-02-06,25.0,53.0,26.0,39.0,11.0,15.463917525773196,25.0,26.0,59.0,21.0,36.62628496745168
2020-02-07,33.0,32.0,54.0,39.0,22.0,16.49484536082474,51.0,27.0,60.0,31.0,44.553497373513956
2020-02-08,18.0,0.0,29.0,14.0,0.0,16.49484536082474,13.0,14.0,0.0,0.0,12.737828939100712
2020-02-09,17.0,22.0,42.0,14.0,12.0,16.49484536082474,26.0,42.0,31.0,11.0,28.46281448714404
2020-02-10,8.0,40.0,50.0,24.0,21.0,43.29896907216495,35.0,37.0,27.0,40.0,39.65365571669138
2020-02-11,23.0,39.0,49.0,36.0,30.0,57.7319587628866,35.0,48.0,54.0,19.0,47.629879106240736
2020-02-12,32.0,41.0,51.0,38.0,73.0,29.896907216494846,60.0,38.0,56.0,10.0,52.2821524618594
2020-02-13,24.0,31.0,89.0,38.0,74.0,45.36082474226804,12.0,51.0,43.0,41.0,54.654786739387234
2020-02-14,25.0,32.0,26.0,39.0,33.0,30.927835051546392,50.0,26.0,44.0,42.0,42.41209440269434
2020-02-15,27.0,12.0,15.0,29.0,0.0,17.52577319587629,41.0,15.0,16.0,0.0,21.030738683489584
2020-02-16,0.0,11.0,14.0,0.0,12.0,16.49484536082474,14.0,14.0,16.0,0.0,11.884535149672
2020-02-17,39.0,20.0,24.0,36.0,31.0,57.7319587628866,23.0,36.0,27.0,49.0,41.77872169301531
2020-02-18,23.0,10.0,0.0,36.0,41.0,58.76288659793814,47.0,25.0,14.0,30.0,34.71234322768744
2020-02-19,24.0,20.0,13.0,0.0,32.0,29.896907216494846,24.0,12.0,28.0,10.0,23.513961846834395
2020-02-20,41.0,42.0,52.0,0.0,22.0,0.0,12.0,52.0,15.0,31.0,32.54706311106643
2020-02-21,16.0,10.0,26.0,38.0,22.0,15.463917525773196,37.0,25.0,14.0,10.0,26.021062155980594
2020-02-22,18.0,0.0,28.0,14.0,12.0,65.97938144329896,26.0,0.0,47.0,34.0,29.862769246236205
2020-02-23,17.0,22.0,27.0,27.0,0.0,0.0,26.0,14.0,15.0,11.0,19.38195893130922
2020-02-24,8.0,20.0,60.0,35.0,40.0,42.2680412371134,23.0,84.0,14.0,29.0,43.306859024304416
2020-02-25,29.0,9.0,23.0,34.0,29.0,68.04123711340206,22.0,46.0,52.0,19.0,40.353633096237466
2020-02-26,62.0,27.0,43.0,54.0,55.0,13.402061855670103,21.0,33.0,36.0,44.0,47.345866740392594
2020-02-27,7.0,0.0,11.0,11.0,9.0,26.804123711340207,21.0,22.0,50.0,9.0,20.333274687712063
2020-02-28,8.0,0.0,24.0,23.0,20.0,14.43298969072165,0.0,12.0,0.0,19.0,14.68067459220348
2020-02-29,32.0,51.0,100.0,37.0,63.0,58.76288659793814,12.0,50.0,85.0,40.0,64.45572674491669
2020-03-01,23.0,60.0,38.0,49.0,41.0,58.76288659793814,59.0,73.0,84.0,30.0,62.871038278834796
2020-03-02,28.0,45.0,78.0,44.0,55.0,92.78350515463917,63.0,77.0,50.0,53.0,71.40648955689045
2020-03-03,28.0,45.0,56.0,44.0,19.0,67.01030927835052,32.0,11.0,50.0,36.0,47.2981124487898
2020-03-04,7.0,18.0,11.0,11.0,18.0,0.0,21.0,11.0,37.0,0.0,16.33448111192098
2020-03-05,51.0,28.0,58.0,34.0,38.0,54.63917525773196,44.0,45.0,51.0,28.0,52.61643250307889
2020-03-06,29.0,37.0,47.0,82.0,48.0,41.23711340206186,22.0,69.0,39.0,37.0,55.005403775102415
2020-03-07,8.0,52.0,13.0,39.0,22.0,45.36082474226804,74.0,65.0,44.0,52.0,50.51021690501923
2020-03-08,16.0,32.0,52.0,13.0,22.0,46.391752577319586,25.0,66.0,44.0,20.0,41.005856184180765
2020-03-09,72.0,45.0,57.0,55.0,55.0,65.97938144329896,64.0,45.0,100.0,27.0,71.43036670269183
2020-03-10,38.0,56.0,36.0,47.0,69.0,14.43298969072165,45.0,36.0,26.0,19.0,47.10583859049438
2020-03-11,37.0,9.0,23.0,80.0,29.0,27.835051546391753,22.0,59.0,39.0,9.0,40.8160957096539
2020-03-12,14.0,28.0,35.0,68.0,19.0,40.20618556701031,22.0,45.0,90.0,37.0,48.5409807223465
2020-03-13,31.0,20.0,75.0,74.0,51.0,58.76288659793814,48.0,50.0,42.0,40.0,59.70166134667102
2020-03-14,33.0,31.0,40.0,39.0,55.0,15.463917525773196,37.0,26.0,44.0,21.0,41.62414859124839
2020-03-15,52.0,47.0,35.0,46.0,38.0,82.47422680412372,100.0,58.0,39.0,38.0,65.27383316158543
2020-03-16,6.0,8.0,10.0,10.0,33.0,23.711340206185568,38.0,20.0,23.0,8.0,21.906652926835395
2020-03-17,13.0,34.0,74.0,31.0,52.0,86.5979381443299,60.0,42.0,70.0,42.0,61.51004096815542
2020-03-18,100.0,100.0,79.0,100.0,66.0,78.35051546391753,64.0,100.0,88.0,45.0,100.0
2020-03-19,51.0,18.0,23.0,45.0,38.0,53.608247422680414,33.0,34.0,26.0,28.0,42.6169351798326
2020-03-20,42.0,44.0,68.0,76.0,36.0,77.31958762886597,32.0,55.0,100.0,18.0,66.83967124940307
2020-03-21,32.0,31.0,0.0,50.0,63.0,45.36082474226804,37.0,39.0,43.0,31.0,45.26855505567145
2020-03-22,38.0,20.0,98.0,48.0,51.0,58.76288659793814,35.0,73.0,41.0,29.0,59.94545957222207
2020-03-23,18.0,48.0,10.0,49.0,49.0,46.391752577319586,47.0,29.0,67.0,24.0,47.22271093573278
2020-03-24,34.0,44.0,11.0,22.0,18.0,50.51546391752577,51.0,33.0,12.0,17.0,35.65737552466886
2020-03-25,7.0,26.0,22.0,42.0,18.0,63.91752577319588,10.0,11.0,12.0,26.0,29.0019353055018
2020-03-26,14.0,26.0,11.0,32.0,18.0,38.144329896907216,21.0,21.0,12.0,35.0,27.810591399200742
2020-03-27,13.0,17.0,21.0,32.0,17.0,37.11340206185567,10.0,21.0,0.0,33.0,24.515545278608588
2020-03-28,23.0,20.0,36.0,48.0,30.0,28.8659793814433,46.0,36.0,82.0,68.0,50.937492145675726
2020-03-29,46.0,58.0,72.0,35.0,100.0,42.2680412371134,80.0,60.0,41.0,68.0,73.41593987986025
2020-03-30,32.0,16.0,31.0,41.0,34.0,36.08247422680412,39.0,41.0,23.0,17.0,37.79877849548848
2020-03-31,13.0,17.0,21.0,21.0,35.0,75.25773195876289,10.0,21.0,47.0,17.0,33.797471535928814
2020-04-01,40.0,42.0,75.0,42.0,35.0,100.0,40.0,63.0,95.0,100.0,77.04023927413476
2020-04-02,20.0,34.0,74.0,52.0,27.0,74.22680412371135,41.0,53.0,58.0,42.0,57.92972578983085
2020-04-03,14.0,36.0,34.0,33.0,37.0,25.77319587628866,53.0,55.0,62.0,53.0,49.09769522708422
2020-04-04,48.0,62.0,51.0,25.0,32.0,29.896907216494846,36.0,38.0,43.0,20.0,46.91859149973609
2020-04-05,54.0,81.0,50.0,85.0,92.0,73.19587628865979,83.0,49.0,41.0,60.0,81.45248447985522
2020-04-06,32.0,25.0,31.0,30.0,9.0,48.45360824742268,39.0,10.0,46.0,16.0,34.91844069670998
2020-04-07,20.0,26.0,11.0,31.0,36.0,24.742268041237114,41.0,42.0,24.0,17.0,33.24704049061251
2020-04-08,34.0,17.0,54.0,22.0,46.0,77.31958762886597,21.0,33.0,60.0,43.0,49.651896348053384
2020-04-09,36.0,55.0,23.0,34.0,56.0,67.01030927835052,65.0,56.0,75.0,18.0,59.122326388016184
2020-04-10,7.0,9.0,12.0,11.0,0.0,0.0,11.0,11.0,13.0,0.0,9.020534345389198
2020-04-11,15.0,19.0,36.0,12.0,10.0,42.2680412371134,0.0,48.0,13.0,19.0,26.11908412295473
2020-04-12,15.0,10.0,12.0,24.0,20.0,14.43298969072165,34.0,0.0,13.0,10.0,18.581446201020434
2020-04-13,7.0,18.0,57.0,44.0,65.0,53.608247422680414,75.0,67.0,62.0,45.0,60.17040741950887
2020-04-14,14.0,18.0,44.0,22.0,27.0,39.175257731958766,21.0,11.0,25.0,27.0,30.25234373036419
2020-04-15,41.0,52.0,44.0,32.0,36.0,25.77319587628866,31.0,54.0,60.0,52.0,52.14517304647246
2020-04-16,21.0,35.0,65.0,75.0,54.0,25.77319587628866,41.0,32.0,48.0,26.0,51.535677482594814
