date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,57.0,54.0,43.0,67.0,54.0,53.0,47.0,46.0,81.0,55.0,62.23463687150838
2021-02-27,66.0,54.0,67.0,80.0,54.0,58.0,58.0,58.0,72.0,51.0,69.05027932960894
2021-02-28,59.0,39.0,54.0,55.0,43.0,55.0,48.0,55.0,57.0,65.0,59.21787709497207
2021-03-01,75.0,73.0,90.0,63.0,71.0,74.0,65.0,55.0,74.0,92.0,81.7877094972067
2021-03-02,57.0,56.0,78.0,72.0,60.0,65.0,67.0,89.0,78.0,83.0,78.77094972067039
2021-03-03,38.0,55.0,63.0,63.0,57.0,51.0,59.0,48.0,71.0,62.0,63.35195530726257
2021-03-04,60.0,65.0,66.0,48.0,70.0,67.0,53.0,44.0,87.0,65.0,69.83240223463687
2021-03-05,51.0,64.0,71.0,48.0,48.0,53.0,49.0,55.0,73.0,65.0,64.46927374301676
2021-03-06,59.0,48.0,53.0,55.0,57.0,63.0,58.0,53.0,62.0,81.0,65.81005586592178
2021-03-07,45.0,40.0,55.0,61.0,46.0,44.0,45.0,51.0,45.0,61.0,55.08379888268156
2021-03-08,57.0,35.0,53.0,56.0,50.0,54.0,58.0,74.0,72.0,58.0,63.35195530726257
2021-03-09,71.0,51.0,72.0,57.0,51.0,59.0,56.0,60.0,81.0,48.0,67.70949720670392
2021-03-10,71.0,77.0,63.0,70.0,72.0,69.0,72.0,79.0,70.0,50.0,77.43016759776536
2021-03-11,63.0,69.0,63.0,54.0,70.0,63.0,50.0,67.0,57.0,55.0,68.26815642458101
2021-03-12,71.0,74.0,81.0,79.0,63.0,59.0,82.0,76.0,68.0,79.0,81.7877094972067
2021-03-13,55.0,36.0,53.0,46.0,55.0,40.0,52.0,66.0,68.0,61.0,59.44134078212291
2021-03-14,74.0,68.0,88.0,83.0,100.0,76.0,85.0,88.0,80.0,55.0,89.05027932960894
2021-03-15,58.0,57.0,50.0,65.0,52.0,62.0,72.0,59.0,71.0,65.0,68.26815642458101
2021-03-16,58.0,71.0,98.0,90.0,81.0,61.0,61.0,85.0,91.0,86.0,87.37430167597765
2021-03-17,80.0,71.0,53.0,71.0,86.0,76.0,84.0,80.0,83.0,97.0,87.26256983240222
2021-03-18,47.0,62.0,64.0,55.0,69.0,78.0,57.0,62.0,54.0,75.0,69.60893854748603
2021-03-19,64.0,60.0,69.0,69.0,61.0,71.0,77.0,80.0,76.0,67.0,77.54189944134079
2021-03-20,44.0,67.0,50.0,86.0,61.0,63.0,42.0,74.0,71.0,55.0,68.49162011173185
2021-03-21,46.0,63.0,69.0,65.0,57.0,61.0,60.0,71.0,54.0,63.0,68.04469273743017
2021-03-22,75.0,55.0,75.0,77.0,72.0,77.0,59.0,83.0,78.0,74.0,81.00558659217877
2021-03-23,72.0,64.0,55.0,69.0,58.0,69.0,48.0,75.0,71.0,88.0,74.74860335195531
2021-03-24,78.0,81.0,72.0,83.0,72.0,57.0,77.0,55.0,73.0,65.0,79.66480446927375
2021-03-25,85.0,73.0,84.0,89.0,95.0,100.0,85.0,75.0,82.0,94.0,96.31284916201118
2021-03-26,81.0,60.0,99.0,76.0,64.0,90.0,70.0,77.0,100.0,87.0,89.83240223463689
2021-03-27,91.0,64.0,72.0,100.0,84.0,67.0,79.0,91.0,98.0,82.0,92.51396648044692
2021-03-28,81.0,82.0,83.0,61.0,58.0,91.0,64.0,74.0,65.0,93.0,84.02234636871508
2021-03-29,100.0,100.0,100.0,84.0,88.0,91.0,88.0,76.0,84.0,84.0,100.0
2021-03-30,90.0,80.0,87.0,79.0,86.0,96.0,86.0,86.0,76.0,78.0,94.30167597765363
2021-03-31,80.0,81.0,72.0,70.0,78.0,77.0,100.0,77.0,68.0,100.0,89.72067039106145
2021-04-01,87.0,74.0,70.0,85.0,64.0,75.0,77.0,98.0,97.0,97.0,92.06703910614524
2021-04-02,58.0,54.0,54.0,55.0,73.0,64.0,55.0,77.0,69.0,55.0,68.60335195530726
2021-04-03,64.0,59.0,57.0,74.0,57.0,72.0,64.0,92.0,77.0,61.0,75.64245810055866
2021-04-04,55.0,59.0,73.0,55.0,54.0,55.0,45.0,69.0,64.0,60.0,65.81005586592178
2021-04-05,76.0,81.0,82.0,79.0,55.0,76.0,81.0,87.0,69.0,81.0,85.69832402234637
2021-04-06,72.0,72.0,68.0,74.0,67.0,66.0,73.0,67.0,72.0,72.0,78.54748603351955
2021-04-07,86.0,68.0,75.0,89.0,75.0,69.0,79.0,74.0,63.0,88.0,85.58659217877094
2021-04-08,73.0,49.0,70.0,51.0,63.0,57.0,68.0,77.0,76.0,70.0,73.07262569832403
2021-04-09,65.0,60.0,58.0,65.0,61.0,75.0,56.0,75.0,74.0,75.0,74.18994413407822
2021-04-10,42.0,55.0,56.0,39.0,43.0,21.0,36.0,65.0,62.0,51.0,52.513966480446925
2021-04-11,63.0,69.0,79.0,74.0,88.0,98.0,85.0,69.0,79.0,82.0,87.82122905027931
2021-04-12,50.0,49.0,62.0,57.0,73.0,75.0,68.0,56.0,60.0,86.0,71.06145251396649
2021-04-13,57.0,51.0,54.0,62.0,58.0,58.0,80.0,65.0,67.0,52.0,67.48603351955308
2021-04-14,61.0,72.0,59.0,88.0,72.0,49.0,58.0,63.0,55.0,63.0,71.50837988826815
2021-04-15,73.0,54.0,65.0,82.0,65.0,63.0,78.0,78.0,68.0,93.0,80.33519553072627
2021-04-16,74.0,69.0,78.0,52.0,59.0,67.0,52.0,75.0,77.0,69.0,75.08379888268156
