date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,0.0,0.0,14.0,14.0,18.0,0.0,19.0,0.0,0.0,0.0,8.322663252240718
2020-02-02,33.0,14.0,13.0,0.0,35.0,18.0,54.0,18.0,32.0,15.0,29.705505761843792
2020-02-03,89.0,64.0,36.0,35.0,31.0,65.0,65.0,78.0,28.0,69.0,71.70294494238156
2020-02-04,17.0,44.0,27.0,13.0,17.0,37.0,37.0,18.0,16.0,16.0,30.985915492957748
2020-02-05,34.0,29.0,27.0,26.0,52.0,53.0,37.0,36.0,16.0,31.0,43.66197183098592
2020-02-06,18.0,16.0,0.0,0.0,19.0,0.0,39.0,38.0,34.0,49.0,27.272727272727273
2020-02-07,53.0,62.0,29.0,41.0,37.0,0.0,58.0,37.0,17.0,64.0,50.960307298335465
2020-02-08,18.0,15.0,0.0,27.0,18.0,0.0,38.0,19.0,0.0,0.0,17.285531370038413
2020-02-09,32.0,0.0,13.0,12.0,0.0,0.0,0.0,34.0,0.0,44.0,17.285531370038413
2020-02-10,97.0,14.0,26.0,50.0,49.0,52.0,52.0,69.0,31.0,0.0,56.33802816901409
2020-02-11,32.0,14.0,65.0,38.0,51.0,53.0,90.0,87.0,15.0,74.0,66.45326504481434
2020-02-12,0.0,29.0,26.0,25.0,0.0,0.0,18.0,17.0,47.0,15.0,22.663252240717032
2020-02-13,16.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,9.090909090909092
2020-02-14,34.0,30.0,0.0,13.0,0.0,19.0,18.0,55.0,33.0,31.0,29.83354673495519
2020-02-15,51.0,45.0,14.0,40.0,36.0,37.0,56.0,56.0,16.0,31.0,48.911651728553146
2020-02-16,33.0,0.0,13.0,0.0,17.0,18.0,35.0,35.0,0.0,0.0,19.334186939820743
2020-02-17,0.0,29.0,13.0,13.0,50.0,54.0,18.0,35.0,16.0,30.0,33.03457106274008
2020-02-18,0.0,42.0,53.0,62.0,83.0,52.0,35.0,51.0,31.0,59.0,59.92317541613317
2020-02-19,33.0,57.0,53.0,26.0,34.0,18.0,18.0,17.0,63.0,15.0,42.76568501920615
2020-02-20,67.0,29.0,27.0,26.0,17.0,36.0,54.0,18.0,16.0,45.0,42.89372599231754
2020-02-21,17.0,15.0,14.0,14.0,18.0,0.0,19.0,19.0,17.0,0.0,17.029449423815624
2020-02-22,56.0,64.0,15.0,14.0,57.0,60.0,40.0,0.0,35.0,51.0,50.1920614596671
2020-02-23,35.0,46.0,28.0,27.0,18.0,76.0,19.0,38.0,100.0,32.0,53.64916773367478
2020-02-24,32.0,14.0,0.0,25.0,17.0,35.0,17.0,34.0,0.0,15.0,24.199743918053777
2020-02-25,0.0,0.0,13.0,12.0,17.0,0.0,18.0,17.0,0.0,15.0,11.7797695262484
2020-02-26,16.0,28.0,13.0,13.0,17.0,18.0,18.0,34.0,15.0,45.0,27.78489116517286
2020-02-27,32.0,14.0,13.0,25.0,33.0,18.0,35.0,17.0,31.0,30.0,31.754161331626122
2020-02-28,16.0,14.0,0.0,25.0,67.0,18.0,0.0,35.0,31.0,15.0,28.29705505761844
2020-02-29,100.0,29.0,41.0,38.0,69.0,54.0,37.0,18.0,48.0,61.0,63.38028169014085
2020-03-01,49.0,0.0,13.0,13.0,17.0,17.0,0.0,17.0,31.0,30.0,23.943661971830988
2020-03-02,76.0,53.0,37.0,35.0,62.0,82.0,50.0,97.0,59.0,42.0,75.92829705505763
2020-03-03,31.0,54.0,25.0,12.0,32.0,17.0,34.0,50.0,30.0,14.0,38.284250960307304
2020-03-04,46.0,54.0,24.0,0.0,16.0,83.0,33.0,49.0,43.0,42.0,49.93597951344431
2020-03-05,0.0,27.0,12.0,35.0,47.0,17.0,17.0,0.0,29.0,14.0,25.35211267605634
2020-03-06,16.0,42.0,13.0,12.0,16.0,53.0,52.0,35.0,0.0,29.0,34.31498079385403
2020-03-07,17.0,0.0,14.0,28.0,36.0,0.0,0.0,0.0,0.0,16.0,14.212548015364918
2020-03-08,15.0,14.0,64.0,36.0,16.0,17.0,51.0,68.0,30.0,44.0,45.45454545454546
2020-03-09,30.0,0.0,0.0,23.0,15.0,49.0,32.0,16.0,43.0,55.0,33.67477592829706
2020-03-10,0.0,13.0,25.0,12.0,0.0,0.0,17.0,16.0,0.0,28.0,14.212548015364918
2020-03-11,0.0,0.0,12.0,23.0,0.0,16.0,17.0,16.0,0.0,14.0,12.548015364916775
2020-03-12,46.0,0.0,37.0,23.0,0.0,17.0,34.0,50.0,30.0,57.0,37.64404609475032
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,3.9692701664532652
2020-03-14,17.0,44.0,27.0,26.0,0.0,55.0,0.0,18.0,48.0,30.0,33.93085787451985
2020-03-15,72.0,37.0,12.0,22.0,15.0,31.0,47.0,45.0,14.0,65.0,46.094750320102435
2020-03-16,14.0,36.0,34.0,11.0,28.0,30.0,45.0,29.0,27.0,0.0,32.5224071702945
2020-03-17,0.0,24.0,22.0,32.0,56.0,15.0,15.0,15.0,40.0,0.0,28.040973111395648
2020-03-18,85.0,61.0,23.0,22.0,44.0,46.0,62.0,92.0,41.0,64.0,69.14212548015365
2020-03-19,57.0,12.0,35.0,44.0,0.0,16.0,0.0,30.0,0.0,13.0,26.5044814340589
2020-03-20,14.0,24.0,44.0,21.0,42.0,73.0,44.0,43.0,78.0,25.0,52.24071702944942
