date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2020-02-01,10.0,0.0,0.0,12.0,25.0,21.0,15.0,7.0,19.0,6.0,11.8801652892562
2020-02-02,10.0,6.0,7.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,4.338842975206612
2020-02-03,31.0,10.0,23.0,19.0,19.0,17.0,12.0,12.0,15.0,5.0,16.838842975206614
2020-02-04,8.0,6.0,6.0,21.0,21.0,9.0,13.0,13.0,25.0,5.0,13.119834710743802
2020-02-05,33.0,6.0,6.0,31.0,21.0,19.0,13.0,13.0,16.0,5.0,16.838842975206614
2020-02-06,9.0,6.0,7.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,4.958677685950414
2020-02-07,18.0,6.0,7.0,34.0,11.0,20.0,7.0,0.0,9.0,17.0,13.326446280991735
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0330578512396695
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,8.0,6.0,0.0,0.0,21.0,9.0,13.0,19.0,8.0,0.0,8.677685950413224
2020-02-11,17.0,6.0,6.0,21.0,11.0,0.0,0.0,13.0,17.0,5.0,9.917355371900827
2020-02-12,0.0,11.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,4.752066115702479
2020-02-13,0.0,11.0,0.0,30.0,10.0,18.0,6.0,6.0,8.0,0.0,9.194214876033058
2020-02-14,9.0,0.0,0.0,11.0,11.0,10.0,7.0,13.0,0.0,0.0,6.301652892561983
2020-02-15,11.0,7.0,25.0,13.0,13.0,0.0,8.0,8.0,0.0,7.0,9.504132231404958
2020-02-16,0.0,0.0,0.0,13.0,26.0,11.0,0.0,8.0,10.0,0.0,7.024793388429752
2020-02-17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.6528925619834711
2020-02-18,25.0,0.0,19.0,11.0,11.0,0.0,0.0,0.0,17.0,11.0,9.710743801652892
2020-02-19,17.0,12.0,7.0,0.0,32.0,10.0,7.0,0.0,17.0,0.0,10.537190082644628
2020-02-20,9.0,6.0,7.0,11.0,22.0,10.0,0.0,0.0,9.0,0.0,7.644628099173554
2020-02-21,0.0,12.0,7.0,0.0,0.0,10.0,7.0,14.0,9.0,6.0,6.714876033057852
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,33.0,5.0,19.0,0.0,31.0,18.0,25.0,12.0,24.0,15.0,18.801652892561982
2020-02-25,16.0,22.0,12.0,20.0,31.0,9.0,12.0,25.0,24.0,15.0,19.214876033057855
2020-02-26,16.0,5.0,18.0,10.0,0.0,9.0,12.0,0.0,0.0,5.0,7.747933884297521
2020-02-27,32.0,5.0,25.0,30.0,60.0,9.0,6.0,25.0,8.0,10.0,21.694214876033058
2020-02-28,8.0,6.0,6.0,10.0,0.0,9.0,0.0,0.0,8.0,0.0,4.855371900826446
2020-02-29,19.0,25.0,22.0,47.0,12.0,0.0,7.0,14.0,19.0,23.0,19.421487603305785
2020-03-01,9.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,2.8925619834710745
2020-03-02,31.0,11.0,18.0,20.0,20.0,9.0,18.0,18.0,8.0,15.0,17.355371900826448
2020-03-03,8.0,16.0,6.0,30.0,10.0,0.0,19.0,6.0,8.0,10.0,11.673553719008265
2020-03-04,0.0,0.0,12.0,0.0,20.0,35.0,12.0,6.0,32.0,0.0,12.086776859504132
2020-03-05,16.0,27.0,24.0,40.0,40.0,9.0,18.0,12.0,16.0,15.0,22.417355371900825
