date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,0.0,10.0,0.0,14.0,25.0,0.0,0.0,43.0,0.0,14.0,13.434727503168567
2020-02-02,0.0,10.0,16.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,6.7173637515842834
2020-02-03,24.0,9.0,15.0,24.0,11.0,11.0,12.0,50.0,22.0,13.0,24.207858048162233
2020-02-04,0.0,0.0,17.0,14.0,0.0,13.0,14.0,14.0,13.0,14.0,12.547528517110266
2020-02-05,56.0,30.0,33.0,28.0,37.0,38.0,41.0,14.0,25.0,42.0,43.59949302915082
2020-02-06,45.0,21.0,0.0,15.0,13.0,13.0,43.0,0.0,13.0,15.0,22.56020278833967
2020-02-07,30.0,11.0,36.0,15.0,40.0,27.0,0.0,30.0,27.0,0.0,27.376425855513308
2020-02-08,14.0,31.0,52.0,29.0,39.0,39.0,29.0,15.0,26.0,30.0,38.5297845373891
2020-02-09,0.0,0.0,16.0,26.0,12.0,24.0,13.0,0.0,12.0,0.0,13.054499366286437
2020-02-10,13.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,13.0,7.477820025348542
2020-02-11,14.0,20.0,0.0,41.0,12.0,12.0,55.0,14.0,25.0,28.0,28.01013941698352
2020-02-12,13.0,0.0,31.0,13.0,12.0,12.0,0.0,13.0,12.0,14.0,15.20912547528517
2020-02-13,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,3.5487959442332064
2020-02-14,14.0,10.0,34.0,14.0,12.0,25.0,14.0,14.0,13.0,14.0,20.785804816223063
2020-02-15,15.0,11.0,35.0,15.0,13.0,14.0,15.0,0.0,27.0,15.0,20.278833967046893
2020-02-16,14.0,52.0,34.0,44.0,51.0,39.0,71.0,43.0,39.0,29.0,52.72496831432192
2020-02-17,0.0,0.0,32.0,14.0,12.0,12.0,0.0,14.0,12.0,14.0,13.941698352344739
2020-02-18,27.0,10.0,48.0,55.0,49.0,50.0,0.0,55.0,49.0,42.0,48.79594423320659
2020-02-19,57.0,10.0,34.0,29.0,25.0,0.0,42.0,14.0,25.0,29.0,33.586818757921414
2020-02-20,28.0,0.0,17.0,57.0,12.0,13.0,0.0,72.0,13.0,29.0,30.544993662864382
2020-02-21,15.0,21.0,17.0,44.0,13.0,13.0,29.0,14.0,26.0,0.0,24.334600760456272
2020-02-22,15.0,0.0,35.0,45.0,40.0,41.0,30.0,30.0,0.0,46.0,35.74144486692015
2020-02-23,14.0,0.0,17.0,14.0,12.0,25.0,14.0,14.0,13.0,0.0,15.589353612167299
2020-02-24,27.0,29.0,80.0,41.0,12.0,24.0,54.0,26.0,36.0,42.0,47.02154626108998
2020-02-25,26.0,9.0,31.0,26.0,23.0,12.0,13.0,13.0,24.0,0.0,22.433460076045627
2020-02-26,26.0,19.0,46.0,26.0,35.0,23.0,38.0,26.0,12.0,13.0,33.460076045627375
2020-02-27,26.0,18.0,15.0,39.0,12.0,24.0,38.0,0.0,0.0,26.0,25.09505703422053
2020-02-28,14.0,20.0,17.0,14.0,25.0,25.0,0.0,28.0,38.0,0.0,22.9404309252218
2020-02-29,14.0,10.0,32.0,14.0,12.0,0.0,0.0,13.0,0.0,14.0,13.814955640050696
2020-03-01,26.0,19.0,16.0,26.0,35.0,0.0,26.0,13.0,35.0,40.0,29.91128010139417
2020-03-02,13.0,0.0,16.0,0.0,0.0,0.0,13.0,13.0,12.0,0.0,8.491761723700886
2020-03-03,40.0,0.0,16.0,14.0,24.0,12.0,66.0,40.0,24.0,54.0,36.755386565272495
2020-03-04,0.0,19.0,15.0,13.0,0.0,0.0,0.0,0.0,12.0,27.0,10.899873257287705
2020-03-05,0.0,10.0,16.0,0.0,12.0,24.0,0.0,0.0,12.0,27.0,12.80101394169835
2020-03-06,13.0,19.0,0.0,13.0,12.0,12.0,0.0,0.0,24.0,14.0,13.56147021546261
2020-03-07,14.0,31.0,35.0,14.0,13.0,26.0,28.0,0.0,13.0,15.0,23.95437262357414
2020-03-08,27.0,19.0,78.0,27.0,12.0,0.0,39.0,13.0,12.0,40.0,33.840304182509506
2020-03-09,63.0,0.0,30.0,39.0,23.0,35.0,39.0,13.0,12.0,39.0,37.135614702154626
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,13.0,0.0,47.0,0.0,12.0,12.0,0.0,13.0,12.0,0.0,13.814955640050696
2020-03-12,26.0,9.0,31.0,0.0,11.0,12.0,13.0,51.0,23.0,26.0,25.6020278833967
2020-03-13,42.0,30.0,34.0,29.0,13.0,13.0,14.0,14.0,13.0,15.0,27.50316856780735
2020-03-14,56.0,40.0,33.0,42.0,25.0,38.0,41.0,42.0,25.0,14.0,45.12040557667934
2020-03-15,12.0,9.0,30.0,51.0,22.0,23.0,73.0,50.0,34.0,26.0,41.82509505703422
2020-03-16,35.0,41.0,27.0,58.0,51.0,41.0,34.0,34.0,41.0,35.0,50.31685678073511
