date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,30.0,22.0,32.0,17.0,39.0,32.97872340425532,22.0,40.0,36.0,44.0,37.06095881837526
2021-04-19,36.0,7.0,39.0,47.0,27.0,30.851063829787233,28.0,29.0,25.0,40.0,36.33996745525097
2021-04-20,67.0,29.0,42.0,51.0,66.0,43.61702127659574,36.0,23.0,0.0,43.0,47.13731380648391
2021-04-21,29.0,45.0,32.0,17.0,10.0,0.0,37.0,32.0,9.0,44.0,30.003755163349602
2021-04-22,29.0,7.0,11.0,9.0,10.0,22.340425531914892,30.0,8.0,18.0,22.0,19.571911378144947
2021-04-23,69.0,23.0,53.0,52.0,49.0,56.38297872340426,23.0,57.0,46.0,78.0,59.58192514707723
2021-04-24,22.0,16.0,35.0,28.0,21.0,37.234042553191486,16.0,17.0,20.0,25.0,27.913380898735763
2021-04-25,31.0,24.0,34.0,28.0,20.0,34.04255319148936,16.0,25.0,38.0,34.0,33.42095381149079
2021-04-26,35.0,14.0,49.0,16.0,44.0,59.57446808510638,20.0,15.0,33.0,49.0,39.36662911503317
2021-04-27,65.0,28.0,59.0,48.0,28.0,72.34042553191489,28.0,44.0,25.0,41.0,51.57591688571785
2021-04-28,27.0,7.0,29.0,24.0,18.0,10.638297872340425,14.0,22.0,17.0,30.0,23.37213668794593
2021-04-29,27.0,14.0,77.0,31.0,43.0,80.85106382978724,20.0,36.0,33.0,10.0,43.75265990737263
2021-04-30,36.0,33.0,38.0,31.0,17.0,39.361702127659576,46.0,7.0,65.0,29.0,40.16522718738265
2021-05-01,9.0,14.0,10.0,8.0,18.0,10.638297872340425,14.0,8.0,9.0,21.0,14.312179246463886
2021-05-02,19.0,14.0,79.0,24.0,100.0,93.61702127659575,28.0,52.0,77.0,52.0,63.37464013017899
2021-05-03,64.0,35.0,71.0,32.0,54.0,52.12765957446808,21.0,22.0,34.0,40.0,50.021279258981096
2021-05-04,80.0,53.0,46.0,52.0,34.0,28.72340425531915,33.0,42.0,47.0,38.0,53.38590562022782
2021-05-05,27.0,27.0,58.0,46.0,44.0,71.27659574468085,20.0,36.0,49.0,30.0,48.03855301038928
2021-05-06,27.0,40.0,49.0,40.0,26.0,60.638297872340424,40.0,22.0,65.0,50.0,49.37539116284891
2021-05-07,86.0,15.0,84.0,58.0,57.0,75.53191489361703,43.0,23.0,78.0,43.0,66.1885092001502
2021-05-08,31.0,40.0,57.0,36.0,21.0,46.808510638297875,23.0,25.0,48.0,58.0,45.39491801226687
2021-05-09,54.0,24.0,80.0,65.0,51.0,47.87234042553192,8.0,26.0,58.0,47.0,54.227062210539486
2021-05-10,88.0,33.0,85.0,84.0,86.0,69.14893617021276,20.0,56.0,48.0,49.0,72.73250719739642
2021-05-11,61.0,53.0,75.0,61.0,76.0,97.87234042553192,53.0,42.0,71.0,58.0,76.22981599699587
2021-05-12,92.0,43.0,100.0,56.0,36.0,62.765957446808514,100.0,60.0,69.0,73.0,81.39441732382022
2021-05-13,20.0,7.0,32.0,34.0,19.0,21.27659574468085,7.0,23.0,18.0,43.0,26.388784578795846
2021-05-14,49.0,45.0,63.0,34.0,38.0,22.340425531914892,59.0,23.0,35.0,21.0,45.81048942295656
2021-05-15,60.0,30.0,43.0,17.0,48.0,77.65957446808511,23.0,48.0,27.0,22.0,46.55401176617849
2021-05-16,19.0,58.0,51.0,41.0,65.0,74.46808510638297,36.0,61.0,78.0,94.0,67.94592564776568
2021-05-17,54.0,48.0,29.0,47.0,87.0,70.2127659574468,34.0,51.0,65.0,59.0,64.03304543747652
2021-05-18,65.0,21.0,49.0,79.0,62.0,71.27659574468085,21.0,51.0,42.0,40.0,58.98109901114031
2021-05-19,100.0,27.0,39.0,55.0,52.0,100.0,55.0,59.0,57.0,100.0,75.77418951057705
2021-05-20,68.0,29.0,20.0,33.0,47.0,42.5531914893617,29.0,31.0,70.0,11.0,44.77656778069845
2021-05-21,58.0,100.0,81.0,100.0,66.0,64.8936170212766,100.0,100.0,96.0,84.0,100.0
2021-05-22,53.0,33.0,23.0,37.0,51.0,35.1063829787234,32.0,34.0,39.0,58.0,46.488922268118664
2021-05-23,40.0,23.0,43.0,43.0,20.0,34.04255319148936,30.0,48.0,55.0,45.0,44.83414695205907
2021-05-24,67.0,22.0,62.0,50.0,18.0,31.914893617021278,43.0,38.0,44.0,43.0,49.290274126924515
2021-05-25,64.0,49.0,90.0,48.0,99.0,82.97872340425532,49.0,59.0,100.0,91.0,86.12592314432344
2021-05-26,71.0,55.0,39.0,32.0,44.0,79.7872340425532,41.0,66.0,50.0,81.0,65.74790336712981
2021-05-27,28.0,43.0,71.0,57.0,28.0,85.1063829787234,43.0,30.0,52.0,32.0,55.19589435473776
2021-05-28,59.0,31.0,21.0,26.0,19.0,44.680851063829785,0.0,25.0,36.0,55.0,37.2612341970209
2021-05-29,67.0,33.0,83.0,77.0,65.0,38.297872340425535,58.0,27.0,61.0,75.0,68.7495306045813
2021-05-30,33.0,17.0,24.0,29.0,22.0,38.297872340425535,17.0,27.0,30.0,12.0,29.332832644886718
2021-05-31,48.0,78.0,71.0,57.0,55.0,53.191489361702125,64.0,61.0,52.0,95.0,74.62010264113155
