date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,59.0,61.0,72.0,69.0,61.0,63.0,69.0,64.0,73.0,70.10309278350516,66.11030927835051
2021-04-19,82.0,77.0,80.0,76.0,81.0,75.0,84.0,80.0,84.0,82.47422680412372,80.14742268041238
2021-04-20,80.0,75.0,73.0,81.0,67.0,76.0,70.0,82.0,90.0,86.5979381443299,78.059793814433
2021-04-21,66.0,67.0,68.0,77.0,69.0,63.0,67.0,72.0,77.0,78.35051546391753,70.43505154639175
2021-04-22,75.0,76.0,70.0,77.0,67.0,66.0,71.0,70.0,75.0,81.44329896907216,72.84432989690723
2021-04-23,69.0,65.0,69.0,58.0,73.0,66.0,70.0,67.0,71.0,76.28865979381443,68.42886597938144
2021-04-24,72.0,70.0,65.0,69.0,72.0,67.0,70.0,70.0,63.0,73.19587628865979,69.11958762886597
2021-04-25,64.0,59.0,59.0,64.0,56.0,60.0,69.0,58.0,64.0,73.19587628865979,62.61958762886597
2021-04-26,73.0,55.0,58.0,63.0,61.0,67.0,55.0,64.0,70.0,71.1340206185567,63.713402061855675
2021-04-27,67.0,70.0,54.0,72.0,72.0,64.0,63.0,70.0,76.0,70.10309278350516,67.81030927835052
2021-04-28,62.0,62.0,56.0,70.0,67.0,67.0,68.0,60.0,66.0,73.19587628865979,65.11958762886597
2021-04-29,73.0,72.0,73.0,71.0,82.0,68.0,67.0,71.0,75.0,75.25773195876289,72.72577319587629
2021-04-30,76.0,78.0,66.0,76.0,73.0,72.0,74.0,75.0,83.0,81.44329896907216,75.44432989690722
2021-05-01,68.0,65.0,62.0,73.0,58.0,65.0,58.0,52.0,63.0,63.91752577319588,62.791752577319585
2021-05-02,60.0,65.0,56.0,67.0,64.0,63.0,58.0,58.0,57.0,67.01030927835052,61.50103092783505
2021-05-03,71.0,63.0,68.0,70.0,71.0,61.0,67.0,66.0,70.0,74.22680412371135,68.12268041237112
2021-05-04,61.0,49.0,64.0,51.0,56.0,58.0,59.0,54.0,67.0,68.04123711340206,58.70412371134021
2021-05-05,59.0,49.0,50.0,54.0,56.0,51.0,54.0,52.0,52.0,60.824742268041234,53.782474226804126
2021-05-06,70.0,67.0,60.0,70.0,66.0,69.0,56.0,66.0,68.0,69.0721649484536,66.10721649484536
2021-05-07,71.0,69.0,64.0,75.0,72.0,62.0,72.0,68.0,72.0,77.31958762886597,70.23195876288659
2021-05-08,56.0,55.0,44.0,50.0,49.0,54.0,44.0,48.0,60.0,51.54639175257732,51.154639175257735
2021-05-09,54.0,41.0,44.0,52.0,49.0,43.0,52.0,46.0,54.0,51.54639175257732,48.654639175257735
2021-05-10,71.0,64.0,61.0,66.0,71.0,68.0,69.0,66.0,71.0,76.28865979381443,68.32886597938145
2021-05-11,77.0,77.0,73.0,72.0,73.0,73.0,72.0,80.0,73.0,82.47422680412372,75.24742268041237
2021-05-12,76.0,71.0,71.0,76.0,73.0,78.0,73.0,72.0,77.0,75.25773195876289,74.22577319587629
2021-05-13,69.0,56.0,59.0,62.0,60.0,54.0,56.0,59.0,65.0,73.19587628865979,61.319587628865975
2021-05-14,68.0,62.0,54.0,62.0,68.0,60.0,53.0,63.0,66.0,64.94845360824742,62.094845360824735
2021-05-15,57.0,47.0,53.0,52.0,45.0,52.0,49.0,43.0,50.0,58.76288659793814,50.67628865979381
2021-05-16,47.0,54.0,47.0,50.0,60.0,41.0,52.0,52.0,54.0,58.76288659793814,51.57628865979382
2021-05-17,58.0,60.0,63.0,65.0,64.0,60.0,56.0,69.0,66.0,73.19587628865979,63.419587628865976
2021-05-18,59.0,57.0,53.0,68.0,54.0,55.0,59.0,55.0,54.0,59.79381443298969,57.37938144329897
2021-05-19,51.0,51.0,43.0,44.0,46.0,45.0,46.0,35.0,56.0,54.63917525773196,47.16391752577319
2021-05-20,63.0,57.0,52.0,64.0,67.0,65.0,57.0,65.0,60.0,58.76288659793814,60.876288659793815
2021-05-21,52.0,59.0,56.0,59.0,49.0,55.0,55.0,53.0,61.0,61.855670103092784,56.085567010309276
2021-05-22,55.0,49.0,54.0,56.0,52.0,52.0,44.0,49.0,61.0,58.76288659793814,53.07628865979382
2021-05-23,44.0,43.0,43.0,45.0,47.0,47.0,40.0,45.0,46.0,43.29896907216495,44.3298969072165
2021-05-24,38.0,43.0,47.0,51.0,52.0,43.0,50.0,50.0,44.0,48.45360824742268,46.64536082474226
2021-05-25,63.0,67.0,67.0,67.0,69.0,59.0,70.0,66.0,65.0,72.16494845360825,66.51649484536082
2021-05-26,58.0,52.0,52.0,54.0,61.0,51.0,52.0,58.0,64.0,61.855670103092784,56.38556701030928
2021-05-27,62.0,56.0,53.0,62.0,47.0,56.0,52.0,51.0,57.0,64.94845360824742,56.094845360824735
2021-05-28,60.0,60.0,52.0,54.0,52.0,50.0,53.0,55.0,63.0,59.79381443298969,55.87938144329897
2021-05-29,45.0,41.0,44.0,46.0,45.0,43.0,32.0,44.0,50.0,48.45360824742268,43.845360824742265
2021-05-30,45.0,46.0,39.0,47.0,45.0,40.0,49.0,49.0,44.0,49.48453608247423,45.348453608247425
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
