date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,26.0,20.0,16.0,30.0,21.0,24.0,29.0,27.0,22.0,29.0,24.4
2021-04-19,26.0,25.0,22.0,30.0,30.0,31.0,27.0,32.0,27.0,32.0,28.2
2021-04-20,18.0,23.0,18.0,24.0,31.0,21.0,21.0,24.0,22.0,20.0,22.2
2021-04-21,18.0,19.0,22.0,15.0,20.0,17.0,16.0,29.0,14.0,28.0,19.8
2021-04-22,37.0,30.0,24.0,26.0,26.0,28.0,28.0,37.0,32.0,34.0,30.2
2021-04-23,28.0,20.0,19.0,23.0,22.0,20.0,28.0,25.0,23.0,27.0,23.5
2021-04-24,19.0,22.0,19.0,15.0,15.0,17.0,14.0,25.0,22.0,17.0,18.5
2021-04-25,18.0,12.0,11.0,9.0,14.0,12.0,16.0,18.0,11.0,16.0,13.7
2021-04-26,20.0,21.0,21.0,22.0,14.0,25.0,20.0,22.0,25.0,27.0,21.7
2021-04-27,23.0,25.0,17.0,19.0,24.0,21.0,31.0,25.0,20.0,26.0,23.1
2021-04-28,23.0,23.0,18.0,24.0,19.0,27.0,27.0,22.0,18.0,22.0,22.3
2021-04-29,23.0,24.0,20.0,19.0,19.0,23.0,19.0,31.0,21.0,18.0,21.7
2021-04-30,35.0,31.0,35.0,33.0,26.0,46.0,31.0,45.0,30.0,32.0,34.4
2021-05-01,31.0,26.0,27.0,27.0,26.0,25.0,19.0,29.0,27.0,30.0,26.7
2021-05-02,24.0,20.0,18.0,19.0,23.0,26.0,23.0,20.0,23.0,23.0,21.9
2021-05-03,23.0,26.0,19.0,29.0,29.0,31.0,24.0,31.0,29.0,33.0,27.4
2021-05-04,24.0,28.0,24.0,18.0,25.0,26.0,30.0,31.0,28.0,31.0,26.5
2021-05-05,24.0,29.0,23.0,20.0,26.0,30.0,30.0,31.0,30.0,32.0,27.5
2021-05-06,42.0,40.0,32.0,36.0,26.0,28.0,22.0,36.0,31.0,31.0,32.4
2021-05-07,28.0,36.0,27.0,31.0,35.0,34.0,31.0,43.0,39.0,34.0,33.8
2021-05-08,40.0,37.0,29.0,28.0,30.0,26.0,31.0,31.0,33.0,34.0,31.9
2021-05-09,23.0,31.0,16.0,22.0,23.0,29.0,16.0,39.0,26.0,25.0,25.0
2021-05-10,33.0,39.0,30.0,33.0,38.0,31.0,36.0,47.0,32.0,42.0,36.1
2021-05-11,58.0,49.0,47.0,45.0,54.0,51.0,51.0,67.0,52.0,51.0,52.5
2021-05-12,44.0,50.0,45.0,38.0,43.0,47.0,44.0,59.0,44.0,42.0,45.6
2021-05-13,42.0,43.0,40.0,47.0,35.0,42.0,46.0,46.0,40.0,45.0,42.6
2021-05-14,38.0,32.0,34.0,34.0,41.0,35.0,36.0,46.0,34.0,49.0,37.9
2021-05-15,43.0,40.0,31.0,33.0,47.0,43.0,31.0,51.0,46.0,47.0,41.2
2021-05-16,44.0,37.0,29.0,29.0,35.0,41.0,26.0,42.0,33.0,36.0,35.2
2021-05-17,39.0,48.0,42.0,41.0,43.0,46.0,52.0,48.0,37.0,47.0,44.3
2021-05-18,44.0,34.0,25.0,26.0,33.0,33.0,32.0,31.0,36.0,38.0,33.2
2021-05-19,29.0,32.0,30.0,28.0,35.0,37.0,34.0,39.0,27.0,34.0,32.5
2021-05-20,32.0,32.0,33.0,41.0,31.0,32.0,33.0,37.0,35.0,34.0,34.0
2021-05-21,27.0,29.0,27.0,33.0,26.0,34.0,33.0,31.0,34.0,31.0,30.5
2021-05-22,28.0,29.0,28.0,27.0,28.0,32.0,27.0,38.0,25.0,30.0,29.2
2021-05-23,15.0,19.0,19.0,14.0,22.0,13.0,16.0,20.0,12.0,19.0,16.9
2021-05-24,21.0,24.0,14.0,19.0,23.0,23.0,18.0,20.0,20.0,17.0,19.9
2021-05-25,32.0,31.0,31.0,30.0,27.0,29.0,40.0,42.0,28.0,25.0,31.5
2021-05-26,32.0,40.0,21.0,34.0,33.0,32.0,34.0,40.0,30.0,27.0,32.3
2021-05-27,23.0,21.0,21.0,23.0,23.0,21.0,25.0,34.0,18.0,26.0,23.5
2021-05-28,25.0,25.0,23.0,25.0,17.0,20.0,21.0,21.0,13.0,28.0,21.8
2021-05-29,21.0,23.0,19.0,15.0,18.0,26.0,23.0,22.0,19.0,24.0,21.0
2021-05-30,22.0,18.0,18.0,20.0,23.0,20.0,15.0,19.0,20.0,24.0,19.9
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
