date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,6.0,13.0,2.0,4.0,0.0,6.0,10.0,6.0,5.0,11.0,6.3
2021-04-19,45.0,20.0,31.0,36.0,46.0,35.0,21.0,32.0,23.0,31.0,32.0
2021-04-20,21.0,16.0,18.0,41.0,31.0,24.0,33.0,38.0,21.0,34.0,27.7
2021-04-21,21.0,17.0,16.0,36.0,21.0,14.0,25.0,30.0,11.0,27.0,21.8
2021-04-22,19.0,16.0,14.0,38.0,25.0,19.0,25.0,19.0,15.0,21.0,21.1
2021-04-23,8.0,14.0,15.0,27.0,29.0,23.0,16.0,17.0,11.0,22.0,18.2
2021-04-24,16.0,9.0,7.0,8.0,21.0,10.0,11.0,9.0,10.0,11.0,11.2
2021-04-25,12.0,7.0,0.0,17.0,23.0,19.0,14.0,3.0,7.0,19.0,12.1
2021-04-26,25.0,24.0,25.0,31.0,16.0,17.0,29.0,22.0,10.0,22.0,22.1
2021-04-27,25.0,9.0,10.0,7.0,23.0,15.0,32.0,15.0,16.0,26.0,17.8
2021-04-28,27.0,24.0,33.0,55.0,68.0,37.0,31.0,37.0,23.0,41.0,37.6
2021-04-29,27.0,16.0,20.0,33.0,35.0,22.0,28.0,29.0,15.0,27.0,25.2
2021-04-30,34.0,20.0,11.0,37.0,39.0,5.0,20.0,29.0,21.0,31.0,24.7
2021-05-01,19.0,14.0,14.0,39.0,27.0,24.0,12.0,16.0,17.0,30.0,21.2
2021-05-02,5.0,10.0,8.0,21.0,24.0,8.0,15.0,8.0,10.0,14.0,12.3
2021-05-03,23.0,30.0,16.0,24.0,27.0,31.0,29.0,49.0,20.0,29.0,27.8
2021-05-04,39.0,16.0,30.0,47.0,41.0,28.0,37.0,21.0,29.0,41.0,32.9
2021-05-05,32.0,16.0,10.0,27.0,29.0,24.0,20.0,10.0,22.0,23.0,21.3
2021-05-06,30.0,17.0,28.0,31.0,39.0,15.0,32.0,28.0,24.0,22.0,26.6
2021-05-07,22.0,16.0,15.0,34.0,47.0,23.0,22.0,30.0,22.0,28.0,25.9
2021-05-08,25.0,17.0,13.0,31.0,26.0,23.0,19.0,28.0,15.0,22.0,21.9
2021-05-09,9.0,15.0,11.0,16.0,11.0,12.0,7.0,12.0,9.0,18.0,12.0
2021-05-10,23.0,21.0,19.0,27.0,48.0,23.0,51.0,23.0,26.0,25.0,28.6
2021-05-11,30.0,18.0,26.0,31.0,48.0,23.0,40.0,30.0,13.0,38.0,29.7
2021-05-12,42.0,31.0,27.0,43.0,44.0,50.0,61.0,37.0,29.0,51.0,41.5
2021-05-13,22.0,16.0,23.0,51.0,25.0,38.0,22.0,24.0,23.0,38.0,28.2
2021-05-14,35.0,19.0,40.0,37.0,53.0,53.0,44.0,19.0,22.0,28.0,35.0
2021-05-15,28.0,20.0,21.0,30.0,33.0,37.0,32.0,37.0,27.0,40.0,30.5
2021-05-16,11.0,10.0,12.0,22.0,22.0,24.0,28.0,19.0,9.0,24.0,18.1
2021-05-17,41.0,34.0,29.0,72.0,60.0,42.0,50.0,35.0,39.0,70.0,47.2
2021-05-18,26.0,15.0,25.0,42.0,43.0,26.0,33.0,29.0,25.0,42.0,30.6
2021-05-19,10.0,23.0,18.0,25.0,13.0,34.0,27.0,31.0,20.0,26.0,22.7
2021-05-20,39.0,38.0,21.0,74.0,29.0,38.0,29.0,31.0,24.0,32.0,35.5
2021-05-21,22.0,19.0,15.0,35.0,40.0,29.0,39.0,25.0,18.0,22.0,26.4
2021-05-22,12.0,15.0,11.0,29.0,27.0,15.0,21.0,18.0,17.0,19.0,18.4
2021-05-23,9.0,13.0,20.0,16.0,8.0,17.0,17.0,12.0,7.0,26.0,14.5
2021-05-24,20.0,13.0,18.0,18.0,27.0,16.0,15.0,10.0,24.0,20.0,18.1
2021-05-25,11.0,19.0,18.0,18.0,28.0,11.0,19.0,11.0,24.0,31.0,19.0
2021-05-26,16.0,10.0,18.0,32.0,24.0,26.0,21.0,15.0,22.0,13.0,19.7
2021-05-27,19.0,22.0,23.0,53.0,43.0,30.0,35.0,33.0,29.0,25.0,31.2
2021-05-28,15.0,23.0,18.0,37.0,59.0,25.0,53.0,19.0,24.0,27.0,30.0
2021-05-29,10.0,18.0,18.0,9.0,36.0,24.0,8.0,10.0,22.0,30.0,18.5
2021-05-30,23.0,24.0,20.0,28.0,26.0,33.0,26.0,23.0,16.0,30.0,24.9
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
