date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,25.0,19.0,21.0,20.0,0.0,0.0,0.0,12.536873156342184
2021-04-20,0.0,0.0,24.0,0.0,20.0,0.0,43.0,0.0,21.0,53.0,23.746312684365787
2021-04-21,31.0,0.0,23.0,0.0,19.0,21.0,41.0,47.0,0.0,24.0,30.383480825958703
2021-04-22,31.0,0.0,23.0,0.0,20.0,0.0,20.0,23.0,0.0,23.0,20.64896755162242
2021-04-23,34.0,62.0,100.0,53.0,63.0,0.0,46.0,54.0,21.0,0.0,63.86430678466077
2021-04-24,38.0,35.0,0.0,27.0,0.0,0.0,25.0,29.0,0.0,0.0,22.71386430678466
2021-04-25,0.0,0.0,0.0,28.0,0.0,24.0,0.0,26.0,22.0,0.0,14.749262536873157
2021-04-26,32.0,29.0,0.0,23.0,0.0,21.0,19.0,23.0,0.0,25.0,25.36873156342183
2021-04-27,56.0,26.0,20.0,22.0,18.0,0.0,37.0,43.0,18.0,23.0,38.790560471976406
2021-04-28,28.0,0.0,0.0,45.0,0.0,19.0,18.0,21.0,0.0,22.0,22.56637168141593
2021-04-29,29.0,27.0,0.0,24.0,19.0,41.0,0.0,0.0,36.0,24.0,29.498525073746315
2021-04-30,33.0,0.0,0.0,25.0,0.0,21.0,0.0,0.0,0.0,0.0,11.651917404129794
2021-05-01,29.0,28.0,42.0,23.0,19.0,0.0,0.0,22.0,0.0,0.0,24.041297935103245
2021-05-02,0.0,0.0,77.0,27.0,45.0,48.0,22.0,0.0,21.0,27.0,39.38053097345133
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,27.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,10.176991150442479
2021-05-05,62.0,0.0,0.0,47.0,0.0,21.0,0.0,48.0,58.0,0.0,34.80825958702065
2021-05-06,100.0,32.0,24.0,0.0,67.0,0.0,22.0,25.0,42.0,78.0,57.522123893805315
2021-05-07,34.0,0.0,24.0,52.0,40.0,23.0,21.0,75.0,0.0,0.0,39.67551622418879
2021-05-08,0.0,0.0,51.0,29.0,45.0,0.0,0.0,28.0,49.0,0.0,29.793510324483776
2021-05-09,0.0,0.0,0.0,0.0,23.0,24.0,22.0,27.0,21.0,26.0,21.091445427728615
2021-05-10,29.0,0.0,44.0,0.0,0.0,20.0,19.0,23.0,0.0,48.0,26.991150442477878
2021-05-11,26.0,24.0,0.0,0.0,16.0,18.0,16.0,0.0,0.0,0.0,14.749262536873157
2021-05-12,0.0,0.0,46.0,24.0,0.0,22.0,0.0,0.0,20.0,0.0,16.519174041297937
2021-05-13,0.0,28.0,23.0,76.0,57.0,20.0,59.0,49.0,61.0,71.0,65.48672566371681
2021-05-14,81.0,100.0,79.0,42.0,0.0,77.0,75.0,63.0,33.0,65.0,90.70796460176992
2021-05-15,64.0,31.0,23.0,100.0,20.0,41.0,21.0,0.0,40.0,0.0,50.147492625368734
2021-05-16,92.0,29.0,0.0,23.0,0.0,42.0,20.0,24.0,0.0,47.0,40.85545722713864
2021-05-17,29.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.634218289085547
2021-05-18,60.0,0.0,22.0,45.0,18.0,41.0,38.0,23.0,39.0,45.0,48.82005899705015
2021-05-19,30.0,54.0,46.0,24.0,100.0,100.0,40.0,51.0,100.0,25.0,84.070796460177
2021-05-20,0.0,30.0,0.0,75.0,0.0,22.0,41.0,25.0,21.0,49.0,38.790560471976406
2021-05-21,63.0,84.0,69.0,50.0,20.0,21.0,41.0,49.0,59.0,0.0,67.2566371681416
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,65.0,30.0,24.0,26.0,21.0,45.0,43.0,25.0,21.0,0.0,44.24778761061947
2021-05-24,51.0,71.0,38.0,41.0,49.0,18.0,51.0,100.0,17.0,99.0,78.90855457227138
2021-05-25,0.0,27.0,0.0,24.0,19.0,0.0,20.0,45.0,36.0,24.0,28.761061946902657
2021-05-26,32.0,0.0,0.0,50.0,40.0,67.0,41.0,25.0,40.0,25.0,47.197640117994105
2021-05-27,30.0,57.0,68.0,48.0,58.0,44.0,41.0,46.0,38.0,100.0,78.17109144542773
2021-05-28,0.0,61.0,48.0,25.0,21.0,22.0,23.0,0.0,62.0,26.0,42.47787610619469
2021-05-29,69.0,32.0,0.0,28.0,0.0,0.0,0.0,28.0,22.0,57.0,34.80825958702065
2021-05-30,33.0,32.0,53.0,27.0,22.0,46.0,67.0,51.0,43.0,55.0,63.274336283185846
2021-05-31,30.0,53.0,64.0,91.0,92.0,79.0,100.0,45.0,54.0,70.0,100.0
