date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,34.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,12.759643916913946
2021-02-27,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599406528189911
2021-02-28,0.0,29.0,40.0,36.0,0.0,0.0,0.0,33.0,42.0,0.0,26.706231454005934
2021-03-01,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.050445103857566
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,64.0,0.0,35.0,97.0,49.0,25.0,53.0,58.0,38.0,24.0,65.72700296735904
2021-03-04,32.0,26.0,37.0,0.0,0.0,0.0,0.0,30.0,78.0,50.0,37.53709198813056
2021-03-05,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,7.863501483679524
2021-03-06,0.0,0.0,0.0,37.0,0.0,29.0,0.0,34.0,0.0,0.0,14.836795252225517
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.0,7.566765578635013
2021-03-10,89.0,24.0,0.0,0.0,45.0,23.0,49.0,28.0,36.0,23.0,47.03264094955489
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,33.0,0.0,37.0,0.0,25.0,0.0,27.0,0.0,0.0,0.0,18.100890207715132
2021-03-14,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.715133531157269
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,57.0,46.0,32.0,29.0,22.0,0.0,23.0,79.0,100.0,44.0,64.09495548961424
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,100.0,80.0,73.0,100.0,100.0,52.0,0.0,30.0,39.0,100.0,100.0
2021-03-19,68.0,0.0,38.0,34.0,51.0,27.0,28.0,31.0,0.0,51.0,48.664688427299694
2021-03-20,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3026706231454
2021-03-21,0.0,27.0,75.0,0.0,0.0,0.0,0.0,32.0,80.0,52.0,39.465875370919875
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,27.0,36.0,33.0,0.0,0.0,26.0,0.0,40.0,50.0,31.454005934718097
2021-03-24,0.0,26.0,70.0,0.0,0.0,25.0,0.0,0.0,37.0,24.0,27.002967359050444
2021-03-25,67.0,0.0,0.0,0.0,25.0,0.0,27.0,61.0,0.0,25.0,30.415430267062312
2021-03-26,66.0,79.0,72.0,32.0,0.0,51.0,27.0,0.0,0.0,0.0,48.51632047477745
2021-03-27,0.0,29.0,40.0,0.0,0.0,0.0,30.0,0.0,43.0,0.0,21.068249258160236
2021-03-28,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,28.0,9.643916913946587
