date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,25.0,25.0,50.0,20.0,48.0,21.0,0.0,0.0,44.0,28.0,36.50349650349651
2021-02-27,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.573426573426573
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.937062937062937
2021-03-01,50.0,24.0,25.0,40.0,24.0,61.0,35.0,39.0,44.0,28.0,51.74825174825175
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,23.0,23.0,0.0,0.0,23.0,0.0,33.0,19.0,21.0,0.0,19.86013986013986
2021-03-04,26.0,24.0,25.0,41.0,24.0,41.0,35.0,20.0,22.0,59.0,44.33566433566433
2021-03-05,49.0,24.0,24.0,0.0,23.0,0.0,0.0,0.0,22.0,57.0,27.83216783216783
2021-03-06,27.0,0.0,27.0,22.0,0.0,22.0,37.0,21.0,46.0,32.0,32.72727272727273
2021-03-07,0.0,25.0,51.0,41.0,49.0,0.0,72.0,20.0,45.0,58.0,50.48951048951049
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,25.0,25.0,25.0,0.0,0.0,21.0,36.0,20.0,23.0,0.0,24.475524475524477
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,25.0,24.0,25.0,39.0,23.0,0.0,34.0,38.0,0.0,28.0,33.00699300699301
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,50.0,98.0,100.0,20.0,48.0,0.0,69.0,98.0,66.0,57.0,84.75524475524476
2021-03-14,0.0,24.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,0.0,8.951048951048952
2021-03-15,55.0,18.0,18.0,15.0,35.0,61.0,0.0,43.0,64.0,21.0,46.15384615384615
2021-03-16,21.0,20.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,24.0,13.146853146853147
2021-03-17,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.216783216783216
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,27.0,6.433566433566432
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,51.0,100.0,25.0,20.0,0.0,21.0,0.0,40.0,0.0,58.0,44.05594405594405
2021-03-21,0.0,25.0,0.0,40.0,23.0,0.0,35.0,0.0,44.0,29.0,27.412587412587417
2021-03-22,23.0,0.0,0.0,0.0,23.0,19.0,34.0,0.0,0.0,0.0,13.846153846153847
2021-03-23,25.0,25.0,0.0,20.0,0.0,20.0,69.0,20.0,0.0,29.0,29.09090909090909
2021-03-24,25.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.79020979020979
2021-03-25,25.0,24.0,0.0,41.0,48.0,21.0,0.0,0.0,22.0,0.0,25.314685314685317
2021-03-26,26.0,0.0,0.0,21.0,24.0,0.0,72.0,39.0,45.0,29.0,35.80419580419581
2021-03-27,27.0,54.0,55.0,22.0,26.0,23.0,38.0,43.0,48.0,63.0,55.80419580419581
2021-03-28,0.0,58.0,29.0,0.0,28.0,24.0,41.0,46.0,76.0,0.0,42.23776223776224
2021-03-29,25.0,49.0,0.0,40.0,24.0,21.0,70.0,0.0,44.0,86.0,50.20979020979021
2021-03-30,0.0,0.0,25.0,42.0,24.0,63.0,0.0,0.0,22.0,29.0,28.67132867132867
2021-03-31,0.0,0.0,24.0,38.0,0.0,20.0,34.0,19.0,21.0,28.0,25.73426573426573
2021-04-01,24.0,50.0,0.0,20.0,48.0,61.0,35.0,20.0,22.0,0.0,39.16083916083916
2021-04-02,0.0,76.0,52.0,21.0,25.0,0.0,36.0,0.0,45.0,29.0,39.72027972027972
2021-04-03,52.0,26.0,0.0,41.0,51.0,44.0,0.0,21.0,46.0,31.0,43.63636363636363
2021-04-04,54.0,27.0,27.0,22.0,0.0,0.0,75.0,0.0,0.0,31.0,33.00699300699301
2021-04-05,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,10.76923076923077
2021-04-06,0.0,20.0,42.0,0.0,20.0,0.0,29.0,0.0,18.0,0.0,18.041958041958043
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,20.0,0.0,9.65034965034965
2021-04-08,74.0,97.0,74.0,58.0,23.0,40.0,34.0,57.0,63.0,83.0,84.33566433566433
2021-04-09,23.0,23.0,23.0,0.0,22.0,19.0,0.0,0.0,0.0,53.0,22.797202797202797
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,6.993006993006993
2021-04-11,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,21.0,28.0,13.006993006993008
2021-04-12,0.0,23.0,46.0,37.0,0.0,37.0,0.0,18.0,21.0,26.0,29.09090909090909
2021-04-13,50.0,48.0,24.0,39.0,0.0,20.0,34.0,19.0,21.0,28.0,39.58041958041958
2021-04-14,26.0,25.0,0.0,21.0,48.0,0.0,0.0,20.0,23.0,29.0,26.853146853146853
2021-04-15,0.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,22.0,28.0,13.286713286713287
2021-04-16,25.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,9.51048951048951
2021-04-17,27.0,26.0,27.0,44.0,51.0,22.0,73.0,42.0,23.0,61.0,55.38461538461539
2021-04-18,26.0,0.0,79.0,21.0,25.0,0.0,37.0,62.0,23.0,91.0,50.90909090909091
2021-04-19,49.0,49.0,25.0,19.0,48.0,21.0,68.0,19.0,22.0,29.0,48.81118881118881
2021-04-20,0.0,24.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,9.51048951048951
2021-04-21,24.0,0.0,24.0,0.0,0.0,0.0,33.0,0.0,21.0,0.0,14.265734265734265
2021-04-22,0.0,26.0,54.0,21.0,52.0,22.0,37.0,21.0,0.0,31.0,36.92307692307692
2021-04-23,54.0,26.0,27.0,43.0,51.0,87.0,75.0,21.0,23.0,62.0,65.5944055944056
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0769230769230775
2021-04-26,0.0,22.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,26.0,12.30769230769231
2021-04-27,24.0,23.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,27.0,16.363636363636363
2021-04-28,23.0,22.0,0.0,0.0,0.0,0.0,31.0,18.0,19.0,0.0,15.804195804195805
2021-04-29,23.0,0.0,23.0,0.0,22.0,38.0,66.0,0.0,0.0,27.0,27.83216783216783
2021-04-30,23.0,22.0,0.0,18.0,21.0,0.0,32.0,0.0,0.0,0.0,16.223776223776223
2021-05-01,23.0,44.0,0.0,37.0,22.0,56.0,96.0,35.0,100.0,79.0,68.81118881118881
2021-05-02,100.0,49.0,74.0,20.0,0.0,41.0,34.0,20.0,43.0,0.0,53.28671328671329
2021-05-03,26.0,25.0,0.0,0.0,25.0,0.0,35.0,0.0,45.0,58.0,29.93006993006993
2021-05-04,0.0,0.0,0.0,19.0,0.0,0.0,34.0,19.0,0.0,0.0,10.06993006993007
