date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,25.0,13.0,12.0,39.0,23.0,20.0,41.0,34.0,11.0,47.0,30.70683661645423
2021-04-19,35.0,24.0,35.0,47.0,10.0,28.0,13.0,11.0,21.0,32.0,29.66396292004635
2021-04-20,37.0,51.0,25.0,25.0,34.0,20.0,68.0,58.0,22.0,46.0,44.727694090382386
2021-04-21,0.0,13.0,0.0,0.0,23.0,21.0,28.0,0.0,12.0,0.0,11.239860950173812
2021-04-22,13.0,0.0,38.0,39.0,23.0,21.0,42.0,36.0,0.0,12.0,25.95596755504056
2021-04-23,39.0,27.0,26.0,54.0,12.0,43.0,43.0,73.0,35.0,48.0,46.349942062572424
2021-04-24,14.0,15.0,0.0,14.0,13.0,11.0,0.0,13.0,0.0,0.0,9.269988412514484
2021-04-25,0.0,14.0,14.0,41.0,37.0,22.0,15.0,12.0,12.0,25.0,22.247972190034762
2021-04-26,12.0,12.0,23.0,35.0,32.0,19.0,26.0,22.0,11.0,21.0,24.681344148319816
2021-04-27,24.0,24.0,12.0,36.0,21.0,10.0,39.0,22.0,21.0,22.0,26.767091541135574
2021-04-28,34.0,24.0,23.0,0.0,10.0,19.0,13.0,21.0,0.0,21.0,19.119351100811123
2021-04-29,34.0,35.0,45.0,23.0,40.0,27.0,25.0,51.0,30.0,10.0,37.07995365005794
2021-04-30,23.0,0.0,11.0,12.0,10.0,18.0,25.0,0.0,10.0,21.0,15.063731170336037
2021-05-01,12.0,0.0,12.0,12.0,32.0,29.0,13.0,33.0,11.0,0.0,17.844727694090384
2021-05-02,12.0,24.0,24.0,12.0,21.0,19.0,13.0,33.0,32.0,0.0,22.0162224797219
2021-05-03,47.0,36.0,47.0,61.0,32.0,10.0,26.0,0.0,54.0,44.0,41.367323290845896
2021-05-04,34.0,34.0,11.0,46.0,10.0,18.0,36.0,31.0,52.0,41.0,36.26882966396292
2021-05-05,23.0,0.0,46.0,35.0,20.0,28.0,38.0,31.0,10.0,32.0,30.475086906141367
2021-05-06,35.0,0.0,36.0,24.0,11.0,19.0,52.0,32.0,11.0,33.0,29.31633835457706
2021-05-07,51.0,52.0,50.0,51.0,45.0,21.0,42.0,23.0,22.0,12.0,42.75782155272306
2021-05-08,53.0,40.0,26.0,67.0,59.0,32.0,43.0,36.0,36.0,48.0,50.984936268829664
2021-05-09,13.0,42.0,13.0,14.0,36.0,33.0,15.0,12.0,37.0,12.0,26.30359212050985
2021-05-10,68.0,69.0,23.0,35.0,83.0,55.0,100.0,64.0,72.0,64.0,73.34878331402086
2021-05-11,32.0,66.0,44.0,33.0,39.0,44.0,60.0,60.0,30.0,51.0,53.18655851680185
2021-05-12,12.0,37.0,0.0,49.0,22.0,29.0,13.0,23.0,54.0,34.0,31.63383545770568
2021-05-13,24.0,37.0,48.0,49.0,21.0,48.0,66.0,22.0,32.0,44.0,45.30706836616454
2021-05-14,36.0,49.0,73.0,37.0,33.0,30.0,54.0,45.0,22.0,35.0,47.972190034762455
2021-05-15,25.0,38.0,37.0,38.0,55.0,30.0,14.0,11.0,45.0,56.0,40.44032444959444
2021-05-16,23.0,0.0,47.0,47.0,21.0,28.0,39.0,22.0,21.0,22.0,31.286210892236387
2021-05-17,34.0,59.0,58.0,47.0,62.0,46.0,74.0,31.0,51.0,74.0,62.10892236384705
2021-05-18,12.0,60.0,36.0,24.0,11.0,39.0,39.0,32.0,32.0,11.0,34.29895712630359
2021-05-19,46.0,59.0,35.0,59.0,52.0,28.0,100.0,42.0,42.0,53.0,59.79142526071843
2021-05-20,25.0,26.0,12.0,0.0,11.0,40.0,40.0,0.0,11.0,34.0,23.059096176129778
2021-05-21,98.0,75.0,74.0,86.0,77.0,99.0,54.0,100.0,100.0,100.0,100.0
2021-05-22,100.0,26.0,38.0,39.0,23.0,21.0,28.0,47.0,47.0,59.0,49.594438006952494
2021-05-23,12.0,38.0,50.0,0.0,11.0,30.0,27.0,0.0,22.0,34.0,25.95596755504056
2021-05-24,45.0,35.0,46.0,0.0,40.0,36.0,49.0,72.0,41.0,21.0,44.61181923522596
2021-05-25,35.0,12.0,12.0,47.0,32.0,19.0,77.0,64.0,42.0,43.0,44.38006952491309
2021-05-26,45.0,46.0,23.0,23.0,61.0,36.0,74.0,41.0,10.0,32.0,45.30706836616454
2021-05-27,50.0,100.0,100.0,100.0,100.0,100.0,68.0,45.0,78.0,69.0,93.85863267670916
2021-05-28,27.0,28.0,14.0,27.0,12.0,0.0,30.0,25.0,25.0,25.0,24.681344148319816
2021-05-29,43.0,30.0,15.0,29.0,66.0,49.0,33.0,40.0,40.0,14.0,41.59907300115875
2021-05-30,28.0,44.0,29.0,0.0,26.0,12.0,16.0,13.0,26.0,0.0,22.479721900347624
2021-05-31,38.0,52.0,64.0,38.0,34.0,51.0,56.0,59.0,69.0,48.0,58.98030127462341
