date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2304832713754648
2021-04-19,30.0,32.0,45.0,0.0,25.0,40.0,64.0,28.0,54.0,67.0,47.707558859975215
2021-04-20,31.0,16.0,15.0,30.0,12.0,13.0,39.0,28.0,0.0,41.0,27.881040892193308
2021-04-21,15.0,48.0,45.0,61.0,48.0,70.0,51.0,56.0,28.0,26.0,55.51425030978934
2021-04-22,32.0,49.0,0.0,46.0,25.0,0.0,13.0,14.0,29.0,27.0,29.120198265179678
2021-04-23,32.0,50.0,64.0,48.0,51.0,14.0,27.0,59.0,58.0,14.0,51.6728624535316
2021-04-24,17.0,18.0,17.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,10.285006195786867
2021-04-25,33.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,11.895910780669144
2021-04-26,28.0,15.0,14.0,28.0,0.0,0.0,0.0,13.0,39.0,37.0,21.561338289962823
2021-04-27,44.0,0.0,14.0,29.0,11.0,26.0,24.0,13.0,0.0,13.0,21.561338289962823
2021-04-28,14.0,30.0,14.0,14.0,22.0,25.0,0.0,25.0,0.0,37.0,22.428748451053284
2021-04-29,30.0,0.0,29.0,43.0,0.0,13.0,12.0,53.0,53.0,38.0,33.581164807930605
2021-04-30,56.0,100.0,27.0,28.0,21.0,100.0,81.0,76.0,37.0,48.0,71.1276332094176
2021-05-01,0.0,16.0,15.0,0.0,24.0,0.0,25.0,14.0,14.0,0.0,13.382899628252787
2021-05-02,16.0,17.0,16.0,16.0,0.0,14.0,27.0,0.0,15.0,0.0,14.993804213135068
2021-05-03,30.0,47.0,58.0,30.0,35.0,53.0,25.0,14.0,27.0,27.0,42.874845105328376
2021-05-04,28.0,57.0,40.0,0.0,0.0,36.0,35.0,25.0,49.0,36.0,37.9182156133829
2021-05-05,45.0,15.0,72.0,29.0,23.0,13.0,25.0,13.0,27.0,26.0,35.687732342007436
2021-05-06,14.0,44.0,41.0,14.0,0.0,38.0,12.0,0.0,13.0,12.0,23.296158612143742
2021-05-07,16.0,0.0,31.0,0.0,25.0,14.0,39.0,43.0,28.0,27.0,27.633209417596035
2021-05-08,53.0,72.0,85.0,68.0,42.0,62.0,29.0,63.0,63.0,60.0,73.97769516728624
2021-05-09,16.0,16.0,60.0,60.0,49.0,41.0,26.0,14.0,27.0,28.0,41.75960346964065
2021-05-10,87.0,60.0,100.0,100.0,100.0,52.0,61.0,91.0,80.0,76.0,100.0
2021-05-11,14.0,43.0,13.0,56.0,22.0,25.0,35.0,26.0,38.0,50.0,39.9008674101611
2021-05-12,29.0,45.0,14.0,57.0,23.0,0.0,49.0,53.0,65.0,38.0,46.22057001239157
2021-05-13,31.0,32.0,15.0,0.0,24.0,27.0,0.0,28.0,0.0,0.0,19.454770755885995
2021-05-14,31.0,62.0,15.0,74.0,24.0,27.0,38.0,83.0,70.0,79.0,62.32961586121437
2021-05-15,31.0,46.0,43.0,46.0,47.0,40.0,0.0,68.0,27.0,26.0,46.34448574969021
2021-05-16,15.0,79.0,88.0,29.0,70.0,53.0,38.0,14.0,27.0,39.0,56.009913258983886
2021-05-17,100.0,45.0,70.0,86.0,23.0,62.0,49.0,77.0,52.0,63.0,77.69516728624535
2021-05-18,74.0,94.0,85.0,73.0,81.0,26.0,100.0,92.0,53.0,77.0,93.55638166047088
2021-05-19,30.0,63.0,74.0,60.0,36.0,13.0,13.0,14.0,14.0,53.0,45.84882280049566
2021-05-20,65.0,0.0,31.0,32.0,13.0,57.0,13.0,59.0,43.0,29.0,42.37918215613384
2021-05-21,62.0,48.0,60.0,15.0,59.0,42.0,39.0,43.0,57.0,41.0,57.74473358116481
2021-05-22,17.0,34.0,62.0,32.0,51.0,28.0,28.0,0.0,0.0,14.0,32.96158612143742
2021-05-23,35.0,34.0,17.0,33.0,53.0,44.0,42.0,15.0,0.0,15.0,35.687732342007436
2021-05-24,43.0,59.0,70.0,86.0,23.0,50.0,37.0,65.0,39.0,100.0,70.87980173482032
2021-05-25,62.0,64.0,45.0,30.0,61.0,94.0,51.0,55.0,14.0,39.0,63.81660470879802
2021-05-26,46.0,48.0,44.0,15.0,24.0,0.0,13.0,14.0,14.0,13.0,28.624535315985128
2021-05-27,50.0,69.0,64.0,48.0,53.0,73.0,41.0,45.0,44.0,42.0,65.55142503097893
2021-05-28,17.0,0.0,17.0,34.0,27.0,15.0,14.0,31.0,0.0,45.0,24.783147459727385
2021-05-29,56.0,76.0,36.0,36.0,59.0,16.0,62.0,33.0,33.0,49.0,56.50557620817844
2021-05-30,54.0,19.0,0.0,18.0,29.0,0.0,15.0,49.0,17.0,48.0,30.855018587360593
2021-05-31,32.0,65.0,62.0,79.0,37.0,84.0,66.0,100.0,100.0,14.0,79.182156133829
