date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,0.0,51.0,0.0,0.0,0.0,37.0,51.0,35.0,0.0,0.0,32.95454545454545
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,32.0,0.0,48.0,33.0,0.0,0.0,34.0,31.0,33.71212121212121
2021-04-21,0.0,46.0,0.0,43.0,47.0,34.0,47.0,0.0,0.0,32.0,47.159090909090914
2021-04-22,0.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28787878787879
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,33.0,54.0,0.0,0.0,0.0,0.0,53.0,37.0,37.0,0.0,40.53030303030303
2021-04-26,28.0,0.0,30.0,21.0,0.0,31.0,44.0,0.0,0.0,0.0,29.166666666666668
2021-04-27,0.0,47.0,61.0,0.0,0.0,65.0,0.0,63.0,0.0,30.0,50.37878787878788
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,29.0,46.0,30.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,28.59848484848485
2021-04-30,0.0,44.0,0.0,0.0,46.0,0.0,43.0,30.0,0.0,0.0,30.87121212121212
2021-05-01,83.0,45.0,30.0,42.0,46.0,0.0,45.0,30.0,93.0,0.0,78.4090909090909
2021-05-02,30.0,97.0,32.0,46.0,100.0,100.0,0.0,32.0,33.0,33.0,95.26515151515152
2021-05-03,31.0,50.0,65.0,0.0,100.0,0.0,48.0,66.0,34.0,67.0,87.31060606060606
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,31.0,0.0,47.0,65.0,0.0,0.0,0.0,31.0,32.95454545454545
2021-05-06,0.0,0.0,31.0,22.0,0.0,0.0,47.0,31.0,33.0,0.0,31.06060606060606
2021-05-07,0.0,100.0,67.0,47.0,0.0,70.0,49.0,68.0,34.0,0.0,82.38636363636364
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,32.0,51.0,33.0,24.0,52.0,0.0,51.0,67.0,35.0,100.0,84.28030303030303
2021-05-10,0.0,0.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0,30.0,17.424242424242422
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,100.0,54.0,69.0,100.0,0.0,37.0,52.0,36.0,37.0,35.0,98.48484848484848
2021-05-14,0.0,54.0,35.0,25.0,0.0,0.0,0.0,36.0,37.0,0.0,35.41666666666667
2021-05-15,0.0,49.0,64.0,23.0,97.0,68.0,0.0,32.0,100.0,95.0,100.0
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,49.0,34.0,34.0,0.0,22.15909090909091
2021-05-17,0.0,47.0,0.0,45.0,97.0,33.0,0.0,0.0,33.0,31.0,54.16666666666667
2021-05-18,0.0,0.0,0.0,0.0,49.0,0.0,0.0,33.0,0.0,0.0,15.53030303030303
2021-05-19,0.0,47.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,31.0,24.053030303030305
2021-05-20,35.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,78.0,0.0,26.325757575757578
2021-05-21,0.0,51.0,100.0,24.0,51.0,36.0,100.0,68.0,0.0,0.0,81.43939393939394
2021-05-22,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,24.810606060606062
2021-05-23,0.0,59.0,0.0,0.0,0.0,42.0,0.0,40.0,82.0,39.0,49.621212121212125
2021-05-24,0.0,50.0,33.0,23.0,49.0,69.0,50.0,100.0,70.0,0.0,84.0909090909091
2021-05-25,0.0,0.0,67.0,48.0,52.0,35.0,0.0,0.0,0.0,0.0,38.25757575757576
2021-05-26,33.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53787878787879
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.0,58.0,0.0,27.0,57.0,41.0,0.0,0.0,0.0,0.0,34.659090909090914
2021-05-29,37.0,0.0,40.0,57.0,0.0,0.0,0.0,40.0,82.0,40.0,56.06060606060606
2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,33.0,0.0,50.0,36.0,50.0,34.0,0.0,0.0,38.4469696969697
