date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-01-29,21.0,18.0,16.0,0.0,23.0,31.0,11.0,37.0,0.0,27.0,32.0,28.0,13.0,20.0,43.0,35.0,9.0,10.0,19.0,55.0,29.357798165137616
2020-01-30,11.0,0.0,0.0,10.0,24.0,8.0,12.0,13.0,0.0,28.0,22.0,0.0,14.0,11.0,11.0,25.0,10.0,10.0,0.0,23.0,15.203145478374836
2020-01-31,23.0,39.0,18.0,11.0,38.0,8.0,36.0,27.0,0.0,30.0,12.0,10.0,15.0,23.0,12.0,13.0,21.0,22.0,0.0,12.0,24.24639580602884
2020-02-01,23.0,30.0,18.0,66.0,13.0,26.0,49.0,41.0,11.0,30.0,12.0,41.0,30.0,34.0,48.0,26.0,10.0,33.0,31.0,37.0,39.90825688073394
2020-02-02,11.0,9.0,43.0,52.0,12.0,24.0,11.0,13.0,32.0,71.0,22.0,60.0,0.0,43.0,45.0,37.0,10.0,31.0,19.0,35.0,38.0078636959371
2020-02-03,20.0,26.0,24.0,28.0,33.0,7.0,21.0,59.0,40.0,39.0,10.0,9.0,26.0,19.0,31.0,22.0,18.0,9.0,18.0,11.0,30.7994757536042
2020-02-04,42.0,9.0,8.0,20.0,12.0,8.0,11.0,25.0,10.0,0.0,22.0,10.0,69.0,11.0,33.0,24.0,19.0,10.0,10.0,0.0,23.13237221494102
2020-02-05,32.0,9.0,17.0,31.0,24.0,8.0,11.0,26.0,32.0,70.0,22.0,29.0,42.0,32.0,33.0,49.0,10.0,61.0,48.0,23.0,39.90825688073394
2020-02-06,11.0,10.0,9.0,21.0,25.0,17.0,0.0,13.0,22.0,59.0,34.0,31.0,29.0,0.0,0.0,26.0,10.0,21.0,10.0,24.0,24.377457404980344
2020-02-07,11.0,10.0,0.0,11.0,0.0,0.0,0.0,14.0,23.0,30.0,0.0,11.0,15.0,11.0,12.0,13.0,0.0,22.0,11.0,12.0,13.499344692005243
