date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2021-02-25,37.0,70.0,24.0,48.0,33.0,45.0,25.0,31.0,22.0,19.0,21.0,32.0,42.0,45.0,49.0,41.0,39.0,44.0,29.0,62.0,48.34183673469387
2021-02-26,60.0,37.0,63.0,37.0,74.0,51.0,41.0,59.0,43.0,43.0,90.0,49.0,69.0,42.0,66.0,39.0,15.0,42.0,55.0,67.0,66.45408163265306
2021-02-27,10.0,33.0,27.0,54.0,49.0,36.0,19.0,22.0,60.0,20.0,34.0,35.0,45.0,10.0,11.0,66.0,25.0,48.0,51.0,23.0,43.23979591836734
2021-02-28,48.0,72.0,43.0,20.0,35.0,81.0,35.0,65.0,23.0,87.0,45.0,55.0,56.0,38.0,61.0,22.0,32.0,35.0,20.0,76.0,60.522959183673464
2021-03-01,47.0,59.0,25.0,79.0,46.0,78.0,35.0,83.0,46.0,56.0,43.0,67.0,54.0,65.0,100.0,21.0,24.0,68.0,58.0,85.0,72.64030612244898
2021-03-02,38.0,61.0,50.0,30.0,46.0,46.0,43.0,42.0,11.0,38.0,21.0,55.0,65.0,18.0,51.0,31.0,24.0,34.0,69.0,75.0,54.08163265306122
2021-03-03,28.0,39.0,49.0,51.0,46.0,35.0,35.0,42.0,23.0,9.0,11.0,32.0,11.0,19.0,41.0,31.0,39.0,57.0,38.0,52.0,43.87755102040816
2021-03-04,54.0,38.0,64.0,67.0,56.0,65.0,34.0,39.0,67.0,36.0,41.0,52.0,53.0,35.0,48.0,50.0,32.0,65.0,9.0,51.0,60.969387755102034
2021-03-05,37.0,19.0,32.0,48.0,55.0,42.0,8.0,68.0,11.0,28.0,41.0,42.0,52.0,26.0,29.0,29.0,38.0,75.0,38.0,20.0,47.066326530612244
2021-03-06,49.0,31.0,43.0,21.0,23.0,24.0,36.0,22.0,70.0,20.0,22.0,11.0,23.0,48.0,21.0,21.0,8.0,23.0,40.0,43.0,38.201530612244895
2021-03-07,39.0,11.0,26.0,31.0,12.0,70.0,53.0,54.0,58.0,29.0,54.0,11.0,33.0,28.0,21.0,62.0,33.0,45.0,51.0,32.0,48.022959183673464
2021-03-08,18.0,47.0,8.0,57.0,64.0,22.0,33.0,29.0,73.0,27.0,59.0,61.0,30.0,71.0,48.0,49.0,30.0,42.0,55.0,30.0,54.40051020408163
2021-03-09,27.0,37.0,39.0,65.0,11.0,42.0,25.0,39.0,65.0,36.0,50.0,31.0,70.0,51.0,38.0,20.0,44.0,32.0,37.0,49.0,51.53061224489795
2021-03-10,61.0,55.0,54.0,46.0,42.0,74.0,79.0,58.0,52.0,45.0,49.0,81.0,59.0,43.0,37.0,29.0,36.0,53.0,81.0,70.0,70.40816326530611
2021-03-11,61.0,37.0,47.0,74.0,64.0,43.0,16.0,58.0,32.0,45.0,50.0,40.0,72.0,36.0,57.0,80.0,45.0,63.0,64.0,39.0,65.24234693877551
2021-03-12,27.0,47.0,40.0,38.0,22.0,53.0,16.0,40.0,43.0,46.0,40.0,52.0,40.0,9.0,49.0,50.0,38.0,54.0,28.0,31.0,48.660714285714285
2021-03-13,9.0,28.0,16.0,19.0,43.0,11.0,16.0,20.0,54.0,0.0,31.0,31.0,41.0,52.0,29.0,10.0,22.0,63.0,18.0,30.0,34.630102040816325
2021-03-14,26.0,27.0,23.0,18.0,41.0,32.0,32.0,39.0,50.0,26.0,38.0,20.0,49.0,25.0,28.0,29.0,22.0,20.0,27.0,19.0,37.691326530612244
2021-03-15,41.0,43.0,43.0,65.0,33.0,42.0,25.0,46.0,33.0,34.0,39.0,24.0,54.0,34.0,44.0,15.0,46.0,32.0,28.0,53.0,49.36224489795919
2021-03-16,53.0,91.0,41.0,57.0,66.0,65.0,71.0,43.0,65.0,55.0,95.0,62.0,97.0,60.0,90.0,51.0,46.0,74.0,81.0,62.0,84.50255102040816
2021-03-17,59.0,73.0,60.0,100.0,83.0,82.0,70.0,48.0,53.0,61.0,59.0,71.0,58.0,67.0,73.0,47.0,57.0,50.0,100.0,76.0,85.90561224489794
2021-03-18,61.0,56.0,39.0,66.0,11.0,53.0,40.0,80.0,65.0,36.0,30.0,71.0,100.0,36.0,66.0,69.0,76.0,95.0,46.0,39.0,72.38520408163265
2021-03-19,27.0,29.0,39.0,0.0,33.0,43.0,25.0,30.0,43.0,37.0,21.0,64.0,10.0,62.0,48.0,30.0,38.0,21.0,38.0,40.0,43.23979591836734
2021-03-20,49.0,83.0,52.0,73.0,47.0,46.0,9.0,54.0,34.0,10.0,32.0,56.0,78.0,47.0,63.0,65.0,57.0,69.0,40.0,54.0,64.92346938775509
