date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,9.0,16.0,16.0,11.0,19.0,10.0,12.0,15.0,17.0,16.0,14.1
2021-04-19,14.0,23.0,22.0,17.0,21.0,18.0,24.0,18.0,21.0,23.0,20.1
2021-04-20,13.0,18.0,12.0,14.0,25.0,8.0,18.0,22.0,18.0,15.0,16.3
2021-04-21,11.0,16.0,16.0,16.0,16.0,19.0,15.0,17.0,14.0,15.0,15.5
2021-04-22,14.0,21.0,15.0,13.0,12.0,11.0,18.0,21.0,19.0,22.0,16.6
2021-04-23,11.0,10.0,12.0,16.0,8.0,13.0,9.0,21.0,15.0,10.0,12.5
2021-04-24,14.0,8.0,4.0,16.0,9.0,8.0,10.0,14.0,9.0,6.0,9.8
2021-04-25,7.0,8.0,7.0,5.0,7.0,5.0,5.0,9.0,6.0,7.0,6.6
2021-04-26,15.0,16.0,11.0,15.0,12.0,15.0,15.0,13.0,11.0,12.0,13.5
2021-04-27,8.0,8.0,9.0,9.0,7.0,8.0,9.0,16.0,14.0,9.0,9.7
2021-04-28,18.0,22.0,15.0,20.0,21.0,20.0,19.0,26.0,22.0,23.0,20.6
2021-04-29,10.0,15.0,20.0,19.0,17.0,12.0,15.0,17.0,28.0,17.0,17.0
2021-04-30,17.0,23.0,17.0,21.0,20.0,13.0,19.0,22.0,20.0,19.0,19.1
2021-05-01,19.0,27.0,13.0,17.0,23.0,19.0,16.0,21.0,20.0,22.0,19.7
2021-05-02,14.0,11.0,12.0,20.0,20.0,14.0,9.0,15.0,14.0,12.0,14.1
2021-05-03,17.0,16.0,20.0,19.0,20.0,19.0,15.0,20.0,22.0,16.0,18.4
2021-05-04,20.0,21.0,16.0,16.0,18.0,17.0,21.0,25.0,15.0,25.0,19.4
2021-05-05,18.0,23.0,17.0,13.0,16.0,27.0,20.0,12.0,18.0,19.0,18.3
2021-05-06,27.0,35.0,21.0,30.0,29.0,25.0,21.0,27.0,25.0,23.0,26.3
2021-05-07,18.0,9.0,19.0,17.0,20.0,17.0,17.0,19.0,18.0,20.0,17.4
2021-05-08,12.0,13.0,13.0,18.0,9.0,9.0,9.0,14.0,10.0,14.0,12.1
2021-05-09,20.0,16.0,13.0,25.0,23.0,19.0,24.0,18.0,20.0,13.0,19.1
2021-05-10,20.0,27.0,17.0,29.0,27.0,26.0,21.0,26.0,19.0,20.0,23.2
2021-05-11,20.0,31.0,26.0,30.0,35.0,29.0,27.0,28.0,32.0,24.0,28.2
2021-05-12,20.0,23.0,26.0,28.0,25.0,23.0,20.0,19.0,27.0,20.0,23.1
2021-05-13,19.0,27.0,23.0,34.0,34.0,31.0,29.0,25.0,32.0,39.0,29.3
2021-05-14,19.0,34.0,19.0,29.0,25.0,21.0,21.0,23.0,33.0,30.0,25.4
2021-05-15,19.0,28.0,21.0,22.0,13.0,22.0,17.0,25.0,21.0,18.0,20.6
2021-05-16,17.0,25.0,13.0,21.0,16.0,17.0,19.0,22.0,19.0,9.0,17.8
2021-05-17,22.0,30.0,22.0,28.0,22.0,34.0,27.0,19.0,38.0,28.0,27.0
2021-05-18,16.0,27.0,24.0,31.0,24.0,27.0,23.0,16.0,26.0,24.0,23.8
2021-05-19,21.0,30.0,15.0,26.0,28.0,31.0,20.0,23.0,25.0,21.0,24.0
2021-05-20,22.0,28.0,21.0,26.0,23.0,22.0,19.0,26.0,20.0,25.0,23.2
2021-05-21,18.0,19.0,12.0,20.0,14.0,22.0,15.0,19.0,19.0,20.0,17.8
2021-05-22,11.0,13.0,11.0,14.0,22.0,15.0,17.0,7.0,15.0,14.0,13.9
2021-05-23,13.0,11.0,13.0,21.0,26.0,14.0,13.0,14.0,15.0,17.0,15.7
2021-05-24,10.0,9.0,7.0,14.0,11.0,8.0,14.0,12.0,16.0,15.0,11.6
2021-05-25,18.0,18.0,15.0,11.0,22.0,23.0,22.0,18.0,23.0,20.0,19.0
2021-05-26,14.0,21.0,14.0,21.0,25.0,22.0,21.0,24.0,15.0,19.0,19.6
2021-05-27,13.0,10.0,16.0,16.0,17.0,11.0,10.0,19.0,18.0,18.0,14.8
2021-05-28,21.0,22.0,21.0,29.0,27.0,25.0,21.0,21.0,23.0,21.0,23.1
2021-05-29,21.0,20.0,17.0,23.0,17.0,14.0,24.0,17.0,25.0,18.0,19.6
2021-05-30,14.0,14.0,18.0,16.0,16.0,22.0,14.0,20.0,14.0,18.0,16.6
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
