date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,17.0,0.0,0.0,4.0,25.0,12.0,4.0,5.0,14.0,5.0,0.0,15.0,13.0,17.0,8.0,9.0,5.0,0.0,4.0,10.0,8.657335406946602
2020-01-30,13.0,16.0,16.0,4.0,10.0,13.0,0.0,19.0,15.0,5.0,6.0,21.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.035251425609124
2020-01-31,5.0,5.0,11.0,9.0,0.0,0.0,9.0,0.0,10.0,5.0,0.0,0.0,4.0,6.0,0.0,9.0,10.0,0.0,9.0,0.0,4.769310523587349
2020-02-01,0.0,6.0,12.0,5.0,6.0,7.0,5.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,5.0,6.0,6.0,15.0,6.0,5.909797822706065
2020-02-02,10.0,6.0,6.0,0.0,12.0,7.0,5.0,0.0,0.0,11.0,7.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,4.302747537584241
2020-02-03,4.0,10.0,0.0,8.0,0.0,6.0,8.0,9.0,0.0,0.0,23.0,10.0,4.0,0.0,11.0,4.0,9.0,5.0,8.0,9.0,6.635562467599793
2020-02-04,9.0,5.0,5.0,0.0,10.0,6.0,5.0,5.0,5.0,0.0,12.0,5.0,4.0,6.0,4.0,4.0,14.0,10.0,8.0,5.0,6.324520476931053
2020-02-05,4.0,5.0,10.0,0.0,0.0,6.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,4.0,4.0,5.0,5.0,4.0,0.0,3.5251425609123896
2020-02-06,9.0,5.0,11.0,5.0,11.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,9.0,0.0,8.0,9.0,5.0,11.0,0.0,0.0,5.6505961638154485
2020-02-07,14.0,6.0,6.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,0.0,5.0,19.0,9.0,10.0,0.0,0.0,9.0,11.0,5.909797822706065
2020-02-08,5.0,6.0,0.0,5.0,6.0,15.0,6.0,0.0,0.0,0.0,15.0,6.0,0.0,7.0,5.0,11.0,6.0,13.0,10.0,6.0,6.324520476931053
2020-02-09,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,12.0,6.0,15.0,19.0,4.250907205806117
2020-02-10,0.0,16.0,10.0,0.0,5.0,13.0,14.0,20.0,10.0,10.0,0.0,11.0,9.0,0.0,12.0,9.0,0.0,0.0,4.0,10.0,7.931570762052878
2020-02-11,9.0,0.0,0.0,4.0,5.0,13.0,5.0,10.0,5.0,10.0,6.0,11.0,0.0,6.0,4.0,4.0,10.0,5.0,4.0,0.0,5.754276827371695
2020-02-12,13.0,10.0,0.0,4.0,10.0,12.0,4.0,18.0,9.0,5.0,12.0,5.0,4.0,16.0,8.0,8.0,5.0,5.0,4.0,5.0,8.13893208916537
2020-02-13,4.0,10.0,15.0,4.0,5.0,6.0,9.0,0.0,5.0,9.0,12.0,10.0,4.0,11.0,4.0,0.0,5.0,15.0,4.0,10.0,7.36132711249352
2020-02-14,9.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,6.0,4.0,5.0,5.0,0.0,4.0,11.0,3.421461897356143
2020-02-15,6.0,7.0,13.0,6.0,0.0,8.0,6.0,6.0,6.0,6.0,0.0,7.0,11.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,5.961638154484189
2020-02-16,6.0,13.0,26.0,0.0,13.0,8.0,12.0,24.0,6.0,12.0,15.0,7.0,0.0,15.0,10.0,11.0,18.0,0.0,5.0,25.0,11.715914981855883
2020-02-17,9.0,22.0,32.0,14.0,11.0,32.0,5.0,15.0,5.0,15.0,6.0,11.0,4.0,12.0,17.0,0.0,10.0,5.0,9.0,0.0,12.130637636080868
