date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,48.0,18.0,30.0,13.0,48.0,21.0,20.0,38.0,41.0,35.0,35.0,23.0,31.0,43.0,6.0,38.0,32.0,45.0,29.0,32.0,36.88862698880377
2020-01-30,18.0,14.0,10.0,27.0,20.0,11.0,16.0,48.0,10.0,15.0,29.0,24.0,22.0,19.0,19.0,20.0,11.0,20.0,13.0,17.0,22.569239835002946
2020-01-31,13.0,24.0,5.0,0.0,21.0,17.0,11.0,8.0,11.0,11.0,29.0,24.0,17.0,20.0,19.0,21.0,23.0,14.0,4.0,4.0,17.442545668827346
2020-02-01,14.0,5.0,12.0,23.0,6.0,13.0,6.0,0.0,12.0,24.0,17.0,7.0,6.0,15.0,14.0,8.0,7.0,31.0,5.0,10.0,13.847967000589275
2020-02-02,21.0,11.0,18.0,0.0,6.0,13.0,6.0,9.0,6.0,12.0,0.0,7.0,18.0,15.0,14.0,30.0,6.0,23.0,10.0,5.0,13.553329404832056
2020-02-03,0.0,13.0,14.0,18.0,18.0,10.0,9.0,7.0,14.0,5.0,13.0,16.0,10.0,6.0,6.0,24.0,5.0,6.0,4.0,11.0,12.31585150265174
2020-02-04,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,5.0,5.0,7.0,11.0,0.0,0.0,12.0,6.0,5.0,6.0,0.0,8.0,4.89098408956983
2020-02-05,12.0,5.0,10.0,7.0,5.0,17.0,0.0,8.0,10.0,5.0,0.0,12.0,5.0,0.0,12.0,7.0,22.0,13.0,13.0,8.0,10.076605774896876
2020-02-06,0.0,0.0,5.0,7.0,0.0,6.0,11.0,16.0,21.0,16.0,0.0,0.0,11.0,13.0,19.0,7.0,11.0,7.0,18.0,8.0,10.371243370654096
2020-02-07,13.0,15.0,11.0,0.0,0.0,6.0,5.0,17.0,11.0,5.0,0.0,6.0,0.0,7.0,7.0,0.0,12.0,7.0,14.0,9.0,8.544490276959339
