date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,0.0,0.0,0.0,32.0,0.0,0.0,27.77777777777778,21.0,0.0,0.0,11.188467636454305
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,71.0,0.0,36.0,69.0,0.0,71.05263157894737,30.0,22.0,29.347826086956523,0.0,45.48649385354297
2021-03-01,0.0,34.0,0.0,32.0,45.0,34.21052631578947,28.88888888888889,0.0,56.52173913043478,0.0,31.943158038571287
2021-03-02,0.0,0.0,33.0,0.0,0.0,34.21052631578947,0.0,21.0,27.17391304347826,29.0,19.99857722532173
2021-03-03,33.0,32.0,32.0,0.0,0.0,32.89473684210526,0.0,0.0,0.0,0.0,17.991619716276194
2021-03-04,65.0,0.0,62.0,0.0,22.0,100.0,27.77777777777778,41.0,55.43478260869565,0.0,51.6933836047053
2021-03-05,33.0,0.0,32.0,0.0,22.0,31.57894736842105,0.0,21.0,27.17391304347826,28.0,26.97506833896691
2021-03-06,35.0,35.0,0.0,0.0,0.0,35.526315789473685,30.0,0.0,0.0,0.0,18.77164536848104
2021-03-07,68.0,68.0,34.0,100.0,70.0,0.0,30.0,22.0,59.78260869565217,58.0,70.60959555868912
2021-03-08,33.0,32.0,65.0,32.0,45.0,32.89473684210526,27.77777777777778,0.0,28.26086956521739,0.0,40.98950457154408
2021-03-09,0.0,0.0,0.0,32.0,0.0,0.0,27.77777777777778,21.0,29.347826086956523,57.0,23.14843836392182
2021-03-10,30.0,60.0,31.0,58.0,20.0,30.263157894736842,25.555555555555557,38.0,0.0,26.0,44.15933385971302
2021-03-11,0.0,32.0,0.0,0.0,0.0,64.47368421052632,53.333333333333336,0.0,26.08695652173913,28.0,28.241196933850134
2021-03-12,0.0,64.0,33.0,0.0,22.0,32.89473684210526,27.77777777777778,0.0,82.6086956521739,55.0,43.946375481507104
2021-03-13,33.0,33.0,0.0,0.0,22.0,0.0,27.77777777777778,21.0,55.43478260869565,27.0,30.36296249861773
2021-03-14,0.0,0.0,32.0,31.0,0.0,31.57894736842105,0.0,20.0,0.0,0.0,15.870241540653673
2021-03-15,0.0,25.0,24.0,0.0,0.0,25.0,42.22222222222222,16.0,0.0,21.0,21.222691706561882
2021-03-16,0.0,29.0,0.0,0.0,38.0,28.94736842105263,24.444444444444443,0.0,0.0,0.0,16.67537705289834
2021-03-17,0.0,0.0,0.0,0.0,0.0,32.89473684210526,0.0,0.0,0.0,0.0,4.556224604000251
2021-03-18,34.0,0.0,0.0,0.0,22.0,67.10526315789474,0.0,21.0,0.0,0.0,19.9599087452043
2021-03-19,0.0,33.0,66.0,33.0,68.0,34.21052631578947,27.77777777777778,0.0,0.0,88.0,48.47660979559237
2021-03-20,36.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68197816393041
2021-03-21,70.0,34.0,34.0,33.0,23.0,0.0,0.0,0.0,28.26086956521739,30.0,34.94045828840206
2021-03-22,97.0,32.0,33.0,61.0,0.0,65.78947368421052,80.0,21.0,0.0,0.0,53.98943906756138
2021-03-23,100.0,66.0,100.0,63.0,44.0,32.89473684210526,56.666666666666664,41.0,82.6086956521739,28.0,85.06822627188662
2021-03-24,0.0,97.0,64.0,31.0,22.0,64.47368421052632,53.333333333333336,21.0,80.43478260869566,27.0,63.74773641479094
2021-03-25,69.0,34.0,33.0,65.0,46.0,68.42105263157895,28.88888888888889,21.0,0.0,88.0,62.78761002732151
2021-03-26,33.0,0.0,0.0,0.0,0.0,32.89473684210526,27.77777777777778,21.0,0.0,0.0,15.883201468416164
2021-03-27,0.0,34.0,0.0,67.0,47.0,34.21052631578947,0.0,43.0,29.347826086956523,30.0,39.41395770133143
2021-03-28,0.0,36.0,37.0,36.0,25.0,0.0,0.0,23.0,31.52173913043478,0.0,26.11200054093612
2021-03-29,69.0,0.0,34.0,0.0,23.0,69.73684210526316,0.0,21.0,28.26086956521739,30.0,38.08972073468704
2021-03-30,0.0,70.0,71.0,34.0,47.0,0.0,28.88888888888889,44.0,59.78260869565217,59.0,57.29731976015683
2021-03-31,32.0,64.0,95.0,31.0,87.0,64.47368421052632,0.0,100.0,27.17391304347826,54.0,76.82381048641284
2021-04-01,0.0,0.0,64.0,65.0,45.0,32.89473684210526,27.77777777777778,0.0,27.17391304347826,0.0,36.26814654015711
2021-04-02,0.0,0.0,33.0,32.0,0.0,0.0,56.666666666666664,21.0,55.43478260869565,0.0,27.438878797206012
2021-04-03,35.0,0.0,0.0,0.0,23.0,0.0,28.88888888888889,0.0,0.0,0.0,12.034912918441908
2021-04-04,35.0,34.0,34.0,34.0,24.0,0.0,30.0,0.0,29.347826086956523,29.0,34.53697488520955
2021-04-05,32.0,30.0,30.0,0.0,0.0,0.0,0.0,19.0,52.17391304347826,0.0,22.601092719126672
2021-04-06,0.0,0.0,53.0,0.0,18.0,53.94736842105263,45.55555555555556,17.0,21.73913043478261,0.0,28.981955413622444
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,89.0,30.0,59.0,29.0,60.0,60.526315789473685,100.0,18.0,25.0,100.0,79.02315953178037
2021-04-09,0.0,28.0,0.0,0.0,0.0,0.0,23.333333333333332,0.0,0.0,25.0,10.572871067736049
2021-04-10,31.0,29.0,59.0,57.0,41.0,0.0,0.0,19.0,0.0,51.0,39.75214842498139
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,30.0,0.0,60.0,87.0,41.0,60.526315789473685,0.0,0.0,50.0,76.0,56.03062769015349
2021-04-13,61.0,0.0,0.0,0.0,41.0,30.263157894736842,25.555555555555557,38.0,25.0,0.0,30.585429519475465
2021-04-14,33.0,32.0,32.0,30.0,0.0,63.1578947368421,53.333333333333336,20.0,27.17391304347826,0.0,40.25980429100392
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,32.0,0.0,0.0,0.0,26.666666666666668,0.0,26.08695652173913,27.0,15.4789080697385
2021-04-17,68.0,0.0,67.0,33.0,23.0,34.21052631578947,56.666666666666664,42.0,28.26086956521739,86.0,60.68616478407283
2021-04-18,34.0,0.0,35.0,0.0,0.0,0.0,0.0,22.0,29.347826086956523,0.0,16.669284478162176
2021-04-19,33.0,0.0,31.0,30.0,0.0,0.0,0.0,19.0,26.08695652173913,0.0,19.264826967355773
2021-04-20,95.0,93.0,62.0,89.0,64.0,94.73684210526316,78.88888888888889,39.0,79.34782608695652,27.0,100.0
2021-04-21,32.0,61.0,62.0,0.0,21.0,0.0,0.0,20.0,26.08695652173913,27.0,34.500842043132614
2021-04-22,66.0,31.0,33.0,30.0,67.0,31.57894736842105,27.77777777777778,20.0,0.0,28.0,46.311491863771444
2021-04-23,67.0,33.0,0.0,94.0,22.0,0.0,0.0,21.0,28.26086956521739,55.0,44.359085789791386
2021-04-24,35.0,34.0,0.0,34.0,0.0,35.526315789473685,58.888888888888886,0.0,0.0,0.0,27.343827587882757
2021-04-25,68.0,100.0,33.0,0.0,0.0,0.0,56.666666666666664,63.0,0.0,84.0,56.05006758179723
2021-04-26,29.0,29.0,0.0,0.0,19.0,0.0,24.444444444444443,18.0,0.0,24.0,19.86837925538172
2021-04-27,30.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,10.249682869158965
2021-04-28,61.0,0.0,29.0,28.0,21.0,0.0,25.555555555555557,38.0,75.0,52.0,45.646485570458694
2021-04-29,0.0,0.0,0.0,0.0,20.0,30.263157894736842,25.555555555555557,0.0,0.0,0.0,10.501591465042358
2021-04-30,29.0,0.0,30.0,27.0,39.0,28.94736842105263,0.0,36.0,25.0,24.0,33.09641552345782
2021-05-01,31.0,63.0,0.0,29.0,21.0,0.0,0.0,39.0,26.08695652173913,52.0,36.16295277867191
2021-05-02,33.0,65.0,0.0,31.0,22.0,65.78947368421052,27.77777777777778,41.0,55.43478260869565,0.0,47.231928472468255
2021-05-03,31.0,0.0,0.0,30.0,21.0,0.0,0.0,19.0,25.0,26.0,21.05340265016436
2021-05-04,30.0,29.0,30.0,0.0,20.0,28.94736842105263,0.0,0.0,25.0,26.0,26.170954125377445
2021-05-05,0.0,30.0,30.0,29.0,0.0,30.263157894736842,0.0,19.0,0.0,26.0,22.751963182535654
2021-05-06,60.0,30.0,30.0,57.0,100.0,0.0,0.0,38.0,100.0,25.0,60.94406030310736
2021-05-07,33.0,33.0,34.0,64.0,0.0,0.0,0.0,42.0,28.26086956521739,57.0,40.34231817890476
2021-05-08,0.0,0.0,0.0,0.0,0.0,32.89473684210526,27.77777777777778,0.0,0.0,0.0,8.403703158489353
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,31.0,0.0,60.0,0.0,0.0,30.263157894736842,0.0,19.0,26.08695652173913,0.0,23.041025919151185
2021-05-11,61.0,30.0,90.0,57.0,0.0,0.0,25.555555555555557,0.0,51.08695652173913,51.0,50.64486205776889
2021-05-12,30.0,30.0,30.0,30.0,21.0,0.0,25.555555555555557,0.0,0.0,26.0,26.670721339718444
2021-05-13,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,25.0,9.97266441323575
2021-05-14,30.0,0.0,0.0,0.0,0.0,28.94736842105263,0.0,0.0,0.0,25.0,11.627485189408642
2021-05-15,30.0,30.0,0.0,30.0,21.0,0.0,25.555555555555557,19.0,50.0,0.0,28.471341303219344
2021-05-16,92.0,29.0,30.0,29.0,0.0,89.47368421052632,25.555555555555557,0.0,25.0,78.0,55.13072270614562
2021-05-17,30.0,59.0,0.0,29.0,0.0,30.263157894736842,24.444444444444443,0.0,0.0,0.0,23.921596663100342
2021-05-18,31.0,31.0,30.0,0.0,21.0,0.0,26.666666666666668,19.0,26.08695652173913,26.0,29.19132163793766
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.08695652173913,0.0,6.3834687669262635
2021-05-20,95.0,32.0,32.0,0.0,22.0,65.78947368421052,0.0,42.0,0.0,0.0,40.000007043439005
2021-05-21,0.0,33.0,0.0,0.0,22.0,0.0,0.0,0.0,27.17391304347826,0.0,11.381845254236454
2021-05-22,0.0,66.0,33.0,98.0,22.0,67.10526315789474,28.88888888888889,21.0,56.52173913043478,86.0,66.27886665431718
2021-05-23,0.0,0.0,31.0,0.0,0.0,31.57894736842105,26.666666666666668,20.0,26.08695652173913,0.0,18.74480986588588
2021-05-24,31.0,0.0,0.0,29.0,0.0,30.263157894736842,0.0,0.0,26.08695652173913,25.0,19.578295220110995
2021-05-25,32.0,31.0,31.0,30.0,42.0,31.57894736842105,0.0,0.0,52.17391304347826,26.0,38.19431580385713
