date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,67.0,44.0,31.0,58.0,48.31460674157304,49.0,44.943820224719104,48.91304347826087,38.0,54.32098765432099,51.497439614815676
2021-04-19,96.0,82.0,54.0,84.0,91.01123595505618,84.0,78.65168539325843,78.26086956521739,64.0,72.8395061728395,83.58620662365033
2021-04-20,62.0,100.0,68.0,67.0,86.51685393258427,44.0,80.89887640449439,83.69565217391305,45.0,72.8395061728395,75.6178352052054
2021-04-21,78.0,56.0,64.0,66.0,77.52808988764045,93.0,91.01123595505618,88.04347826086956,65.0,75.30864197530865,80.29800376458725
2021-04-22,92.0,93.0,62.0,81.0,65.1685393258427,49.0,73.03370786516854,82.6086956521739,58.0,96.29629629629629,80.10796545564851
2021-04-23,51.0,52.0,49.0,46.0,34.831460674157306,46.0,46.06741573033708,50.0,41.0,51.851851851851855,49.82076654904361
2021-04-24,33.0,32.0,12.0,31.0,23.59550561797753,28.0,34.831460674157306,33.69565217391305,35.0,30.864197530864196,31.3129358085186
2021-04-25,17.0,34.0,37.0,37.0,29.213483146067414,29.0,42.69662921348315,16.304347826086957,28.0,43.20987654320987,33.383252590895104
2021-04-26,51.0,47.0,40.0,42.0,56.17977528089887,51.0,48.31460674157304,47.82608695652174,49.0,55.55555555555556,51.96433924072991
2021-04-27,57.0,49.0,51.0,35.0,61.79775280898876,43.0,59.550561797752806,50.0,39.0,61.72839506172839,54.00943034129259
2021-04-28,84.0,65.0,45.0,74.0,75.28089887640449,68.0,58.42696629213483,70.65217391304348,46.0,79.01234567901234,70.86971809303276
2021-04-29,60.0,66.0,52.0,77.0,42.69662921348315,42.0,58.42696629213483,68.47826086956522,36.0,50.617283950617285,58.92412341799567
2021-04-30,98.0,87.0,94.0,81.0,95.50561797752809,71.0,94.38202247191012,92.3913043478261,70.0,76.54320987654322,91.5808276801293
2021-05-01,63.0,34.0,44.0,62.0,56.17977528089887,47.0,43.82022471910113,50.0,35.0,28.395061728395063,49.35683858026531
2021-05-02,59.0,36.0,48.0,42.0,51.68539325842696,50.0,44.943820224719104,40.21739130434783,43.0,64.19753086419753,51.023642738000355
2021-05-03,75.0,78.0,65.0,79.0,49.438202247191015,54.0,68.53932584269663,70.65217391304348,70.0,59.25925925925926,71.24427344132891
2021-05-04,60.0,83.0,31.0,72.0,69.66292134831461,49.0,55.056179775280896,61.95652173913044,56.0,60.49382716049383,63.71184206910386
2021-05-05,89.0,59.0,54.0,38.0,58.42696629213483,49.0,62.92134831460674,57.608695652173914,44.0,66.66666666666667,61.62999517995414
2021-05-06,77.0,52.0,72.0,66.0,75.28089887640449,72.0,67.41573033707866,100.0,42.0,72.8395061728395,74.18901157763015
2021-05-07,85.0,86.0,94.0,59.0,96.62921348314607,77.0,100.0,93.47826086956522,100.0,100.0,94.91306965000315
2021-05-08,35.0,35.0,36.0,41.0,23.59550561797753,39.0,30.337078651685392,9.782608695652174,20.0,34.5679012345679,32.409606410371936
2021-05-09,52.0,44.0,55.0,35.0,50.561797752808985,44.0,47.19101123595506,39.130434782608695,42.0,28.395061728395063,46.57510733649985
2021-05-10,80.0,79.0,85.0,71.0,76.40449438202248,68.0,76.40449438202248,80.43478260869566,59.0,83.95061728395062,80.86282739442365
2021-05-11,100.0,88.0,100.0,100.0,100.0,95.0,92.13483146067416,82.6086956521739,91.0,90.12345679012346,99.99999999999999
2021-05-12,84.0,73.0,87.0,90.0,98.87640449438203,82.0,89.88764044943821,80.43478260869566,75.0,77.77777777777777,89.25402849365675
2021-05-13,100.0,71.0,63.0,89.0,83.14606741573034,69.0,67.41573033707866,69.56521739130434,48.0,92.5925925925926,80.17318966820724
2021-05-14,70.0,77.0,75.0,55.0,73.03370786516854,56.0,56.17977528089887,51.08695652173913,67.0,62.96296296296296,68.51486032202924
2021-05-15,63.0,87.0,61.0,69.0,74.15730337078652,72.0,74.15730337078652,86.95652173913044,58.0,85.18518518518519,77.8018959223918
2021-05-16,71.0,61.0,54.0,40.0,59.550561797752806,74.0,66.29213483146067,78.26086956521739,33.0,60.49382716049383,63.65091153494906
2021-05-17,86.0,84.0,67.0,68.0,95.50561797752809,100.0,88.76404494382022,66.30434782608695,64.0,92.5925925925926,86.50497006122887
2021-05-18,94.0,57.0,58.0,67.0,57.30337078651685,54.0,71.91011235955057,84.78260869565217,60.0,82.71604938271605,73.14264459164376
2021-05-19,77.0,71.0,89.0,63.0,62.92134831460674,63.0,64.04494382022472,80.43478260869566,76.0,67.90123456790124,76.08131093735948
2021-05-20,65.0,83.0,78.0,89.0,73.03370786516854,81.0,55.056179775280896,85.8695652173913,73.0,100.0,83.3940767203245
2021-05-21,43.0,73.0,58.0,51.0,59.550561797752806,51.0,68.53932584269663,47.82608695652174,77.0,50.617283950617285,61.726875956209064
2021-05-22,67.0,38.0,42.0,64.0,61.79775280898876,49.0,40.449438202247194,46.73913043478261,46.0,40.74074074074074,52.80056394420948
2021-05-23,42.0,27.0,41.0,53.0,59.550561797752806,50.0,40.449438202247194,46.73913043478261,34.0,50.617283950617285,47.32900634530382
2021-05-24,55.0,49.0,55.0,61.0,41.57303370786517,49.0,61.79775280898876,29.347826086956523,42.0,55.55555555555556,53.178371028005415
2021-05-25,66.0,51.0,58.0,60.0,79.7752808988764,64.0,60.674157303370784,83.69565217391305,60.0,58.02469135802469,68.2918659114812
2021-05-26,51.0,66.0,65.0,45.0,60.674157303370784,53.0,53.93258426966292,54.34782608695652,43.0,50.617283950617285,57.79006620885502
2021-05-27,34.0,86.0,34.0,58.0,68.53932584269663,58.0,61.79775280898876,85.8695652173913,50.0,49.382716049382715,62.37191955393949
2021-05-28,72.0,53.0,61.0,54.0,69.66292134831461,51.0,28.089887640449437,61.95652173913044,50.0,66.66666666666667,60.431989528049854
2021-05-29,57.0,45.0,59.0,64.0,57.30337078651685,44.0,51.68539325842696,53.26086956521739,40.0,62.96296296296296,56.89971058012337
2021-05-30,55.0,28.0,45.0,44.0,39.325842696629216,53.0,40.449438202247194,35.869565217391305,34.0,48.148148148148145,45.032257126224614
2021-05-31,57.0,65.0,64.0,54.0,83.14606741573034,56.0,68.53932584269663,69.56521739130434,60.0,81.48148148148148,70.1624514894317
