date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,35.0,0.0,36.0,0.0,24.0,35.0,62.0,0.0,0.0,29.675425038639876
2021-03-01,0.0,0.0,46.0,34.0,0.0,0.0,68.0,30.0,96.0,0.0,42.349304482225655
2021-03-02,0.0,33.0,46.0,68.0,0.0,23.0,68.0,30.0,95.0,0.0,56.105100463678504
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,34.0,0.0,0.0,0.0,0.0,0.0,30.0,47.0,33.0,22.256568778979908
2021-03-05,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.573415765069552
2021-03-06,0.0,35.0,0.0,37.0,0.0,0.0,35.0,32.0,51.0,35.0,34.77588871715611
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,4.63678516228748
2021-03-08,48.0,32.0,0.0,32.0,32.0,22.0,32.0,0.0,0.0,0.0,30.602782071097373
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,0.0,32.0,32.0,0.0,32.0,57.0,45.0,0.0,30.602782071097373
2021-03-12,48.0,32.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,32.0,25.81143740340031
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,45.0,31.0,16.537867078825347
2021-03-14,46.0,31.0,0.0,31.0,32.0,21.0,31.0,28.0,44.0,62.0,50.38639876352396
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,0.0,0.0,0.0,28.0,0.0,19.0,0.0,0.0,0.0,28.0,11.5919629057187
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,21.0,0.0,29.0,44.0,0.0,14.528593508500773
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,52.0,34.0,0.0,35.0,0.0,0.0,0.0,0.0,49.0,0.0,26.275115919629055
2021-03-21,98.0,0.0,43.0,33.0,33.0,22.0,33.0,0.0,46.0,0.0,47.60432766615147
2021-03-22,0.0,32.0,43.0,0.0,32.0,21.0,0.0,29.0,0.0,31.0,29.057187017001546
2021-03-23,48.0,32.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,32.0,24.884080370942815
2021-03-24,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.2457496136012365
2021-03-25,0.0,0.0,44.0,33.0,100.0,43.0,65.0,58.0,46.0,32.0,65.06955177743431
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,5.1004636785162285
2021-03-30,49.0,100.0,89.0,34.0,0.0,22.0,0.0,60.0,0.0,100.0,70.17001545595053
2021-03-31,49.0,0.0,0.0,32.0,0.0,21.0,0.0,0.0,0.0,0.0,15.765069551777431
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,47.0,0.0,12.364760432766614
2021-04-02,51.0,34.0,0.0,0.0,35.0,0.0,69.0,61.0,0.0,34.0,43.89489953632148
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,35.0,48.0,72.0,36.0,24.0,0.0,0.0,0.0,35.0,38.63987635239567
2021-04-05,46.0,30.0,42.0,31.0,32.0,0.0,0.0,28.0,44.0,31.0,43.89489953632148
2021-04-06,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,11.901081916537867
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,43.0,29.0,0.0,29.0,29.0,0.0,0.0,26.0,83.0,0.0,36.93972179289026
2021-04-09,43.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,28.0,21.483771251931994
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.63678516228748
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,31.0,31.0,40.0,0.0,0.0,0.0,0.0,15.765069551777431
2021-04-13,0.0,30.0,0.0,0.0,0.0,21.0,0.0,27.0,42.0,30.0,23.1839258114374
2021-04-14,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.282843894899536
2021-04-15,47.0,31.0,0.0,0.0,65.0,0.0,31.0,0.0,44.0,31.0,38.48531684698609
2021-04-16,48.0,0.0,42.0,31.0,32.0,0.0,31.0,0.0,0.0,0.0,28.43894899536321
2021-04-17,0.0,0.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,10.35548686244204
2021-04-18,49.0,66.0,44.0,0.0,0.0,22.0,33.0,29.0,93.0,0.0,51.931993817619784
2021-04-19,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.210200927357032
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,44.0,0.0,15.765069551777431
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,49.0,32.0,0.0,64.0,0.0,0.0,0.0,0.0,45.0,32.0,34.31221020092735
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,43.0,0.0,0.0,0.0,29.0,19.0,29.0,0.0,0.0,29.0,23.02936630602782
2021-04-27,0.0,0.0,40.0,31.0,31.0,0.0,0.0,0.0,42.0,0.0,22.256568778979908
2021-04-28,85.0,29.0,39.0,0.0,29.0,19.0,28.0,52.0,0.0,0.0,43.431221020092735
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,28.0,39.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,19.319938176197834
2021-05-01,0.0,29.0,0.0,30.0,30.0,0.0,0.0,27.0,0.0,0.0,17.92890262751159
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,46.0,31.0,42.0,32.0,0.0,21.0,0.0,0.0,0.0,31.0,31.375579598145286
2021-05-04,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.673879443585777
2021-05-05,46.0,0.0,41.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,18.238021638330757
2021-05-06,0.0,29.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,29.0,13.601236476043278
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,34.0,34.0,23.0,0.0,31.0,0.0,0.0,18.856259659969087
2021-05-09,49.0,0.0,0.0,33.0,0.0,22.0,33.0,30.0,0.0,0.0,25.81143740340031
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,39.0,29.0,0.0,0.0,58.0,26.0,42.0,0.0,29.984544049459036
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,0.0,0.0,44.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,16.69242658423493
2021-05-14,0.0,0.0,45.0,33.0,0.0,22.0,0.0,0.0,0.0,0.0,15.455950540958268
2021-05-15,49.0,32.0,0.0,33.0,33.0,22.0,0.0,0.0,46.0,0.0,33.23029366306028
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,45.0,0.0,80.0,91.0,60.0,20.0,0.0,27.0,84.0,30.0,67.54250386398763
2021-05-18,0.0,31.0,84.0,31.0,32.0,21.0,0.0,0.0,44.0,31.0,42.349304482225655
2021-05-19,0.0,0.0,0.0,0.0,0.0,21.0,0.0,28.0,44.0,0.0,14.374034003091191
2021-05-20,0.0,0.0,0.0,0.0,69.0,46.0,34.0,30.0,0.0,34.0,32.92117465224111
2021-05-21,100.0,68.0,45.0,100.0,0.0,45.0,100.0,60.0,96.0,33.0,100.0
2021-05-22,53.0,0.0,95.0,70.0,71.0,0.0,35.0,31.0,100.0,0.0,70.32457496136013
2021-05-23,53.0,0.0,0.0,35.0,0.0,23.0,35.0,0.0,0.0,0.0,22.56568778979907
2021-05-24,45.0,30.0,40.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,21.94744976816074
2021-05-25,0.0,65.0,0.0,33.0,0.0,0.0,32.0,0.0,0.0,0.0,20.092735703245747
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,0.0,38.0,100.0,75.0,38.0,100.0,37.0,100.0,52.0,37.0,89.18083462132921
2021-05-30,54.0,0.0,0.0,36.0,0.0,0.0,0.0,32.0,52.0,0.0,26.89335394126738
2021-05-31,0.0,32.0,0.0,0.0,0.0,0.0,33.0,29.0,46.0,32.0,26.584234930448222
