date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,60.0,65.0,58.0,64.0,62.0,72.0,66.0,65.0,63.0,64.0,63.9
2021-04-19,70.0,80.0,76.0,74.0,78.0,82.0,72.0,69.0,75.0,75.0,75.1
2021-04-20,78.0,82.0,91.0,83.0,86.0,89.0,83.0,79.0,77.0,91.0,83.9
2021-04-21,73.0,71.0,75.0,77.0,68.0,74.0,67.0,67.0,65.0,77.0,71.4
2021-04-22,87.0,75.0,82.0,79.0,75.0,91.0,84.0,73.0,73.0,81.0,80.0
2021-04-23,69.0,67.0,68.0,66.0,69.0,75.0,68.0,56.0,57.0,73.0,66.8
2021-04-24,63.0,54.0,66.0,63.0,65.0,67.0,58.0,66.0,63.0,61.0,62.6
2021-04-25,60.0,59.0,58.0,68.0,66.0,66.0,60.0,59.0,60.0,68.0,62.4
2021-04-26,67.0,68.0,64.0,68.0,62.0,76.0,62.0,63.0,63.0,64.0,65.7
2021-04-27,68.0,67.0,75.0,76.0,69.0,73.0,63.0,71.0,63.0,72.0,69.7
2021-04-28,69.0,64.0,73.0,72.0,71.0,76.0,67.0,59.0,66.0,68.0,68.5
2021-04-29,77.0,62.0,69.0,73.0,74.0,80.0,75.0,71.0,68.0,69.0,71.8
2021-04-30,69.0,81.0,71.0,84.0,71.0,76.0,69.0,70.0,74.0,78.0,74.3
2021-05-01,63.0,56.0,57.0,59.0,62.0,57.0,57.0,62.0,52.0,58.0,58.3
2021-05-02,62.0,56.0,62.0,50.0,56.0,62.0,55.0,53.0,63.0,58.0,57.7
2021-05-03,76.0,71.0,72.0,76.0,64.0,76.0,71.0,70.0,71.0,78.0,72.5
2021-05-04,61.0,57.0,61.0,52.0,57.0,63.0,61.0,57.0,64.0,66.0,59.9
2021-05-05,58.0,62.0,52.0,61.0,60.0,62.0,57.0,50.0,56.0,64.0,58.2
2021-05-06,66.0,57.0,62.0,65.0,58.0,62.0,60.0,56.0,53.0,70.0,60.9
2021-05-07,59.0,56.0,57.0,53.0,59.0,56.0,50.0,64.0,59.0,63.0,57.6
2021-05-08,59.0,58.0,58.0,54.0,57.0,68.0,53.0,53.0,60.0,65.0,58.5
2021-05-09,53.0,51.0,47.0,59.0,43.0,57.0,50.0,48.0,46.0,56.0,51.0
2021-05-10,62.0,63.0,63.0,61.0,55.0,66.0,61.0,59.0,61.0,65.0,61.6
2021-05-11,61.0,66.0,65.0,64.0,68.0,66.0,66.0,68.0,59.0,63.0,64.6
2021-05-12,66.0,66.0,71.0,75.0,65.0,73.0,66.0,64.0,65.0,76.0,68.7
2021-05-13,71.0,62.0,66.0,55.0,56.0,63.0,61.0,55.0,62.0,63.0,61.4
2021-05-14,70.0,67.0,58.0,59.0,62.0,62.0,66.0,62.0,66.0,65.0,63.7
2021-05-15,56.0,62.0,52.0,65.0,54.0,53.0,58.0,54.0,53.0,66.0,57.3
2021-05-16,52.0,46.0,51.0,47.0,42.0,49.0,47.0,43.0,47.0,55.0,47.9
2021-05-17,55.0,61.0,65.0,62.0,60.0,73.0,62.0,51.0,68.0,62.0,61.9
2021-05-18,53.0,50.0,50.0,59.0,53.0,57.0,53.0,55.0,47.0,64.0,54.1
2021-05-19,65.0,51.0,61.0,59.0,55.0,61.0,53.0,55.0,52.0,68.0,58.0
2021-05-20,49.0,51.0,48.0,48.0,48.0,55.0,45.0,48.0,48.0,60.0,50.0
2021-05-21,62.0,55.0,53.0,54.0,56.0,59.0,55.0,48.0,47.0,56.0,54.5
2021-05-22,53.0,50.0,45.0,55.0,48.0,53.0,45.0,41.0,45.0,56.0,49.1
2021-05-23,36.0,40.0,36.0,38.0,34.0,43.0,38.0,37.0,39.0,46.0,38.7
2021-05-24,50.0,46.0,51.0,58.0,46.0,48.0,39.0,49.0,44.0,54.0,48.5
2021-05-25,59.0,54.0,51.0,59.0,50.0,60.0,64.0,60.0,50.0,66.0,57.3
2021-05-26,46.0,51.0,53.0,52.0,53.0,50.0,53.0,54.0,41.0,57.0,51.0
2021-05-27,54.0,56.0,55.0,57.0,42.0,59.0,47.0,43.0,55.0,51.0,51.9
2021-05-28,46.0,49.0,51.0,48.0,47.0,51.0,42.0,49.0,51.0,52.0,48.6
2021-05-29,44.0,41.0,39.0,44.0,42.0,48.0,38.0,38.0,38.0,47.0,41.9
2021-05-30,38.0,35.0,39.0,38.0,38.0,48.0,40.0,37.0,33.0,45.0,39.1
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
