date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,52.0,51.0,56.0,56.0,56.0,61.0,48.0,53.0,52.0,66.0,56.57084188911704
2021-02-27,74.0,59.0,77.0,59.0,70.0,71.0,62.0,50.0,73.0,55.0,66.73511293634496
2021-02-28,55.0,65.0,85.0,72.0,64.0,68.0,77.0,71.0,78.0,77.0,73.1006160164271
2021-03-01,64.0,60.0,65.0,70.0,66.0,62.0,60.0,57.0,70.0,75.0,66.63244353182752
2021-03-02,56.0,55.0,56.0,61.0,68.0,76.0,69.0,74.0,73.0,63.0,66.8377823408624
2021-03-03,74.0,60.0,75.0,79.0,75.0,74.0,72.0,77.0,84.0,70.0,75.97535934291581
2021-03-04,62.0,68.0,70.0,66.0,58.0,80.0,79.0,64.0,76.0,68.0,70.94455852156057
2021-03-05,54.0,54.0,65.0,54.0,70.0,58.0,51.0,65.0,56.0,59.0,60.16427104722792
2021-03-06,52.0,49.0,50.0,55.0,60.0,57.0,52.0,54.0,59.0,70.0,57.289527720739216
2021-03-07,73.0,76.0,82.0,68.0,84.0,88.0,70.0,80.0,79.0,78.0,79.87679671457906
2021-03-08,70.0,60.0,66.0,62.0,76.0,67.0,63.0,65.0,70.0,67.0,68.37782340862422
2021-03-09,56.0,57.0,60.0,59.0,62.0,68.0,65.0,62.0,65.0,66.0,63.65503080082135
2021-03-10,47.0,61.0,65.0,72.0,53.0,70.0,62.0,53.0,64.0,58.0,62.114989733059545
2021-03-11,80.0,81.0,81.0,65.0,76.0,73.0,74.0,69.0,67.0,84.0,77.00205338809035
2021-03-12,61.0,68.0,56.0,62.0,69.0,81.0,69.0,77.0,68.0,71.0,70.02053388090349
2021-03-13,51.0,47.0,56.0,55.0,59.0,61.0,52.0,65.0,64.0,64.0,58.93223819301848
2021-03-14,85.0,72.0,80.0,78.0,73.0,77.0,69.0,74.0,86.0,86.0,80.08213552361396
2021-03-15,61.0,68.0,74.0,54.0,72.0,72.0,77.0,61.0,85.0,65.0,70.73921971252567
2021-03-16,78.0,78.0,77.0,73.0,92.0,74.0,92.0,89.0,97.0,85.0,85.72895277207391
2021-03-17,64.0,69.0,73.0,71.0,73.0,74.0,67.0,73.0,72.0,75.0,72.99794661190964
2021-03-18,69.0,56.0,61.0,66.0,81.0,63.0,75.0,82.0,65.0,73.0,70.94455852156057
2021-03-19,69.0,57.0,63.0,62.0,73.0,70.0,65.0,68.0,77.0,67.0,68.89117043121149
2021-03-20,72.0,58.0,77.0,71.0,70.0,66.0,63.0,76.0,89.0,80.0,74.12731006160163
2021-03-21,78.0,77.0,74.0,76.0,94.0,78.0,71.0,72.0,88.0,87.0,81.62217659137576
2021-03-22,80.0,83.0,89.0,96.0,88.0,93.0,80.0,93.0,97.0,83.0,90.55441478439424
2021-03-23,69.0,73.0,81.0,73.0,96.0,77.0,84.0,75.0,89.0,89.0,82.75154004106774
2021-03-24,60.0,75.0,68.0,70.0,82.0,78.0,66.0,73.0,72.0,76.0,73.92197125256673
2021-03-25,78.0,72.0,92.0,86.0,76.0,75.0,90.0,89.0,95.0,95.0,87.06365503080082
2021-03-26,94.0,63.0,88.0,61.0,91.0,57.0,91.0,87.0,85.0,100.0,83.88090349075975
2021-03-27,58.0,66.0,85.0,69.0,65.0,64.0,70.0,75.0,61.0,73.0,70.4312114989733
2021-03-28,100.0,100.0,95.0,88.0,96.0,100.0,100.0,100.0,99.0,96.0,100.0
2021-03-29,94.0,83.0,94.0,100.0,100.0,89.0,81.0,88.0,92.0,87.0,93.22381930184804
2021-03-30,95.0,76.0,100.0,88.0,90.0,93.0,97.0,94.0,100.0,99.0,95.68788501026694
2021-03-31,72.0,67.0,74.0,81.0,83.0,76.0,77.0,78.0,78.0,80.0,78.6447638603696
2021-04-01,74.0,66.0,92.0,68.0,76.0,72.0,72.0,75.0,72.0,88.0,77.51540041067761
2021-04-02,62.0,52.0,62.0,51.0,67.0,76.0,73.0,72.0,69.0,70.0,67.14579055441479
2021-04-03,88.0,77.0,93.0,81.0,88.0,72.0,86.0,83.0,84.0,98.0,87.26899383983573
2021-04-04,82.0,84.0,93.0,64.0,72.0,74.0,78.0,75.0,81.0,71.0,79.46611909650925
2021-04-05,47.0,46.0,51.0,61.0,71.0,66.0,66.0,65.0,65.0,66.0,62.01232032854209
2021-04-06,78.0,55.0,73.0,69.0,54.0,63.0,73.0,87.0,78.0,75.0,72.38193018480493
2021-04-07,80.0,72.0,80.0,70.0,82.0,77.0,56.0,81.0,71.0,99.0,78.8501026694045
2021-04-08,70.0,66.0,73.0,70.0,69.0,70.0,73.0,56.0,68.0,71.0,70.4312114989733
2021-04-09,72.0,63.0,73.0,76.0,67.0,61.0,81.0,73.0,76.0,69.0,72.99794661190964
2021-04-10,69.0,64.0,61.0,75.0,78.0,76.0,81.0,72.0,89.0,81.0,76.59137577002052
2021-04-11,59.0,63.0,63.0,59.0,68.0,73.0,74.0,63.0,62.0,73.0,67.45379876796714
2021-04-12,80.0,69.0,91.0,81.0,85.0,77.0,87.0,90.0,79.0,96.0,85.72895277207391
2021-04-13,62.0,62.0,76.0,67.0,62.0,73.0,67.0,69.0,78.0,73.0,70.73921971252567
2021-04-14,65.0,55.0,64.0,49.0,71.0,61.0,68.0,59.0,63.0,61.0,63.24435318275154
2021-04-15,71.0,63.0,59.0,49.0,62.0,64.0,70.0,72.0,68.0,71.0,66.63244353182752
2021-04-16,53.0,52.0,55.0,53.0,65.0,70.0,66.0,53.0,56.0,55.0,59.34291581108829
2021-04-17,68.0,64.0,64.0,59.0,72.0,61.0,72.0,63.0,66.0,63.0,66.94045174537987
2021-04-18,59.0,73.0,66.0,68.0,74.0,72.0,73.0,64.0,75.0,62.0,70.4312114989733
2021-04-19,68.0,58.0,77.0,67.0,80.0,66.0,66.0,72.0,89.0,67.0,72.8952772073922
2021-04-20,85.0,68.0,81.0,69.0,75.0,75.0,61.0,79.0,89.0,68.0,77.00205338809035
2021-04-21,54.0,52.0,54.0,64.0,69.0,66.0,62.0,66.0,73.0,72.0,64.8870636550308
2021-04-22,74.0,61.0,64.0,69.0,65.0,73.0,64.0,66.0,69.0,68.0,69.0965092402464
2021-04-23,68.0,46.0,59.0,64.0,59.0,64.0,61.0,60.0,71.0,62.0,63.039014373716626
2021-04-24,67.0,64.0,63.0,63.0,75.0,88.0,69.0,73.0,89.0,84.0,75.46201232032854
2021-04-25,74.0,68.0,69.0,62.0,66.0,74.0,58.0,71.0,80.0,78.0,71.86858316221766
2021-04-26,58.0,52.0,51.0,54.0,61.0,69.0,62.0,62.0,58.0,62.0,60.47227926078028
2021-04-27,66.0,74.0,62.0,63.0,62.0,70.0,56.0,57.0,72.0,66.0,66.52977412731006
2021-04-28,56.0,56.0,61.0,56.0,64.0,60.0,62.0,48.0,49.0,59.0,58.624229979466115
2021-04-29,63.0,57.0,66.0,62.0,80.0,79.0,60.0,66.0,57.0,65.0,67.24845995893223
2021-04-30,61.0,56.0,77.0,71.0,61.0,80.0,58.0,68.0,78.0,66.0,69.40451745379876
2021-05-01,48.0,59.0,53.0,68.0,82.0,56.0,62.0,55.0,63.0,59.0,62.114989733059545
2021-05-02,66.0,60.0,51.0,58.0,75.0,62.0,67.0,59.0,78.0,59.0,65.19507186858316
2021-05-03,56.0,68.0,62.0,63.0,60.0,72.0,62.0,69.0,77.0,77.0,68.37782340862422
2021-05-04,58.0,55.0,58.0,58.0,51.0,56.0,64.0,60.0,64.0,71.0,61.08829568788501
2021-05-05,46.0,46.0,52.0,48.0,56.0,63.0,58.0,55.0,58.0,64.0,56.05749486652977
2021-05-06,41.0,48.0,48.0,53.0,58.0,63.0,43.0,55.0,58.0,49.0,52.977412731006154
2021-05-07,55.0,52.0,63.0,54.0,66.0,66.0,54.0,64.0,65.0,72.0,62.73100616016427
2021-05-08,55.0,45.0,64.0,66.0,77.0,55.0,59.0,55.0,56.0,53.0,60.06160164271047
2021-05-09,66.0,52.0,63.0,58.0,55.0,54.0,49.0,53.0,53.0,54.0,57.186858316221766
2021-05-10,47.0,56.0,46.0,46.0,52.0,63.0,64.0,53.0,57.0,62.0,56.05749486652977
2021-05-11,50.0,58.0,70.0,40.0,47.0,65.0,51.0,49.0,62.0,64.0,57.08418891170431
2021-05-12,45.0,49.0,45.0,43.0,52.0,48.0,54.0,47.0,43.0,61.0,50.0
2021-05-13,56.0,50.0,56.0,62.0,68.0,56.0,56.0,55.0,56.0,68.0,59.85626283367556
2021-05-14,71.0,46.0,56.0,50.0,55.0,58.0,56.0,46.0,75.0,57.0,58.52156057494866
2021-05-15,46.0,56.0,57.0,50.0,54.0,59.0,65.0,50.0,52.0,49.0,55.23613963039014
2021-05-16,56.0,61.0,64.0,54.0,60.0,44.0,53.0,47.0,47.0,60.0,56.05749486652977
2021-05-17,53.0,54.0,74.0,59.0,61.0,70.0,56.0,56.0,66.0,52.0,61.704312114989726
2021-05-18,58.0,58.0,55.0,69.0,70.0,48.0,55.0,50.0,65.0,57.0,60.06160164271047
2021-05-19,48.0,55.0,63.0,43.0,61.0,60.0,53.0,52.0,57.0,55.0,56.16016427104722
2021-05-20,59.0,70.0,83.0,76.0,62.0,75.0,78.0,63.0,77.0,50.0,71.14989733059548
2021-05-21,42.0,47.0,44.0,48.0,49.0,52.0,56.0,58.0,50.0,56.0,51.540041067761805
2021-05-22,48.0,44.0,48.0,42.0,49.0,68.0,41.0,56.0,51.0,52.0,51.23203285420944
2021-05-23,50.0,56.0,50.0,63.0,56.0,67.0,68.0,63.0,61.0,76.0,62.628336755646814
2021-05-24,62.0,56.0,57.0,56.0,67.0,68.0,62.0,51.0,55.0,74.0,62.42299794661191
2021-05-25,43.0,61.0,58.0,57.0,57.0,47.0,59.0,55.0,59.0,52.0,56.26283367556468
2021-05-26,60.0,58.0,71.0,64.0,71.0,74.0,74.0,79.0,75.0,65.0,70.94455852156057
2021-05-27,53.0,46.0,68.0,45.0,50.0,56.0,54.0,54.0,57.0,61.0,55.85215605749487
2021-05-28,50.0,52.0,54.0,40.0,56.0,51.0,55.0,52.0,65.0,54.0,54.312114989733054
2021-05-29,37.0,43.0,61.0,43.0,41.0,52.0,45.0,46.0,51.0,57.0,48.87063655030801
2021-05-30,76.0,48.0,48.0,63.0,62.0,65.0,65.0,65.0,51.0,58.0,61.704312114989726
2021-05-31,50.0,59.0,61.0,57.0,69.0,62.0,53.0,54.0,57.0,67.0,60.47227926078028
