date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,0.0,0.0,89.0,51.0,49.0,0.0,46.0,0.0,0.0,0.0,0.0,100.0,52.0,0.0,0.0,48.0,48.0,0.0,92.0,50.482879719051795
2020-10-06,0.0,73.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.188762071992976
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,50.0,0.0,33.0,0.0,0.0,51.0,0.0,0.0,48.0,0.0,0.0,0.0,52.0,0.0,48.0,50.0,0.0,51.0,0.0,0.0,33.625987708516234
2020-10-09,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.424056189640035
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.424056189640035
2020-10-12,51.0,0.0,0.0,0.0,55.0,53.0,53.0,0.0,0.0,94.0,0.0,55.0,0.0,57.0,0.0,52.0,0.0,53.0,0.0,0.0,45.917471466198414
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3362598770851624
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,18.788410886742756
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,51.0,0.0,0.0,100.0,57.0,53.0,55.0,0.0,100.0,0.0,100.0,55.0,0.0,58.0,100.0,0.0,0.0,0.0,59.0,52.0,73.74890254609306
2020-10-20,0.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.233538191395961
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,52.0,0.0,0.0,0.0,56.0,0.0,55.0,0.0,0.0,0.0,50.0,0.0,52.0,0.0,49.0,51.0,52.0,0.0,0.0,0.0,36.61106233538191
2020-10-23,0.0,39.0,35.0,0.0,58.0,0.0,0.0,0.0,50.0,99.0,52.0,55.0,0.0,58.0,50.0,53.0,0.0,0.0,59.0,53.0,58.03336259877084
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,100.0,0.0,0.0,0.0,57.0,0.0,53.0,100.0,96.0,0.0,49.0,53.0,51.0,56.0,49.0,0.0,0.0,53.0,0.0,50.0,67.33977172958735
2020-10-26,50.0,0.0,0.0,0.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,51.0,0.0,52.0,56.0,0.0,32.74802458296751
2020-10-27,49.0,0.0,0.0,97.0,0.0,50.0,53.0,50.0,48.0,92.0,96.0,52.0,53.0,54.0,0.0,51.0,0.0,0.0,55.0,100.0,79.01668129938543
2020-10-28,0.0,0.0,0.0,95.0,0.0,0.0,52.0,0.0,49.0,0.0,48.0,0.0,52.0,54.0,0.0,49.0,51.0,51.0,0.0,50.0,48.37576821773485
2020-10-29,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,54.0,45.0,0.0,47.0,0.0,0.0,0.0,21.422300263388937
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-31,0.0,35.0,62.0,90.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,48.0,0.0,0.0,52.0,48.0,38.279192273924494
2020-11-01,91.0,68.0,31.0,0.0,49.0,0.0,0.0,46.0,43.0,85.0,45.0,48.0,0.0,52.0,0.0,94.0,0.0,47.0,0.0,45.0,65.32045654082529
2020-11-02,45.0,0.0,30.0,0.0,0.0,47.0,0.0,46.0,88.0,0.0,0.0,0.0,48.0,0.0,44.0,0.0,0.0,93.0,0.0,45.0,42.66900790166813
2020-11-03,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.355575065847234
2020-11-04,0.0,0.0,0.0,0.0,0.0,43.0,45.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,41.0,43.0,0.0,0.0,47.0,0.0,22.739244951712028
2020-11-05,43.0,0.0,0.0,83.0,47.0,0.0,0.0,0.0,42.0,81.0,41.0,46.0,0.0,0.0,41.0,44.0,0.0,0.0,0.0,0.0,41.08867427568042
2020-11-06,0.0,0.0,0.0,89.0,0.0,0.0,0.0,45.0,43.0,85.0,0.0,48.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,31.25548726953468
2020-11-07,44.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,20.017559262510975
2020-11-08,0.0,34.0,30.0,88.0,0.0,0.0,0.0,46.0,44.0,84.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09920983318701
2020-11-09,0.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.618964003511852
2020-11-10,47.0,0.0,0.0,91.0,100.0,0.0,0.0,0.0,89.0,88.0,45.0,0.0,48.0,0.0,44.0,0.0,0.0,48.0,0.0,47.0,56.80421422300263
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-12,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072870939420544
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-14,46.0,0.0,31.0,89.0,0.0,0.0,0.0,48.0,44.0,87.0,0.0,50.0,48.0,52.0,0.0,47.0,0.0,48.0,52.0,45.0,60.31606672519754
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
