date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,33.0,37.0,25.0,12.0,43.0,11.0,45.0,13.0,9.0,27.0,36.58536585365854
2020-02-02,45.0,34.0,35.0,0.0,14.0,21.0,27.0,12.0,18.0,13.0,31.420373027259682
2020-02-03,13.0,20.0,63.0,0.0,36.0,46.0,60.0,43.0,31.0,67.0,54.37589670014347
2020-02-04,30.0,46.0,36.0,46.0,67.0,41.0,55.0,24.0,36.0,50.0,61.8364418938307
2020-02-05,15.0,0.0,47.0,35.0,41.0,21.0,27.0,25.0,0.0,13.0,32.1377331420373
2020-02-06,16.0,12.0,12.0,25.0,28.0,33.0,29.0,13.0,28.0,53.0,35.724533715925396
2020-02-07,0.0,36.0,12.0,49.0,42.0,22.0,14.0,13.0,9.0,13.0,30.12912482065997
2020-02-08,16.0,24.0,49.0,36.0,28.0,21.0,0.0,39.0,19.0,13.0,35.1506456241033
2020-02-09,43.0,22.0,34.0,0.0,39.0,30.0,26.0,23.0,9.0,36.0,37.5896700143472
2020-02-10,44.0,55.0,23.0,22.0,64.0,40.0,26.0,47.0,35.0,73.0,61.54949784791965
2020-02-11,44.0,67.0,12.0,23.0,27.0,41.0,80.0,60.0,44.0,25.0,60.68866571018651
2020-02-12,72.0,23.0,34.0,11.0,53.0,51.0,53.0,24.0,9.0,74.0,57.96269727403156
2020-02-13,30.0,45.0,35.0,23.0,27.0,20.0,14.0,36.0,26.0,13.0,38.59397417503587
2020-02-14,61.0,47.0,24.0,12.0,41.0,32.0,41.0,25.0,45.0,26.0,50.78909612625538
2020-02-15,0.0,0.0,13.0,25.0,0.0,11.0,0.0,13.0,10.0,0.0,10.329985652797705
2020-02-16,62.0,23.0,36.0,0.0,28.0,21.0,41.0,0.0,9.0,13.0,33.428981348637016
2020-02-17,59.0,67.0,46.0,46.0,27.0,21.0,27.0,36.0,9.0,38.0,53.9454806312769
2020-02-18,43.0,45.0,46.0,23.0,39.0,20.0,13.0,35.0,9.0,50.0,46.34146341463414
2020-02-19,44.0,44.0,23.0,0.0,13.0,30.0,13.0,24.0,35.0,50.0,39.59827833572453
2020-02-20,46.0,47.0,24.0,12.0,40.0,31.0,41.0,12.0,0.0,26.0,40.0286944045911
2020-02-21,32.0,12.0,50.0,25.0,29.0,44.0,0.0,0.0,0.0,0.0,27.546628407460545
2020-02-22,51.0,0.0,0.0,26.0,31.0,24.0,47.0,14.0,10.0,59.0,37.5896700143472
2020-02-23,16.0,0.0,25.0,12.0,14.0,11.0,29.0,25.0,9.0,27.0,24.103299856527975
2020-02-24,29.0,0.0,23.0,0.0,27.0,41.0,27.0,48.0,9.0,50.0,36.44189383070301
2020-02-25,59.0,45.0,23.0,11.0,53.0,30.0,78.0,12.0,26.0,49.0,55.38020086083213
2020-02-26,58.0,22.0,57.0,45.0,65.0,40.0,40.0,35.0,61.0,62.0,69.58393113342898
2020-02-27,29.0,55.0,69.0,34.0,65.0,100.0,26.0,71.0,43.0,100.0,84.93543758967002
2020-02-28,60.0,68.0,69.0,46.0,40.0,10.0,66.0,72.0,9.0,37.0,68.4361549497848
2020-02-29,77.0,46.0,97.0,36.0,70.0,63.0,55.0,49.0,100.0,40.0,90.81779053084648
2020-03-01,57.0,33.0,11.0,11.0,26.0,20.0,26.0,11.0,0.0,12.0,29.6987087517934
2020-03-02,99.0,32.0,56.0,32.0,50.0,47.0,63.0,45.0,49.0,60.0,76.47058823529412
2020-03-03,42.0,32.0,33.0,11.0,0.0,48.0,13.0,23.0,34.0,36.0,39.02439024390244
2020-03-04,41.0,11.0,21.0,21.0,12.0,10.0,25.0,33.0,16.0,12.0,28.98134863701578
2020-03-05,28.0,22.0,34.0,11.0,26.0,19.0,26.0,57.0,17.0,59.0,42.89813486370158
2020-03-06,43.0,22.0,11.0,22.0,52.0,20.0,13.0,23.0,9.0,37.0,36.15494978479197
2020-03-07,0.0,36.0,75.0,36.0,28.0,0.0,28.0,38.0,37.0,40.0,45.62410329985653
2020-03-08,100.0,11.0,57.0,65.0,39.0,19.0,38.0,12.0,0.0,49.0,55.95408895265423
2020-03-09,97.0,64.0,76.0,43.0,88.0,48.0,100.0,100.0,58.0,23.0,100.0
2020-03-10,56.0,21.0,22.0,22.0,50.0,48.0,38.0,11.0,8.0,59.0,48.06312769010043
2020-03-11,27.0,32.0,11.0,11.0,12.0,38.0,0.0,23.0,32.0,23.0,29.985652797704446
2020-03-12,27.0,11.0,22.0,21.0,25.0,0.0,25.0,34.0,16.0,23.0,29.268292682926823
2020-03-13,60.0,35.0,12.0,35.0,81.0,21.0,55.0,12.0,36.0,26.0,53.51506456241032
2020-03-14,61.0,70.0,24.0,23.0,55.0,42.0,96.0,75.0,45.0,65.0,79.77044476327116
2020-03-15,40.0,10.0,53.0,31.0,48.0,28.0,61.0,44.0,32.0,57.0,57.96269727403156
2020-03-16,35.0,37.0,46.0,27.0,21.0,49.0,32.0,10.0,14.0,50.0,46.0545193687231
2020-03-17,24.0,27.0,37.0,55.0,32.0,41.0,32.0,29.0,14.0,61.0,50.50215208034434
2020-03-18,63.0,58.0,100.0,59.0,80.0,17.0,69.0,41.0,22.0,66.0,82.49641319942612
2020-03-19,27.0,30.0,31.0,41.0,36.0,9.0,24.0,22.0,24.0,23.0,38.30703012912482
2020-03-20,25.0,10.0,10.0,39.0,23.0,34.0,23.0,42.0,22.0,65.0,42.03730272596844
2020-03-21,41.0,42.0,33.0,42.0,100.0,38.0,62.0,45.0,32.0,36.0,67.57532281205165
2020-03-22,93.0,61.0,32.0,73.0,24.0,28.0,61.0,43.0,31.0,46.0,70.58823529411764
2020-03-23,45.0,26.0,44.0,26.0,40.0,39.0,41.0,37.0,7.0,29.0,47.9196556671449
2020-03-24,49.0,47.0,19.0,19.0,22.0,17.0,33.0,20.0,22.0,10.0,37.01578192252511
2020-03-25,48.0,28.0,28.0,9.0,32.0,8.0,43.0,10.0,14.0,20.0,34.43328550932568
2020-03-26,36.0,47.0,67.0,19.0,66.0,17.0,67.0,39.0,29.0,52.0,62.98421807747489
2020-03-27,23.0,9.0,37.0,36.0,31.0,24.0,53.0,0.0,14.0,10.0,34.00286944045911
2020-03-28,14.0,21.0,11.0,32.0,12.0,10.0,25.0,11.0,0.0,12.0,21.233859397417504
2020-03-29,66.0,20.0,42.0,20.0,36.0,9.0,48.0,54.0,8.0,11.0,45.05021520803443
2020-03-30,80.0,18.0,45.0,54.0,42.0,8.0,42.0,9.0,20.0,39.0,51.21951219512196
2020-03-31,23.0,26.0,27.0,18.0,41.0,24.0,21.0,38.0,20.0,39.0,39.74175035868006
2020-04-01,60.0,100.0,57.0,93.0,54.0,49.0,87.0,49.0,57.0,30.0,91.24820659971306
2020-04-02,83.0,91.0,76.0,54.0,53.0,74.0,77.0,39.0,77.0,71.0,99.71305595408894
2020-04-03,36.0,28.0,48.0,28.0,44.0,50.0,33.0,59.0,50.0,62.0,62.840746054519364
2020-04-04,85.0,54.0,57.0,100.0,51.0,20.0,77.0,70.0,42.0,49.0,86.80057388809182
2020-04-05,57.0,54.0,33.0,54.0,63.0,29.0,39.0,46.0,42.0,12.0,61.54949784791965
2020-04-06,11.0,42.0,60.0,34.0,59.0,30.0,40.0,36.0,39.0,66.0,59.82783357245337
2020-04-07,79.0,43.0,54.0,70.0,61.0,23.0,61.0,64.0,27.0,58.0,77.47489239598278
2020-04-08,36.0,37.0,10.0,9.0,11.0,25.0,22.0,20.0,14.0,10.0,27.833572453371588
2020-04-09,36.0,28.0,19.0,38.0,33.0,17.0,11.0,39.0,0.0,21.0,34.72022955523673
2020-04-10,25.0,19.0,19.0,29.0,11.0,34.0,34.0,20.0,15.0,32.0,34.146341463414636
2020-04-11,0.0,42.0,22.0,21.0,25.0,0.0,25.0,33.0,25.0,12.0,29.41176470588235
2020-04-12,14.0,32.0,11.0,22.0,37.0,29.0,13.0,23.0,25.0,0.0,29.555236728837876
2020-04-13,26.0,20.0,0.0,0.0,12.0,9.0,23.0,21.0,8.0,11.0,18.65136298421808
2020-04-14,24.0,0.0,10.0,9.0,21.0,16.0,11.0,0.0,7.0,10.0,15.494978479196556
2020-04-15,25.0,10.0,0.0,10.0,0.0,17.0,34.0,0.0,15.0,0.0,15.925394548063126
2020-04-16,63.0,39.0,40.0,69.0,34.0,35.0,68.0,41.0,37.0,44.0,67.43185078909612
