date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,32.0,70.0,47.0,38.0,58.0,53.0,79.59183673469387,34.0,39.0,53.96825396825397,70.08021819853924
2021-02-27,11.0,99.0,85.0,63.0,50.0,43.0,40.816326530612244,35.0,30.0,96.82539682539682,76.89734779171613
2021-02-28,57.0,88.0,38.0,65.0,62.0,79.0,41.83673469387755,48.0,41.0,100.0,86.09141788106793
2021-03-01,42.0,41.0,58.0,61.0,38.0,31.0,65.3061224489796,56.0,28.0,26.984126984126984,62.12579800887532
2021-03-02,63.0,41.0,57.0,48.0,47.0,52.0,88.77551020408163,89.0,86.0,53.96825396825397,86.91186706518555
2021-03-03,21.0,54.0,45.0,35.0,19.0,30.0,51.02040816326531,33.0,46.0,25.396825396825395,49.920789646907636
2021-03-04,21.0,41.0,45.0,36.0,9.0,30.0,38.775510204081634,44.0,48.0,12.698412698412698,45.20627761732738
2021-03-05,21.0,55.0,23.0,48.0,29.0,41.0,38.775510204081634,45.0,28.0,53.96825396825397,53.160697806991294
2021-03-06,87.0,56.0,23.0,50.0,68.0,32.0,13.26530612244898,45.0,0.0,55.55555555555556,59.69941009546185
2021-03-07,22.0,28.0,0.0,25.0,0.0,11.0,53.06122448979592,23.0,10.0,12.698412698412698,25.661949740007366
2021-03-08,51.0,26.0,22.0,23.0,18.0,29.0,12.244897959183673,32.0,27.0,50.79365079365079,40.423421068379156
2021-03-09,10.0,13.0,22.0,23.0,0.0,10.0,24.489795918367346,0.0,18.0,25.396825396825395,20.262732709938927
2021-03-10,50.0,77.0,33.0,34.0,18.0,20.0,36.734693877551024,43.0,18.0,25.396825396825395,49.32553092983191
2021-03-11,21.0,67.0,23.0,24.0,0.0,31.0,38.775510204081634,44.0,19.0,39.682539682539684,42.70398634369419
2021-03-12,0.0,41.0,59.0,24.0,19.0,0.0,65.3061224489796,45.0,28.0,26.984126984126984,42.81957361838561
2021-03-13,55.0,14.0,36.0,100.0,79.0,43.0,26.53061224489796,46.0,29.0,95.23809523809524,72.74817406750674
2021-03-14,41.0,79.0,45.0,47.0,56.0,40.0,100.0,77.0,65.0,52.38095238095238,83.66691967786738
2021-03-15,32.0,41.0,26.0,37.0,14.0,39.0,48.97959183673469,34.0,22.0,50.79365079365079,47.886831554381125
2021-03-16,45.0,70.0,88.0,41.0,33.0,62.0,55.10204081632653,67.0,65.0,46.03174603174603,79.46577892280216
2021-03-17,20.0,26.0,33.0,0.0,18.0,20.0,37.755102040816325,11.0,18.0,38.095238095238095,30.813614732180813
2021-03-18,20.0,39.0,44.0,35.0,45.0,68.0,36.734693877551024,32.0,27.0,50.79365079365079,55.2141829050515
2021-03-19,20.0,13.0,56.0,47.0,64.0,30.0,62.244897959183675,43.0,56.0,12.698412698412698,56.10518127045217
2021-03-20,43.0,14.0,36.0,0.0,29.0,43.0,66.3265306122449,46.0,69.0,53.96825396825397,55.5984239816824
2021-03-21,11.0,57.0,12.0,25.0,20.0,33.0,27.551020408163264,35.0,20.0,28.571428571428573,37.37941286703683
2021-03-22,31.0,66.0,33.0,70.0,37.0,50.0,50.0,76.0,46.0,76.19047619047619,74.33458579126889
2021-03-23,50.0,53.0,33.0,47.0,28.0,50.0,12.244897959183673,64.0,36.0,38.095238095238095,57.13255372288659
2021-03-24,41.0,93.0,44.0,12.0,37.0,40.0,50.0,87.0,0.0,12.698412698412698,57.876784595082334
2021-03-25,52.0,40.0,23.0,82.0,37.0,51.0,76.53061224489795,65.0,37.0,39.682539682539684,69.8931368874583
